id,event,w_complete_streets_21_slg,pc01,pc02,pc03,pc04,pc05,pc15,start,stop
AK,0,0.0,3.209901835634116,3.0924427305262414,1.720308244460011,0.7526219617507015,2.4394312315930735,1.5354191574990956,0.0,1.0
AK,0,0.0,3.2234198322812184,3.0872211662630273,1.7058361806876838,0.6431281893837288,2.402650176548411,1.4985757605384455,1.0,2.0
AK,0,0.0,3.1983268765305666,3.059681713080859,1.7242931280315332,0.7567304924502044,2.4405505919570336,1.3924394605293668,2.0,3.0
AK,0,0.0,3.0934620302798463,2.899848405701143,1.3149699746093855,0.9753440897103862,1.9835478126181545,0.711650554561371,3.0,4.0
AK,0,0.0,3.0564613999022576,2.867482920545116,1.3643239736329267,0.9525542964239299,1.9706924088635687,0.7769127344424541,4.0,5.0
AK,0,0.0,3.0811636931858013,2.7908866853870253,1.6362679181577742,0.6928393838225257,2.108264634225003,1.3114367664520956,5.0,6.0
AK,0,0.0,2.900133476632492,2.511209325915945,0.7203832275881079,1.1923711709402633,1.1803881480563734,0.2036617496271991,6.0,7.0
AK,0,0.0,3.1041499237390764,2.7610510811946867,1.3158110850593576,0.9182431084791348,1.9595034955589021,0.9532802900235889,7.0,8.0
AK,0,0.0,2.8917949139330656,2.604481223671444,1.3377831419433859,1.0585008574347912,1.7239071162721722,1.2942625627276525,8.0,9.0
AK,0,0.0,2.944122610258125,2.6427310377178244,1.335444961540355,1.0641960645695008,1.779974991750932,0.9389728410487374,9.0,10.0
AK,0,0.0,2.8840782875678554,2.6270168500433715,1.5512827536603706,0.956322648493012,1.8432299287824234,1.3079358741223202,10.0,11.0
AK,0,0.0,2.660288755039238,2.4056988110103923,1.1455947135447655,1.274434262426838,1.250763176035966,1.0022020447503568,11.0,12.0
AK,0,0.0,2.572006672470087,2.341501795131964,0.9908283125717254,1.3399601931560294,0.945001486462065,1.2776914636106163,12.0,13.0
AK,0,0.0,2.50687207971037,2.283471594950566,0.8380847794713281,1.4127399975493111,0.7233768698188061,1.126585274664588,13.0,14.0
AK,0,0.0,2.5744852005771515,2.298614284375782,0.638143009358372,1.5447439953937412,0.6084132748150308,0.6429936751060682,14.0,15.0
AK,0,0.0,2.553866043520412,2.358579636282879,0.8482418841019851,1.4224332671397892,0.7518951967601649,1.0552078194785883,15.0,16.0
AK,0,0.0,2.506943606364193,2.376605564339382,1.1766633116506209,1.212366241945144,0.9431365471195242,1.8160829253278679,16.0,17.0
AK,0,0.0,2.060613111006255,2.082248076593745,1.481084057302971,1.1732995656264333,0.48671071498095503,2.728216475375908,17.0,18.0
AK,0,0.0,2.084013225374931,2.012818917906768,0.9343655851147826,1.4614982281076234,0.11598780958147378,1.7742370387277595,18.0,19.0
AK,0,0.0,2.025512186580755,1.9817966974849939,0.8546225501393006,1.4451355930364378,-0.08631532930480988,2.058184388872474,19.0,20.0
AK,0,0.0,1.8402335077887153,2.1118023550225837,1.1091543168336186,1.2015026782113092,0.9761979134931276,2.3488123813668937,20.0,21.0
AK,0,0.0,2.059363020554772,2.0274150092296015,0.9871683915045348,1.4294465848019748,0.19528257679457026,1.4977212464017315,21.0,22.0
AK,0,0.0,1.8303974720546579,1.9812952894090137,1.2489330636208098,1.256102290501997,0.39574052856331404,2.4052025418541816,22.0,23.0
AK,0,0.0,1.801091881987316,1.90888028476419,1.4265709381659837,1.184252673245287,0.10346869838335279,2.702785184574156,23.0,24.0
AK,0,0.0942839098728339,1.9292921353031651,1.9089947872174127,1.6994568076452508,1.0149616705752698,-0.14182307070943082,3.04476531267407,24.0,25.0
AK,0,0.0942481493803144,1.9549329246513667,1.9336649500315641,2.0732210010434526,0.7813224638189266,0.3294275774635947,3.418415234522682,25.0,26.0
AK,0,0.1123322685092948,1.9338817752472985,2.1602499825768606,2.247775112035644,0.47657107015647676,1.5130120900957997,3.2719418506599207,26.0,27.0
AK,0,0.1123221344032462,2.1179246171437205,2.1660114750735873,2.4703317707783197,0.45694671183432517,1.288706959835883,3.074329052776983,27.0,28.0
AK,0,0.1121653771092532,2.1607094074343633,2.331674728495818,2.601507541172613,0.3171343047613882,2.0518462728382927,2.80808494498275,28.0,29.0
AK,0,0.1337703347711424,2.067919642120146,2.047397806495243,2.406806626772907,0.6703713861646475,1.0112531539043306,2.5286640435353918,29.0,30.0
AK,0,0.1338452240408166,2.1381659614180446,2.0752009457257574,2.382609730451576,0.6690897071423838,1.053588390481511,2.108787109362463,30.0,31.0
AK,0,0.2147298417413153,2.070052242075146,2.10404088638179,2.6421522150093,0.521605900660785,1.409323901959032,2.432045758858942,31.0,32.0
AK,0,0.2779002656951113,2.0995218558415516,2.0521986238881795,2.677078790859248,0.572181480793823,1.1904074015473358,2.234817959410094,32.0,33.0
AK,0,0.3712262319944304,1.985123207360817,2.036099020254908,2.5461442686999693,0.6335343407123086,1.3707867123746205,1.9739774065918645,33.0,34.0
AK,0,0.3711583791968243,1.998359384218556,1.949395916338971,2.4536704507466336,0.7623487601953123,0.9717639852657629,1.6453846715099782,34.0,35.0
AK,0,0.4110306962147397,1.8476094900961977,1.8122613529540212,1.8984510874601526,1.083295037713082,0.5454141234092532,0.7990625300273494,35.0,36.0
AK,0,0.4456578936047725,1.6510294999876536,1.9096933309186308,1.4943372061402311,1.1656350326308964,1.153482527163587,0.6083600319758097,36.0,37.0
AK,0,0.4642347921396997,1.77128186194681,1.8832925231636526,1.6643070926411925,1.1267089928634924,0.719320002731491,1.0085110182535049,37.0,38.0
AK,0,0.4642710860888143,1.7978652606085437,1.9044906993656876,1.6673579152732145,1.0709372848279046,0.72456501508658,0.9403512457596845,38.0,39.0
AK,0,0.4896894846432357,1.7708379892089285,1.8681419937760222,1.5853208442278193,1.1656544067171974,0.6610377231226164,0.5393302565999033,39.0,40.0
AK,0,0.5076415332145953,1.723630271935106,1.8013881968891439,1.381626493983951,1.3212960212141946,0.43143015002212776,0.38297836978315913,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.1270080498668655,-1.9415168857903595,0.23588855710564602,0.5898736613625355,0.17086301851702101,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.1289888086087254,-1.940711812773341,0.24165117299817865,0.5921980623940796,0.16493469350000484,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.1454779038013017,-1.9021332197359107,0.5107527989771857,0.6824713415086465,0.12758329771790639,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.1534766067856275,-1.8654320211035984,0.48056811975215913,0.6508642499035969,-0.07680811912084967,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.158745143675321,-1.7863777487185095,0.38857450591729575,0.63424108024102,-0.15120133270112354,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.4580367508410148,-1.7743861467022948,0.011059002224176025,0.46866432805585806,-0.06284224728444973,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.4835722626682992,-1.7405332573800893,-0.1114257589058567,0.38367143610613885,-0.044389026441306136,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.490274580803683,-1.6766208864656855,-0.08812182251887486,0.4004594443398178,-0.16685824238640604,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.4765066382281768,-1.6268246790122896,-0.0935540993382255,0.4354119773129596,-0.34275462891750136,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.4856124288839427,-1.5799923447796953,-0.01211319182803648,0.4673097816756946,-0.3904273456611265,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.4792955941475472,-1.5564043236963454,-0.10003051427458276,0.4525770302098675,-0.44189065087977275,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4955805447203894,-1.4943549261637525,-0.0943032440588874,0.4993726658225906,-0.5529148020787068,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.5441290540515382,-1.3460772438286988,-0.14082887458231338,0.4790218589324095,-0.3116121005742138,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.5410819287525261,-1.3336556499030525,-0.1747806449253999,0.46504166090464244,-0.3280327865832675,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.5446623565171098,-1.2764022956101304,-0.01964006409495936,0.49892900801508927,-0.37157958173852546,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.2370429085831867,-1.187334327287312,-0.05546063071517436,0.5407240838013813,-0.4454078698186381,15.0,16.0
AL,0,0.0,0.517003653923038,-1.2469036000895535,-1.1196490463359468,-0.005408996439474336,0.5632693048718355,-0.38734310124559423,16.0,17.0
AL,0,0.0,0.23826149576531955,-1.3942418931726692,-0.6847536024049633,-0.16102319132013046,0.49435749124142164,0.669003636580078,17.0,18.0
AL,0,0.0,0.20286979630316454,-1.4088237945292124,-0.6220466607982866,-0.18651999988401913,0.5178890698633044,0.6322118312571119,18.0,19.0
AL,0,0.0,0.19885140416760586,-1.4089845622217139,-0.6135882461272697,-0.19502113947498803,0.4829364786746979,0.5997100735716123,19.0,20.0
AL,0,0.0,0.11321189343385911,-1.3529663803725034,-0.6504771729506306,-0.30872272486950053,0.8727531465693851,0.5593302377860428,20.0,21.0
AL,0,0.0,0.22889993380664087,-1.4674364466044967,-0.5180137911192778,-0.23495053959763026,0.14480126580646313,0.6621457908620197,21.0,22.0
AL,0,0.0,0.16654140635273385,-1.4600075973370406,-0.4784326514115255,-0.25563405251787336,0.299632324769498,0.680009783397086,22.0,23.0
