id,event,w_ee_21_slg,pc01,pc02,pc03,pc04,pc09,pc15,start,stop
AK,0,0.3904336693586904,2.1381659614180446,2.0752009457257574,2.382609730451576,0.6690897071423838,0.9270874643986289,2.108787109362463,30.0,31.0
AK,0,0.4436640147283841,2.070052242075146,2.10404088638179,2.6421522150093,0.521605900660785,0.8980349038417592,2.432045758858942,31.0,32.0
AK,0,0.465762178420851,2.0995218558415516,2.0521986238881795,2.677078790859248,0.572181480793823,0.8601255821078317,2.234817959410094,32.0,33.0
AK,0,0.4831964334963837,1.985123207360817,2.036099020254908,2.5461442686999693,0.6335343407123086,0.8906907006348485,1.9739774065918645,33.0,34.0
AK,0,0.4832303739916543,1.998359384218556,1.949395916338971,2.4536704507466336,0.7623487601953123,0.8311664548593093,1.6453846715099782,34.0,35.0
AK,0,0.4831833103379216,1.8476094900961977,1.8122613529540212,1.8984510874601526,1.083295037713082,0.8444191317173567,0.7990625300273494,35.0,36.0
AK,0,0.4833713275189309,1.6510294999876536,1.9096933309186308,1.4943372061402311,1.1656350326308964,1.0293908823097415,0.6083600319758097,36.0,37.0
AK,0,0.4836106864661634,1.77128186194681,1.8832925231636526,1.6643070926411925,1.1267089928634924,0.9452017798956476,1.0085110182535049,37.0,38.0
AK,0,0.4996666768853045,1.7978652606085437,1.9044906993656876,1.6673579152732145,1.0709372848279046,0.9757953667760755,0.9403512457596845,38.0,39.0
AK,0,0.499539108960936,1.7708379892089285,1.8681419937760222,1.5853208442278193,1.1656544067171974,0.9781800429568793,0.5393302565999033,39.0,40.0
AK,0,0.5179391670648954,1.723630271935106,1.8013881968891439,1.381626493983951,1.3212960212141946,0.9457036556981118,0.38297836978315913,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.1270080498668655,-1.9415168857903595,0.23588855710564602,0.3309107896288258,0.17086301851702101,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.1289888086087254,-1.940711812773341,0.24165117299817865,0.3296921613286044,0.16493469350000484,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.1454779038013017,-1.9021332197359107,0.5107527989771857,0.2541318336866407,0.12758329771790639,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.1534766067856275,-1.8654320211035984,0.48056811975215913,0.2502480635073124,-0.07680811912084967,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.158745143675321,-1.7863777487185095,0.38857450591729575,0.24131086983849662,-0.15120133270112354,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.4580367508410148,-1.7743861467022948,0.011059002224176025,0.3929612825628709,-0.06284224728444973,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.4835722626682992,-1.7405332573800893,-0.1114257589058567,0.3802148963168508,-0.044389026441306136,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.490274580803683,-1.6766208864656855,-0.08812182251887486,0.35624866153820944,-0.16685824238640604,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.4765066382281768,-1.6268246790122896,-0.0935540993382255,0.3634087948578124,-0.34275462891750136,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.4856124288839427,-1.5799923447796953,-0.01211319182803648,0.3272384237860542,-0.3904273456611265,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.4792955941475472,-1.5564043236963454,-0.10003051427458276,0.3450243189521572,-0.44189065087977275,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4955805447203894,-1.4943549261637525,-0.0943032440588874,0.33621985100297597,-0.5529148020787068,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.5441290540515382,-1.3460772438286988,-0.14082887458231338,0.24840313395025726,-0.3116121005742138,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.5410819287525261,-1.3336556499030525,-0.1747806449253999,0.2519800944537117,-0.3280327865832675,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.5446623565171098,-1.2764022956101304,-0.01964006409495936,0.18943554474543364,-0.37157958173852546,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.2370429085831867,-1.187334327287312,-0.05546063071517436,0.07596390306847982,-0.4454078698186381,15.0,16.0
AL,0,0.0,0.517003653923038,-1.2469036000895535,-1.1196490463359468,-0.005408996439474336,0.030694797198282824,-0.38734310124559423,16.0,17.0
AL,0,0.0,0.23826149576531955,-1.3942418931726692,-0.6847536024049633,-0.16102319132013046,-0.2679569819159019,0.669003636580078,17.0,18.0
AL,0,0.0,0.20286979630316454,-1.4088237945292124,-0.6220466607982866,-0.18651999988401913,-0.2806472283517732,0.6322118312571119,18.0,19.0
AL,0,0.0,0.19885140416760586,-1.4089845622217139,-0.6135882461272697,-0.19502113947498803,-0.2866586549752422,0.5997100735716123,19.0,20.0
AL,0,0.0,0.11321189343385911,-1.3529663803725034,-0.6504771729506306,-0.30872272486950053,-0.20106602483080133,0.5593302377860428,20.0,21.0
AL,0,0.0,0.22889993380664087,-1.4674364466044967,-0.5180137911192778,-0.23495053959763026,-0.3536631987661459,0.6621457908620197,21.0,22.0
AL,0,0.0,0.16654140635273385,-1.4600075973370406,-0.4784326514115255,-0.25563405251787336,-0.3584884948823616,0.680009783397086,22.0,23.0
AL,0,0.0,0.2054815820609324,-1.4795251289134463,-0.42178067304079475,-0.24863146756031784,-0.39737142311626744,0.6723189901819695,23.0,24.0
AL,0,0.0205671394244036,0.2610535093780909,-1.5453915430259322,-0.265348682401156,-0.21073434446216419,-0.5034764067073669,0.6304249283038225,24.0,25.0
AL,0,0.0205920022744719,0.20569300984447342,-1.5551729050156864,-0.19088582189882602,-0.3256275893168657,-0.46368181925511215,0.6236359407708442,25.0,26.0
AL,0,0.0290382503858519,0.10945317388952269,-1.4769327824261913,-0.24631916615030852,-0.39386195557700304,-0.3495460289326295,0.44137937695779916,26.0,27.0
AL,0,0.0427852768159501,0.20764963791425312,-1.5317939911825171,-0.17725954059892257,-0.3741258034047598,-0.4299589006958427,0.4941616522307074,27.0,28.0
AL,0,0.0772962753220228,0.11523133601730688,-1.4642211253854127,-0.23251065927863424,-0.3086544383135392,-0.3599387757325451,0.39351352909010384,28.0,29.0
AL,0,0.1798786897273851,0.21079451383431233,-1.5814413400471385,-0.179671083640212,-0.0023738089489583297,-0.5347490166982679,0.4034910145144374,29.0,30.0
AL,0,0.3004947133661264,0.26490422795167273,-1.5757690682465078,-0.18492109398345266,-0.09588580197748198,-0.5058641081000932,0.3096710571861425,30.0,31.0
AL,0,0.3403423200185969,0.21437148202290154,-1.5489012003943732,-0.17724596268048828,-0.028092651980187074,-0.4980170993063756,0.21215375878873716,31.0,32.0
AL,0,0.3496910408028125,0.3280368478478652,-1.52484741027,0.6308639754543559,0.25479366019428734,1.0180784899791657,-0.11061202252673617,32.0,33.0
AL,0,0.3851482528188953,0.2852756283050428,-1.543290605742347,0.6805765155671292,0.29491010078258767,0.9817159434739835,-0.09118596819617458,33.0,34.0
AL,0,0.385240144324893,0.2360311627216896,-1.5050575241977462,0.6334918850705347,0.2287299956018508,1.0448881981545597,-0.15747067864672812,34.0,35.0
AL,0,0.3852558892367615,0.11037146774984928,-1.4551052392611648,0.6020831399095868,0.23716264696162218,1.1028612262024549,-0.24453835758551454,35.0,36.0
AL,0,0.385290868127246,0.0825462257424093,-1.4713522149793248,0.6321887614152297,0.2382043040304112,1.0865624260869646,-0.2363612988450811,36.0,37.0
AL,0,0.3853810926985649,0.00575426848519931,-1.4615020457273558,0.7026814158481569,0.2721856998708046,1.0823486820024606,-0.2658721522375271,37.0,38.0
AL,0,0.3960990637851674,-0.014759813678432836,-1.4687167337584368,0.754094842997611,0.225245480656554,1.0801615204333481,-0.3102992353598002,38.0,39.0
AL,0,0.396082426571868,-0.05737492577336547,-1.4870863674426218,0.8162703675109196,0.3014547586847677,1.0394989914907582,-0.3510339061988581,39.0,40.0
AL,0,0.4128430932318405,-0.022613357319160393,-1.472698155718951,0.7529663427637572,0.4344191495291108,1.0209541861301747,-0.340828538980007,40.0,41.0
AR,0,0.0,0.9289747312193423,-0.6075951510887292,-1.7735906481419454,0.6857700822706843,-0.5171184305220478,0.5884840604945569,0.0,1.0
AR,0,0.0,0.9527479463783174,-0.5993655138111563,-1.7952864105668886,0.5342256617864444,-0.4744842223854291,0.6057358362220823,1.0,2.0
AR,0,0.0,0.9656662941266214,-0.5946387448897887,-1.8069507707258965,0.4528386924109667,-0.4515952076542492,0.6161424145931033,2.0,3.0
AR,0,0.0,0.9878046207767986,-0.5865190997431916,-1.843835524790264,0.40593758638693617,-0.40759710380515535,0.3046402612194367,3.0,4.0
AR,0,0.0,0.9441356851361324,-0.5999447926956332,-1.7377097657324598,0.5001839394922878,-0.4615640560104687,0.10964991246832731,4.0,5.0
AR,0,0.0,1.0472031345366872,-0.7513218691398637,-1.7978086807595595,0.3969499712657685,-0.3458736288764474,-0.021319670445820952,5.0,6.0
AR,0,0.0,1.0511043390295414,-0.7566330548528878,-1.8232434277583824,0.306913674580729,-0.3174760158914671,-0.2012662865877961,6.0,7.0
AR,0,0.0,1.022847540128386,-0.7660873776206463,-1.7626499201585615,0.38422489664516096,-0.3551443105614284,-0.2903986204442702,7.0,8.0
AR,0,0.0,1.043519816383977,-0.7505928419482083,-1.7489914586829394,0.3159235060303938,-0.3232303009911621,-0.4770110043113449,8.0,9.0
AR,0,0.0,0.986419266611079,-0.7723469947404519,-1.6301357896232371,0.38765936976963805,-0.39768225578438293,-0.42708862695658295,9.0,10.0
AR,0,0.0,0.9955634268143128,-0.7647613625799908,-1.6328997612297014,0.42060665168515093,-0.3876538968075211,-0.5858681061241328,10.0,11.0
AR,0,0.0,0.9714016582664299,-0.7734553634977878,-1.5734119953180994,0.43468548147583175,-0.41638790148052013,-0.6358630152922033,11.0,12.0
AR,0,0.0,0.9049336040783373,-0.8039958731757458,-1.4493699393012627,0.34143374626350703,-0.4539085515895526,-0.5760504215521289,12.0,13.0
AR,0,0.0,0.8504905193751012,-0.8253615107046163,-1.3677903147943395,0.4662250059946952,-0.5045473308210627,-0.6387634321219788,13.0,14.0
AR,0,0.0,0.802827821934563,-0.8496163899342701,-1.2674682166442186,0.3412388396409709,-0.5437365144523373,-0.501628323265004,14.0,15.0
AR,0,0.0,0.7574869547676023,-0.8092724064819007,-1.2095121695274054,0.2063654039908226,-0.5348748003248784,-0.5679695210785646,15.0,16.0
AR,0,0.0,0.7362607459651443,-0.8163818404885669,-1.1467765326853059,0.18519948369526834,-0.5624435084314174,-0.5212480568363123,16.0,17.0
AR,0,0.0,0.48404578439177254,-0.9502827613285423,-0.761843889174302,0.11423312437293884,-0.8415585439412131,0.37959585424707676,17.0,18.0
AR,0,0.0,0.501822819655348,-0.9413020952716021,-0.7833927299429653,0.05037506282717767,-0.8109644372017824,0.3095898232478197,18.0,19.0
AR,0,0.0,0.5034508003905734,-0.936904814095317,-0.7525869098807261,-0.006048482250046515,-0.8065480502048431,0.24758458046033793,19.0,20.0
AR,0,0.0,0.3088331317620551,-0.836961753878996,-0.8087754075967777,-0.16802119968696896,-0.6556189724242021,0.1670769513836543,20.0,21.0
AR,0,0.0,0.4687775091497891,-0.9511842386322393,-0.6847823706280958,-0.06720669696866426,-0.8185149197705904,0.23606891591372453,21.0,22.0
AR,0,0.0,0.4050381875913728,-0.9339730567692608,-0.645370243150307,-0.004496318096800014,-0.8358341712731885,0.21503059780373238,22.0,23.0
AR,0,0.0,0.45001303613451066,-0.9840140149008485,-0.5458151184531098,-0.024522154970843157,-0.906635422797283,0.24029425143874966,23.0,24.0
AR,0,0.0335610234316596,0.5352763263218777,-1.0689865275525776,-0.39181453478593964,-0.029053075832975714,-1.0228908246944464,0.2623990186662664,24.0,25.0
AR,0,0.0335949717860428,0.464735299177417,-0.9635959423233729,-0.3607801940812389,-0.0665666297380742,-1.0202709474628762,0.18202833078028802,25.0,26.0
AR,0,0.0442484713225884,0.29470818647290825,-0.8239149384225578,-0.4425006490730585,-0.15647717972948988,-0.8423794010758042,-0.029331385719738878,26.0,27.0
AR,0,0.0562199434806727,0.3973743226817971,-0.8919279256910003,-0.30242078062576644,-0.11667056284159298,-0.9573708375344249,0.0835541582875517,27.0,28.0
AR,0,0.0949549996700501,0.36128745874957396,-0.8069159811354032,-0.3177791816053273,-0.2259590805267418,-0.8445532216354747,0.0017650484338661088,28.0,29.0
AR,0,0.2027543117922082,0.43040218351270476,-0.9277077699265373,-0.23199696015621668,-0.08040821578905369,-0.9998227595815447,0.11883039609521641,29.0,30.0
AR,0,0.3305016769126147,0.47650252684430067,-0.9298963049223814,-0.1980747551716404,-0.11442204714083601,-0.998208506037093,0.04861857122970914,30.0,31.0
AR,1,0.3710631322755438,0.4545106566468053,-0.8714853367465752,-0.21416298841965664,-0.1816559541653267,-0.9304062980905313,-0.03302117953327176,31.0,32.0
AZ,0,0.0,1.0517173715504213,-1.1945403315934096,-0.85154820155469,0.17318085684491036,1.2115696254860306,1.3128111856804587,0.0,1.0
AZ,0,0.0,1.0830564853711446,-1.190686179714392,-0.8825684758723383,-0.04777117047113364,1.2728079213926633,1.3047852564202642,1.0,2.0
AZ,0,0.0,1.0899161363076444,-1.1947239270366818,-0.891156120341879,-0.11147679291260996,1.2900065455144563,1.281818264978871,2.0,3.0
AZ,0,0.0,1.0342453342901545,-1.217122096116993,-0.8187696108369221,0.23562812544114559,1.2009835064528271,0.9763276421916899,3.0,4.0
AZ,0,0.0,0.9706333217092478,-1.2475461395297625,-0.6570397862947277,0.18633478858135386,1.1365674595278623,0.9444595118077501,4.0,5.0
AZ,0,0.0,0.9680468588643162,-1.2826516108117065,-0.6174940520773232,0.1256819552008686,1.1440942811739505,0.8318414138259164,5.0,6.0
AZ,0,0.0,0.8884084781989274,-1.3199300375550864,-0.5033677674141489,0.44057420971695216,1.0272910816697212,0.7040629433043916,6.0,7.0
AZ,0,0.0,0.9044167501941334,-1.316222754831743,-0.5060937522210337,0.41347959707682735,1.0522548265927951,0.5408162097803513,7.0,8.0
AZ,0,0.0,0.8933330699984419,-1.3143484148116014,-0.4409057037774174,0.5325117860837835,1.0228351430578317,0.41900160206448245,8.0,9.0
AZ,0,0.0,0.9189265547498722,-1.315396848271009,-0.41432755646374586,0.010269771691106874,1.1037799167470876,0.6419274424713394,9.0,10.0
AZ,0,0.0,0.798209963539186,-1.3710605209728746,-0.2499795551411745,0.3235062299624491,0.9343136544834663,0.8053333528336721,10.0,11.0
AZ,0,0.0,0.6757908753292593,-1.4386523948328522,-0.03887547302057506,0.3156460561880773,0.8182102438512654,1.0466051521162232,11.0,12.0
AZ,0,0.0,0.7626741080893584,-1.3897255207172987,-0.1450654030255672,0.3156104559334327,0.9506566422424235,0.37860283037109443,12.0,13.0
AZ,0,0.0,0.7506331952427282,-1.4036885799187904,-0.15520664541027349,0.1656790091630061,0.9966078325571103,0.2515319192758394,13.0,14.0
AZ,0,0.0,0.6945961415146141,-1.4294833133405456,-0.05912284881764432,0.15069559598883106,0.9489862183077595,0.3159937008774866,14.0,15.0
AZ,0,0.0,0.6081261621310636,-1.5145646096152665,0.09642475684999859,0.2806069217550986,0.857942871354432,0.40450007425443935,15.0,16.0
AZ,0,0.0,0.5154254301210723,-1.5657695482968603,0.23441918222634436,0.24567360574682132,0.7887202377160469,0.4857414551832298,16.0,17.0
AZ,0,0.0,0.2715434297081233,-1.6957610501850422,0.5957914730571525,0.14196946204046543,0.5422696393674563,1.2913400348088382,17.0,18.0
AZ,0,0.0,0.20810898242055684,-1.7287411044330205,0.7060946247030794,0.052933343624487705,0.5073597065933291,1.3097013313016481,18.0,19.0
AZ,0,0.0,0.18914548765287964,-1.7389493749781884,0.7332826611986221,-0.027523084117329302,0.5106757498519043,1.2916847199094674,19.0,20.0
AZ,0,0.0,-0.051086362382532696,-1.6103153099389609,0.6185184523965513,-0.23541478353803,0.7144973797179562,1.170532725985883,20.0,21.0
AZ,0,0.0,0.10094609581068265,-1.7258492432210646,0.7123678142716354,-0.20377344730937166,0.5677525304957833,1.282759175349175,21.0,22.0
AZ,0,0.0,0.043099615838003424,-1.703091703244328,0.7154940424421665,-0.16973650608841337,0.5794838000065928,1.2243440042875706,22.0,23.0
AZ,0,0.0,0.10119411832280213,-1.7687692740036924,0.8046891843207341,-0.22038584775394587,0.5101354660120082,1.2578182562475986,23.0,24.0
AZ,0,0.03414506288115,0.19488197976951815,-1.8330514326389105,0.8783721096593485,-0.20211236619693612,0.4407578102958554,1.2038378786231232,24.0,25.0
AZ,0,0.0341579506268643,0.1429655460692046,-1.8399798008999126,0.9483646757465063,-0.3066124125030732,0.46420137304896825,1.1880775673494106,25.0,26.0
AZ,0,0.0878821444898268,-0.022601082131992262,-1.7056159326400138,0.861252179493813,-0.45302229338790995,0.6568081230290612,0.9744426050504188,26.0,27.0
AZ,0,0.098273184297892,0.08902292531079019,-1.7767274696865678,0.950443644795335,-0.3470509571168463,0.5398537250748555,0.9650728956968161,27.0,28.0
AZ,0,0.1465769621683364,0.02864333367727501,-1.7039713998572747,0.8714763654891171,-0.3219469649991441,0.6216509934635652,0.8580263013720892,28.0,29.0
AZ,0,0.2561903333206043,0.23755109591347706,-1.804939629336192,0.8448370540080307,-0.13213891383771648,0.49035822411900587,0.9624174201869352,29.0,30.0
AZ,1,0.4055746843268245,0.2530216949078933,-1.7857998173315364,0.8353534291923413,-0.20570344087458073,0.535882739902723,0.9112914684491359,30.0,31.0
CA,0,0.0,-0.12401923946222716,-1.724153304691769,-0.8397206775260136,0.6286322322189324,0.06356535376190137,0.4461465048594074,0.0,1.0
CA,0,0.0,-0.1193556713035681,-1.7261292835036757,-0.8501410311610779,0.5626329877591016,0.08716010265570899,0.4455651361653313,1.0,2.0
CA,0,0.0,-0.14730893773491172,-1.7396601935285654,-0.8303623776865031,0.7064561782219052,0.051105146051659466,0.4188951171222732,2.0,3.0
CA,0,0.0,-0.17014209302838307,-1.7520598833602843,-0.8083747503740447,0.7698305201345393,0.03716462944941426,0.2430180346477573,3.0,4.0
CA,0,0.0,-0.20325699257568425,-1.761102672122725,-0.6887980186158196,0.7024271651439333,0.013166037885643368,0.17435092698819551,4.0,5.0
CA,0,0.0,-0.20248576893340597,-1.8266464250482213,-0.6508510600053473,0.6713132365403767,0.02730541339900016,0.08678150222362793,5.0,6.0
CA,0,0.0,-0.24741636704993553,-1.8536258879998444,-0.6120664690494108,0.7234652764427787,-0.006484182308059045,-0.0031431158402036967,6.0,7.0
CA,0,0.0,-0.2701246676338126,-1.862682089795232,-0.5402073077960884,0.6501568794658817,-0.013641850275377591,-0.022727638061383112,7.0,8.0
CA,0,0.0,-0.30124292886792714,-1.8771334179771912,-0.46327608028730993,0.5807169141645224,-0.029049460621703653,-0.026062686992920147,8.0,9.0
CA,0,0.0,-0.3255430534735773,-1.884940543923033,-0.41100108794784324,0.6458330051739275,-0.05001802818927136,-0.11167456986273051,9.0,10.0
CA,0,0.0,-0.3324038594937734,-1.885915778113093,-0.37267322276066045,0.5976450471321822,-0.04388311550751396,-0.14795044320879114,10.0,11.0
CA,0,0.0,-0.37697826230406883,-1.9113591712577291,-0.3330552055696111,0.5895237015044121,-0.06530419346568771,-0.08557658934827486,11.0,12.0
CA,0,0.0,-0.37426733994614364,-1.911387903189309,-0.338062118160583,0.5968700345229389,-0.05503607863274439,-0.14700042091421522,12.0,13.0
CA,0,0.0,-0.3626499225658452,-1.9038567635212937,-0.335036011642056,0.664952244937735,-0.05157528932672116,-0.2873834601690536,13.0,14.0
CA,0,0.0,-0.35004109984597215,-1.8961086383000385,-0.30969989985311686,0.5662620287953666,-0.02273613666689579,-0.3782608273449757,14.0,15.0
CA,0,0.0,-0.4010760215572231,-1.8652505063479827,-0.2288245744636841,0.6068793420922338,-0.0732056057433003,-0.3886791382116948,15.0,16.0
CA,0,0.0,-0.42918932861150805,-1.8750960193563089,-0.14089139191907737,0.5507377976759987,-0.08484968156904617,-0.4107959378884765,16.0,17.0
CA,0,0.0,-0.628951387486555,-1.9762095185596311,0.17682301996204466,0.40875995781265334,-0.2806489686703053,0.29580743350845695,17.0,18.0
CA,0,0.0,-0.7226585796814482,-2.0166187405093403,0.3037780714564674,0.41408698506209285,-0.3460329316532936,0.3602017615637396,18.0,19.0
CA,0,0.0,-0.7633429109103904,-2.0319615808304525,0.37239286818213796,0.35063136743203455,-0.36164785049294906,0.39678989170701756,19.0,20.0
CA,0,0.0,-0.9108946629576813,-1.960719965828119,0.3901949307761262,0.223248206561667,-0.26321649497674177,0.31814694030197865,20.0,21.0
CA,0,0.0,-0.7939134406986618,-2.088129231350146,0.4889712008523699,0.2314302533574678,-0.4133396346638869,0.5821012545335357,21.0,22.0
CA,0,0.0,-0.8075545952345226,-2.0459382343069086,0.4325678585742711,0.23776511278597096,-0.3561854739666849,0.45100719727962846,22.0,23.0
CA,0,0.0,-0.7885685851596352,-2.081291338605393,0.5149967640030981,0.2726010481760888,-0.41319005527687563,0.4432702395014882,23.0,24.0
CA,1,0.0234944561251458,-0.6992373498963711,-2.157352375051929,0.6145207562382369,0.2611341923217374,-0.5039955270514423,0.4950280281885412,24.0,25.0
CO,0,0.0,0.8313623254917228,-0.23655704507122705,-0.443868230843658,-0.39458750864217956,0.5839032413137648,0.9415580197938324,0.0,1.0
CO,0,0.0,0.8425548661839253,-0.23937538118859666,-0.4566393708195343,-0.48744502633142994,0.6094139443950012,0.9208190368365412,1.0,2.0
CO,0,0.0,0.8371084398592386,-0.24786816238078802,-0.4542744441369887,-0.4743820006825269,0.605224831862934,0.8885701638064866,2.0,3.0
CO,0,0.0,0.8225330115151253,-0.26551662163134226,-0.4848252405011601,-0.39350388726347646,0.6005034901105476,0.617758456240339,3.0,4.0
CO,0,0.0,0.7753772392613549,-0.2872447062324042,-0.369940578789438,-0.4490490500078399,0.5564573070936143,0.5878390252041671,4.0,5.0
CO,0,0.0,0.7818982269268632,-0.34751645046545065,-0.3322125331436072,-0.48386692481762017,0.5653909011032444,0.5374185086875196,5.0,6.0
CO,0,0.0,0.7490168821692772,-0.3769296434077603,-0.34865265823365443,-0.4694488558475436,0.5454069860391206,0.449674260311803,6.0,7.0
CO,0,0.0,0.7585359044372653,-0.3691576881793775,-0.32865031320037097,-0.5100988883490083,0.5595706221377776,0.36165577181951314,7.0,8.0
CO,0,0.0,0.7523896640659938,-0.3669736307918558,-0.29033749206642007,-0.4930904950834263,0.5521929977531961,0.23678138299673654,8.0,9.0
CO,0,0.0,0.7391260565243436,-0.37037209700744483,-0.23852162079577352,-0.5184576820385757,0.5391036376292047,0.20795603003381918,9.0,10.0
CO,0,0.0,0.7466062233851959,-0.3638081417262889,-0.20658144430086564,-0.6062757441079334,0.5557485164801805,0.13856748245823305,10.0,11.0
CO,0,0.0,0.6842196125124905,-0.3988740641887395,-0.16015883796779268,-0.5388877860932629,0.5089264871979281,0.12030478845250495,11.0,12.0
CO,0,0.0,0.6097163211988329,-0.43999417389415935,-0.05738536578408405,-0.6184498936851895,0.46391256407614717,0.1963528815292504,12.0,13.0
CO,0,0.0,0.5730441009313934,-0.457378713042906,0.01341001556106763,-0.6162839822733943,0.4455336972124401,0.09842871329978511,13.0,14.0
CO,0,0.0,0.6057489162232487,-0.44210086241711316,-0.010329869263309449,-0.6152836541112632,0.4642811010752749,-0.07885673753510179,14.0,15.0
CO,0,0.0,0.592310917641413,-0.42856490011780835,0.0023674337405504248,-0.5770694326259087,0.46441965831871324,-0.2549196444076783,15.0,16.0
CO,0,0.0,0.5671158207826962,-0.4392312330235793,0.04753521296186195,-0.5901841592193224,0.45842415960400174,-0.32664611474714783,16.0,17.0
