id,event,environment_ghg_cap_21_slg,pc01,pc03,pc09,pc11,pc12,pc13,start,stop
AK,0,0.0,3.209901835634116,1.720308244460011,1.7816121897883088,1.348170955332536,-0.5949995228367511,2.000799205980041,0.0,1.0
AK,0,0.0,3.2234198322812184,1.7058361806876838,1.80966896929411,1.4859773601167712,-0.4814551873604233,1.978694845921243,1.0,2.0
AK,0,0.0,3.1983268765305666,1.7242931280315332,1.772899529480419,1.3539993334160156,-0.6132659824466647,1.9466034632978413,2.0,3.0
AK,0,0.0,3.0934620302798463,1.3149699746093855,1.7544273699663022,1.3743677406596249,-0.6698636335801852,2.881302279395363,3.0,4.0
AK,0,0.0,3.0564613999022576,1.3643239736329267,1.716583543085137,1.3441228557109592,-0.5653822019851162,2.6119710364184456,4.0,5.0
AK,0,0.0,3.0811636931858013,1.6362679181577742,1.7074653436311553,1.6340953558341411,-0.36862022895822266,1.4558301014842097,5.0,6.0
AK,0,0.0,2.900133476632492,0.7203832275881079,1.6936927361493048,1.5873319337812548,-0.6023101877320932,3.2456603814554987,6.0,7.0
AK,0,0.0,3.1041499237390764,1.3158110850593576,1.758904946809461,1.5639328444792795,-0.7564219547101687,2.0309492638181146,7.0,8.0
AK,0,0.0,2.8917949139330656,1.3377831419433859,1.558943497445397,1.2270746984670737,-0.4369319125638228,1.2828287926485304,8.0,9.0
AK,0,0.0,2.944122610258125,1.335444961540355,1.6139283225850862,1.350229556412177,-0.5642428455558568,1.9389914090209415,9.0,10.0
AK,0,0.0,2.8840782875678554,1.5512827536603706,1.5327629298092451,1.287418396657848,-0.26734958404052334,1.2497672745015127,10.0,11.0
AK,0,0.0,2.660288755039238,1.1455947135447655,1.410283667067605,1.1053956008058372,-0.23523758597856864,1.95955081421133,11.0,12.0
AK,0,0.0,2.572006672470087,0.9908283125717254,1.3601557398982382,1.0561674271012234,0.06862559289495723,2.2380403458858864,12.0,13.0
AK,0,0.0,2.50687207971037,0.8380847794713281,1.351444406172392,1.107721245318013,0.015937491004825787,2.9118682743874618,13.0,14.0
AK,0,0.0,2.5744852005771515,0.638143009358372,1.4057404851915003,1.1350656668694916,0.14922465319046893,3.6570373662597198,14.0,15.0
AK,0,0.0,2.553866043520412,0.8482418841019851,1.3714766004304428,1.0734259234504617,0.25207925927041863,3.2687567191034175,15.0,16.0
AK,0,0.0,2.506943606364193,1.1766633116506209,1.2958880709192795,1.0109264336822528,0.45322160798824346,2.0750568768875803,16.0,17.0
AK,0,0.0,2.060613111006255,1.481084057302971,0.8709402268707218,0.5860691552889812,1.7377978796038198,0.34990538806785965,17.0,18.0
AK,0,0.0,2.084013225374931,0.9343655851147826,0.9701900128155371,0.680921872670156,1.3510221697477907,1.9065254378745147,18.0,19.0
AK,0,0.0,2.025512186580755,0.8546225501393006,0.9478025578610635,0.7112846954783204,1.559654475254651,2.1269598399165406,19.0,20.0
AK,0,0.0,1.8402335077887153,1.1091543168336186,1.0348127926640263,0.8281086934852604,1.8948638306706247,0.9895291956600779,20.0,21.0
AK,0,0.0,2.059363020554772,0.9871683915045348,1.0111185576956756,0.874154435948211,0.9900091289537563,2.8044705093856686,21.0,22.0
AK,0,0.0,1.8303974720546579,1.2489330636208098,0.8655688603543025,0.7180857355069358,1.7828181356274633,1.3034695512922125,22.0,23.0
AK,0,0.0,1.801091881987316,1.4265709381659837,0.7655743789837819,0.7241589115587087,1.4998583745947849,1.3560654217484287,23.0,24.0
AK,0,0.0,1.9292921353031651,1.6994568076452508,0.7132945097224758,0.7831160523955544,1.2261798460489686,1.1666612829169059,24.0,25.0
AK,0,0.0,1.9549329246513667,2.0732210010434526,0.7321194916997777,0.9834594062418212,1.2783744052118267,0.15437390179502797,25.0,26.0
AK,0,0.0,1.9338817752472985,2.247775112035644,0.9600193257198536,1.312841072622052,1.554877038443506,-0.5003000258354587,26.0,27.0
AK,0,0.0,2.1179246171437205,2.4703317707783197,0.9253826174023787,1.3180827656868932,1.0573687203728772,-0.23177519862104853,27.0,28.0
AK,0,0.1196455460301956,2.1607094074343633,2.601507541172613,1.0831871163651987,1.5110087162129318,1.0594118238036507,-0.37647511475580286,28.0,29.0
AK,0,0.2014551526147167,2.067919642120146,2.406806626772907,0.8457828347702184,1.20863814286054,0.5432105503536906,0.40939006831939656,29.0,30.0
AK,0,0.2018719588169694,2.1381659614180446,2.382609730451576,0.9270874643986289,1.387056283166166,-0.04543507569700585,1.2025662144643998,30.0,31.0
AK,0,0.2017786557025886,2.070052242075146,2.6421522150093,0.8980349038417592,1.3757125044928744,0.0416418583719207,0.38402759981097223,31.0,32.0
AK,0,0.2014741151822689,2.0995218558415516,2.677078790859248,0.8601255821078317,1.3722497640832596,-0.40540871369426085,0.7732517764874126,32.0,33.0
AK,0,0.201389859639819,1.985123207360817,2.5461442686999693,0.8906907006348485,1.402596273217753,-0.35464471305574513,0.9709103356187122,33.0,34.0
AK,0,0.201232559293389,1.998359384218556,2.4536704507466336,0.8311664548593093,1.3518005360151621,-0.489806006854346,1.5281107441683586,34.0,35.0
AK,0,0.2012087647655978,1.8476094900961977,1.8984510874601526,0.8444191317173567,1.3798586726562039,-0.3890326406660957,3.0564011909784963,35.0,36.0
AK,0,0.2014311596806031,1.6510294999876536,1.4943372061402311,1.0293908823097415,1.5311062790144194,0.15289607591950632,3.6392351375489627,36.0,37.0
AK,0,0.2015396311737969,1.77128186194681,1.6643070926411925,0.9452017798956476,1.4712355081644808,-0.121630798681369,3.6901978046542023,37.0,38.0
AK,0,0.2388709940845138,1.7978652606085437,1.6673579152732145,0.9757953667760755,1.5709244950070662,-0.07701720295667384,3.883566978105404,38.0,39.0
AK,0,0.2388315123850979,1.7708379892089285,1.5853208442278193,0.9781800429568793,1.5925931562378588,-0.3048183699979449,4.424578715038793,39.0,40.0
AK,0,0.238949706904621,1.723630271935106,1.381626493983951,0.9457036556981118,1.4844433468295721,-0.17706278299928802,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,0.3309107896288258,-0.34579102210894175,-1.4444547282117244,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,0.3296921613286044,-0.3528224345954901,-1.4524809771328664,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,0.2541318336866407,-0.6818639458651057,-1.7442913677390395,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,0.2502480635073124,-0.5888182605298379,-1.644910130268131,0.20973045342615465,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.7863777487185095,0.24131086983849662,-0.47713691542631437,-1.4559730641061022,0.35887372807082507,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.7743861467022948,0.3929612825628709,0.6766357526446131,-1.4639794989484436,-0.10355851573914537,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.7405332573800893,0.3802148963168508,0.8008878937310713,-1.1971775138545915,-0.1321245185550491,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.6766208864656855,0.35624866153820944,0.7930349694630143,-1.1693627511284546,0.08034252680176188,7.0,8.0
