id,event,w_mgpo_21_sln,pc01,pc03,pc06,pc08,pc09,pc10,start,stop
AK,0,0.0,2.025512186580755,0.8546225501393006,-0.7405730254527529,-1.7775774011004815,0.9478025578610635,-1.4831131854622435,19.0,20.0
AK,0,0.0,1.8402335077887153,1.1091543168336186,-1.7485730408214546,-2.21059649531075,1.0348127926640263,-1.9709323133974632,20.0,21.0
AK,0,0.0,2.059363020554772,0.9871683915045348,-0.8067187541350297,-1.7512082802919795,1.0111185576956756,-1.551371664212219,21.0,22.0
AK,0,0.0,1.8303974720546579,1.2489330636208098,-0.9948540771340696,-2.0175546338380883,0.8655688603543025,-1.6496269929743534,22.0,23.0
AK,0,0.0,1.801091881987316,1.4265709381659837,-0.493033728360594,-1.865931154319218,0.7655743789837819,-1.548106215466095,23.0,24.0
AK,0,0.0,1.9292921353031651,1.6994568076452508,0.2650354177118722,-1.572412914446404,0.7132945097224758,-1.1374837744830497,24.0,25.0
AK,0,0.0,1.9549329246513667,2.0732210010434526,0.2875615523783303,-1.8201187078063201,0.7321194916997777,-0.9250046040253865,25.0,26.0
AK,0,0.0,1.9338817752472985,2.247775112035644,-0.8013173378194576,-2.169224679320299,0.9600193257198536,-1.3350633217553198,26.0,27.0
AK,0,0.0,2.1179246171437205,2.4703317707783197,-0.005277702546488269,-1.8291591982470181,0.9253826174023787,-0.854973511972732,27.0,28.0
AK,0,0.0,2.1607094074343633,2.601507541172613,-0.6150569958327426,-2.033309848226325,1.0831871163651987,-0.9692600406315693,28.0,29.0
AK,0,0.0,2.067919642120146,2.406806626772907,0.2535590358659873,-1.6735825300454812,0.8457828347702184,-0.9535161347104661,29.0,30.0
AK,0,0.0,2.1381659614180446,2.382609730451576,0.2656164843129471,-1.5655635994663815,0.9270874643986289,-1.0245066521923452,30.0,31.0
AK,0,0.0,2.070052242075146,2.6421522150093,0.1822250522983416,-1.6377776868921563,0.8980349038417592,-1.0759429963462934,31.0,32.0
AK,0,0.0,2.0995218558415516,2.677078790859248,0.5502362732036067,-1.445961195900698,0.8601255821078317,-1.0214548183448062,32.0,33.0
AK,0,0.0,1.985123207360817,2.5461442686999693,0.061939845675665024,-1.6076674893520266,0.8906907006348485,-1.398215388691689,33.0,34.0
AK,0,0.0,1.998359384218556,2.4536704507466336,0.3979703034938359,-1.4552980731409493,0.8311664548593093,-1.3369716348722562,34.0,35.0
AK,0,0.0,1.8476094900961977,1.8984510874601526,-0.11855134966377182,-1.6039138746535935,0.8444191317173567,-1.8717403238401396,35.0,36.0
AK,0,0.0,1.6510294999876536,1.4943372061402311,-1.7220031457559541,-2.308617454483697,1.0293908823097415,-2.5195270634872555,36.0,37.0
AK,0,0.0,1.77128186194681,1.6643070926411925,-0.9209839660157185,-2.066439526950486,0.9452017798956476,-2.0162837628718453,37.0,38.0
AK,0,0.0,1.7978652606085437,1.6673579152732145,-0.9338334575411015,-2.061577171067864,0.9757953667760755,-2.0178616420922246,38.0,39.0
AK,0,0.0,1.7708379892089285,1.5853208442278193,-0.9704100405412178,-2.0319978917704278,0.9781800429568793,-2.1741431582873414,39.0,40.0
AK,0,0.0,1.723630271935106,1.381626493983951,-1.0370860038248708,-2.053014633335459,0.9457036556981118,-2.264327037660554,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,-0.10634437558347647,-0.8192378497722532,0.3309107896288258,-0.9703080187497235,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,-0.11022716576155543,-0.822228920110023,0.3296921613286044,-0.9621956252423792,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,-0.1304789666715748,-0.9741293668350033,0.2541318336866407,-0.755365453086425,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,-0.13851790789160717,-1.012472587132706,0.2502480635073124,-0.7655876904976012,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.7863777487185095,-0.1120729076527585,-1.0314350788178608,0.24131086983849662,-0.7752634083912053,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.7743861467022948,0.14184805996148483,-1.6809762364793708,0.3929612825628709,-0.6898728466457806,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.7405332573800893,0.18135816638824334,-1.6504803431283095,0.3802148963168508,-0.7897769019194476,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.6766208864656855,0.18207763443574607,-1.7175357405416607,0.35624866153820944,-0.7283369110690887,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.6268246790122896,0.16660506149179857,-1.7661058123462048,0.3634087948578124,-0.6723163199759657,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.5799923447796953,0.16800311232658402,-1.8396955434939204,0.3272384237860542,-0.587413588823234,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.5564043236963454,0.17505867396702254,-1.8203720670228614,0.3450243189521572,-0.6223601481350509,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4943549261637525,0.17503119942059597,-1.8211983140294787,0.33621985100297597,-0.710235271065757,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.3460772438286988,0.2577286992030303,-1.878139715052993,0.24840313395025726,-0.7173020605534918,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.3336556499030525,0.2525191748236589,-1.89350123910197,0.2519800944537117,-0.673591145385444,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.2764022956101304,0.23988330553616077,-2.060853813721039,0.18943554474543364,-0.3951156043154795,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.187334327287312,0.05699145622700017,-1.26109068540493,0.07596390306847982,-0.7060501175485573,15.0,16.0
AL,0,0.0,0.517003653923038,-1.1196490463359468,0.07216057183120846,-1.344509659062937,0.030694797198282824,-0.591340942454379,16.0,17.0
AL,0,0.0,0.23826149576531955,-0.6847536024049633,0.42584963323986647,-1.442152752053782,-0.2679569819159019,-0.5601625386760741,17.0,18.0
AL,0,0.0,0.20286979630316454,-0.6220466607982866,0.44215123738683243,-1.4404855958184248,-0.2806472283517732,-0.6304555868621936,18.0,19.0
AL,0,0.0,0.19885140416760586,-0.6135882461272697,0.4255474392839839,-1.4931757765471507,-0.2866586549752422,-0.5731354562049493,19.0,20.0
AL,0,0.0,0.11321189343385911,-0.6504771729506306,-0.22116399002795664,-1.7425494086122253,-0.20106602483080133,-0.8835471943526022,20.0,21.0
AL,0,0.0,0.22889993380664087,-0.5180137911192778,0.9160761148191243,-1.3184814340941977,-0.3536631987661459,-0.37659901580983157,21.0,22.0
AL,0,0.0,0.16654140635273385,-0.4784326514115255,0.7037932941845391,-1.448566512836624,-0.3584884948823616,-0.4640415013349498,22.0,23.0
AL,0,0.0,0.2054815820609324,-0.42178067304079475,0.9888116501128532,-1.380581772395745,-0.39737142311626744,-0.25894474442444604,23.0,24.0
AL,0,0.0,0.2610535093780909,-0.265348682401156,1.673062153284283,-1.1834122440872616,-0.5034764067073669,0.10021212932177719,24.0,25.0
AL,0,0.0,0.20569300984447342,-0.19088582189882602,1.4163048193631178,-1.3878599957167181,-0.46368181925511215,-0.06607818073336127,25.0,26.0
AL,0,0.0,0.10945317388952269,-0.24631916615030852,0.5972727905805194,-1.6964638458667691,-0.3495460289326295,-0.46087766476590536,26.0,27.0
AL,0,0.0,0.20764963791425312,-0.17725954059892257,1.2774584779732205,-1.4612000063265014,-0.4299589006958427,-0.06188771513218787,27.0,28.0
AL,0,0.0,0.11523133601730688,-0.23251065927863424,0.5412825217734675,-1.796774458786001,-0.3599387757325451,-0.2949530116028375,28.0,29.0
AL,0,0.0,0.21079451383431233,-0.179671083640212,1.5059201375551776,-1.5168045844334792,-0.5347490166982679,0.34583603344519726,29.0,30.0
AL,0,0.0,0.26490422795167273,-0.18492109398345266,1.6328735527278568,-1.4200240264374877,-0.5058641081000932,0.3756714419173035,30.0,31.0
AL,0,0.0,0.21437148202290154,-0.17724596268048828,1.3121268010153349,-1.6239282979030718,-0.4980170993063756,0.3541126580779543,31.0,32.0
AL,0,0.0,0.3280368478478652,0.6308639754543559,1.3213996526335783,-1.1353358834422338,1.0180784899791657,0.907604476319619,32.0,33.0
AL,0,0.0,0.2852756283050428,0.6805765155671292,1.3269390060131907,-1.1847354177920526,0.9817159434739835,0.9162779046254942,33.0,34.0
AL,0,0.0,0.2360311627216896,0.6334918850705347,0.8996670912403265,-1.334413875452524,1.0448881981545597,0.6870370270696124,34.0,35.0
AL,0,0.0,0.11037146774984928,0.6020831399095868,0.17284239024341644,-1.662767203531502,1.1028612262024549,0.3584342831188873,35.0,36.0
AL,0,0.0,0.0825462257424093,0.6321887614152297,0.2029475709889624,-1.6635765643314613,1.0865624260869646,0.31686640294629786,36.0,37.0
AL,0,0.0,0.00575426848519931,0.7026814158481569,-0.028909686221302862,-1.7924651345161668,1.0823486820024606,0.18342926838846746,37.0,38.0
AL,0,0.0,-0.014759813678432836,0.754094842997611,-0.011234264072865903,-1.778573153015946,1.0801615204333481,0.1155578498678121,38.0,39.0
AL,0,0.0,-0.05737492577336547,0.8162703675109196,0.001054814331753127,-1.831416859517411,1.0394989914907582,0.1412131258951192,39.0,40.0
AL,0,0.0,-0.022613357319160393,0.7529663427637572,-0.03744825861527975,-1.9335714562488309,1.0209541861301747,0.3958480275661038,40.0,41.0
AR,0,0.0,0.9289747312193423,-1.7735906481419454,0.28382721622048285,-0.9741690166711658,-0.5171184305220478,-0.20655078664509724,0.0,1.0
AR,0,0.0,0.9527479463783174,-1.7952864105668886,0.2931114067485107,-0.8883668377371285,-0.4744842223854291,-0.3210495817172433,1.0,2.0
AR,0,0.0,0.9656662941266214,-1.8069507707258965,0.2987031341209075,-0.8423704596205602,-0.4515952076542492,-0.3830780719943302,2.0,3.0
AR,0,0.0,0.9878046207767986,-1.843835524790264,0.24690088374825012,-0.8368367488791614,-0.40759710380515535,-0.44196350535754514,3.0,4.0
AR,0,0.0,0.9441356851361324,-1.7377097657324598,0.24555627242258224,-0.9725472671093777,-0.4615640560104687,-0.30641317217403186,4.0,5.0
AR,0,0.0,1.0472031345366872,-1.7978086807595595,0.3222261333640979,-1.3724469319294412,-0.3458736288764474,-0.20185149205271585,5.0,6.0
AR,0,0.0,1.0511043390295414,-1.8232434277583824,0.3051209661913032,-1.3413688289066275,-0.3174760158914671,-0.3036437044226987,6.0,7.0
AR,0,0.0,1.022847540128386,-1.7626499201585615,0.30454024546904424,-1.426450858137125,-0.3551443105614284,-0.20986797745278268,7.0,8.0
AR,0,0.0,1.043519816383977,-1.7489914586829394,0.28529300626869414,-1.4259834153558697,-0.3232303009911621,-0.2306691905934016,8.0,9.0
AR,0,0.0,0.986419266611079,-1.6301357896232371,0.32888868940537397,-1.5301677127964042,-0.39768225578438293,-0.11055057964869115,9.0,10.0
AR,0,0.0,0.9955634268143128,-1.6328997612297014,0.2984303254926951,-1.5619630461519731,-0.3876538968075211,-0.07966296164980317,10.0,11.0
AR,0,0.0,0.9714016582664299,-1.5734119953180994,0.3026606501393922,-1.630326513351779,-0.41638790148052013,-0.006996507374582657,11.0,12.0
AR,0,0.0,0.9049336040783373,-1.4493699393012627,0.3629177526836108,-1.62369888157917,-0.4539085515895526,-0.11185277317717474,12.0,13.0
AR,0,0.0,0.8504905193751012,-1.3677903147943395,0.3632126038649248,-1.7021950401964705,-0.5045473308210627,-0.06367742483248967,13.0,14.0
AR,0,0.0,0.802827821934563,-1.2674682166442186,0.42296921708396307,-1.720441416377104,-0.5437365144523373,-0.07840469163093512,14.0,15.0
AR,0,0.0,0.7574869547676023,-1.2095121695274054,0.40639542571674103,-1.498333510790588,-0.5348748003248784,-0.3539426300339538,15.0,16.0
AR,0,0.0,0.7362607459651443,-1.1467765326853059,0.4244317740202577,-1.5489559599670015,-0.5624435084314174,-0.2857478108040143,16.0,17.0
AR,0,0.0,0.48404578439177254,-0.761843889174302,0.7298586938920439,-1.6651503421359688,-0.8415585439412131,-0.21073245526960316,17.0,18.0
AR,0,0.0,0.501822819655348,-0.7833927299429653,0.7059617684051063,-1.6480735870675995,-0.8109644372017824,-0.24720123532648752,18.0,19.0
AR,0,0.0,0.5034508003905734,-0.7525869098807261,0.7023783355616703,-1.6745446874976153,-0.8065480502048431,-0.2224981996456752,19.0,20.0
AR,0,0.0,0.3088331317620551,-0.8087754075967777,-0.6095965181629385,-2.1609807896422475,-0.6556189724242021,-0.8812802307040596,20.0,21.0
AR,0,0.0,0.4687775091497891,-0.6847823706280958,0.6511685188336639,-1.7059194437623724,-0.8185149197705904,-0.218333611466312,21.0,22.0
AR,0,0.0,0.4050381875913728,-0.645370243150307,0.37092751952067743,-1.925345954917349,-0.8358341712731885,-0.19511173238631957,22.0,23.0
AR,0,0.0,0.45001303613451066,-0.5458151184531098,0.8790620021513164,-1.7548713778917306,-0.906635422797283,0.04042406341922,23.0,24.0
AR,0,0.0,0.5352763263218777,-0.39181453478593964,1.7603335610338715,-1.439912443776719,-1.0228908246944464,0.4342799300531563,24.0,25.0
AR,0,0.0,0.464735299177417,-0.3607801940812389,1.42635545966842,-1.381033803697646,-1.0202709474628762,0.2625786557167528,25.0,26.0
AR,0,0.0,0.29470818647290825,-0.4425006490730585,0.002556335554553742,-1.9484150706177727,-0.8423794010758042,-0.36012758594638555,26.0,27.0
AR,0,0.0,0.3973743226817971,-0.30242078062576644,0.8441846166874348,-1.6470571164034506,-0.9573708375344249,0.10138471871585303,27.0,28.0
AR,0,0.0,0.36128745874957396,-0.3177791816053273,0.24915922319825118,-1.8193593845989622,-0.8445532216354747,-0.19729668167451223,28.0,29.0
AR,0,0.0,0.43040218351270476,-0.23199696015621668,1.1967619918390404,-1.4681455186945647,-0.9998227595815447,0.22144171443697447,29.0,30.0
AR,0,0.0,0.47650252684430067,-0.1980747551716404,1.3813056161741448,-1.3794482861987973,-0.998208506037093,0.3164504083491449,30.0,31.0
AR,0,0.0,0.4545106566468053,-0.21416298841965664,0.9653820192060536,-1.5522335816066413,-0.9304062980905313,0.19612164404219043,31.0,32.0
AR,0,0.0,0.4536318886163315,-0.2265326428560669,0.9691281300959772,-1.58355761350935,-0.9412062520728189,0.25067700378143043,32.0,33.0
AR,0,0.0,0.4821913489126116,-0.18046830415155068,1.3122998201313314,-1.4305472331128792,-0.9708417992342315,0.3168550213701142,33.0,34.0
AR,0,0.0,0.6324500551597964,0.5718775385909108,1.3195850374626235,-0.934178445086194,0.568812642629385,0.9137853666559645,34.0,35.0
AR,0,0.0,0.5112983045481869,0.5121741774250477,0.7390494972611918,-1.2852659599773417,0.5679710079869473,0.7893217707827601,35.0,36.0
AR,0,0.0,0.35323713606499,0.4644231977573228,-0.07117288635307735,-1.5925091297866811,0.646991803510739,0.2703798349321058,36.0,37.0
AR,0,0.0,0.23778706806547562,0.45420203914726043,-0.710732116733505,-1.7971607959990736,0.7307782287231394,-0.19664831760076565,37.0,38.0
AR,0,0.0,0.22566972140008487,0.4898122174719167,-0.6975044288862495,-1.7762409978960199,0.7374674401878754,-0.27013254278408233,38.0,39.0
AR,0,0.0,0.18456379416734411,0.5423825178088257,-0.7012885933707957,-1.852675583587287,0.6939111026047713,-0.21227449762951833,39.0,40.0
AR,0,0.0,0.18769602701991916,0.5533120088211955,-0.7237865010646863,-2.0117353931145403,0.6408331505491279,0.08848103812184392,40.0,41.0
AZ,0,0.0,1.0517173715504213,-0.85154820155469,0.2345756177762359,2.2493328191758986,1.2115696254860306,-0.25853839389320626,0.0,1.0
AZ,0,0.0,1.0830564853711446,-0.8825684758723383,0.23279544492090068,2.3772245159446665,1.2728079213926633,-0.41386625382979886,1.0,2.0
AZ,0,0.0,1.0899161363076444,-0.891156120341879,0.22251583838031433,2.4158001306200707,1.2900065455144563,-0.4510175188354701,2.0,3.0
AZ,0,0.0,1.0342453342901545,-0.8187696108369221,0.1576160634360221,2.1792198337896496,1.2009835064528271,-0.1545120888123984,3.0,4.0
AZ,0,0.0,0.9706333217092478,-0.6570397862947277,0.20722195834752058,2.098769714931391,1.1365674595278623,-0.07862645568215784,4.0,5.0
AZ,0,0.0,0.9680468588643162,-0.6174940520773232,0.2137641155494225,2.029213920977232,1.1440942811739505,-0.05184885900529082,5.0,6.0
AZ,0,0.0,0.8884084781989274,-0.5033677674141489,0.18994010713972895,1.8044620457909328,1.0272910816697212,0.24778453397870695,6.0,7.0
AZ,0,0.0,0.9044167501941334,-0.5060937522210337,0.14888636978685044,1.809139616350963,1.0522548265927951,0.2603309123944584,7.0,8.0
AZ,0,0.0,0.8933330699984419,-0.4409057037774174,0.12095668448377221,1.708488446309742,1.0228351430578317,0.4281801707556703,8.0,9.0
AZ,0,0.0,0.9189265547498722,-0.41432755646374586,0.21244330061875913,1.9602831105647434,1.1037799167470876,0.0880025667251427,9.0,10.0
AZ,0,0.0,0.798209963539186,-0.2499795551411745,0.26547580256460757,1.7309769217859243,0.9343136544834663,0.38433411587441557,10.0,11.0
AZ,0,0.0,0.6757908753292593,-0.03887547302057506,0.4086609451088675,1.7422933212769247,0.8182102438512654,0.3244996052536155,11.0,12.0
AZ,0,0.0,0.7626741080893584,-0.1450654030255672,0.2447327171265613,1.777328722821332,0.9506566422424235,0.22843189813055406,12.0,13.0
AZ,0,0.0,0.7506331952427282,-0.15520664541027349,0.21627104599077795,1.8629075922166465,0.9966078325571103,0.010038224879542298,13.0,14.0
AZ,0,0.0,0.6945961415146141,-0.05912284881764432,0.21834231602641305,1.7754611119200507,0.9489862183077595,0.0803923064103519,14.0,15.0
AZ,0,0.0,0.6081261621310636,0.09642475684999859,0.28048210105444826,1.5598558087904728,0.857942871354432,0.227006283082265,15.0,16.0
AZ,0,0.0,0.5154254301210723,0.23441918222634436,0.34656743674872964,1.5466587219715422,0.7887202377160469,0.15650894767061888,16.0,17.0
AZ,0,0.0,0.2715434297081233,0.5957914730571525,0.6084971465220972,1.4502803735417522,0.5422696393674563,0.1685469597561484,17.0,18.0
AZ,0,0.0,0.20810898242055684,0.7060946247030794,0.648741884431781,1.4439109467459004,0.5073597065933291,0.09064243418628139,18.0,19.0
AZ,0,0.0,0.18914548765287964,0.7332826611986221,0.6337892520348442,1.4292741837832859,0.5106757498519043,0.057792415801190385,19.0,20.0
AZ,0,0.0,-0.051086362382532696,0.6185184523965513,-1.0880635283078344,0.7724257058126349,0.7144973797179562,-0.7433512502401889,20.0,21.0
AZ,0,0.0,0.10094609581068265,0.7123678142716354,0.08865022235566684,1.2168551243721737,0.5677525304957833,-0.1269057265238281,21.0,22.0
AZ,0,0.0,0.043099615838003424,0.7154940424421665,-0.2726506001780971,1.0099110129842594,0.5794838000065928,-0.15851900099245927,22.0,23.0
AZ,0,0.0,0.10119411832280213,0.8046891843207341,0.32939837907889363,1.2483503268551577,0.5101354660120082,0.08191538274309336,23.0,24.0
AZ,0,0.0,0.19488197976951815,0.8783721096593485,1.0157366829911285,1.5222105517853615,0.4407578102958554,0.419958772473538,24.0,25.0
AZ,0,0.0,0.1429655460692046,0.9483646757465063,0.8257134215140455,1.401505872460342,0.46420137304896825,0.3038584417947855,25.0,26.0
AZ,0,0.2,-0.022601082131992262,0.861252179493813,-0.5896990619870771,0.8704581318278451,0.6568081230290612,-0.3495881169114174,26.0,27.0
AZ,0,0.2,0.08902292531079019,0.950443644795335,0.20007132742476574,1.09989474586163,0.5398537250748555,0.22642999385813237,27.0,28.0
AZ,0,0.2,0.02864333367727501,0.8714763654891171,-0.5148528210442966,0.7926926577795137,0.6216509934635652,0.055431327626858075,28.0,29.0
AZ,0,0.4,0.23755109591347706,0.8448370540080307,0.7353486121607965,1.289750611444628,0.49035822411900587,0.7159601233772549,29.0,30.0
AZ,0,0.4,0.2530216949078933,0.8353534291923413,0.6670728724366943,1.3185677658480086,0.535882739902723,0.6263100189111014,30.0,31.0
AZ,0,0.4,0.18861604742663665,0.8604324481444554,0.25232312817721564,1.1395839425030976,0.5759290928008932,0.4510246554401009,31.0,32.0
AZ,0,0.4,0.07433463996577534,0.880730868024569,-0.21862984235517505,0.9459915922507718,0.6050787797945965,0.14675594098736308,32.0,33.0
AZ,0,0.4,0.10356724139029115,0.9873482661670913,0.49724258756001055,1.2794248501749328,0.5138033525039676,0.25520920908934236,33.0,34.0
AZ,0,0.4,0.030088794456115106,0.956267782949227,-0.029941765003193375,1.041763368978211,0.563091235588376,0.07258446649879463,34.0,35.0
AZ,0,0.4,-0.06389859174289479,0.9672108768672535,-0.3427983715294276,0.8701107487550735,0.5583271331061522,-0.07836064278579248,35.0,36.0
AZ,0,0.4,-0.15156079180898513,0.993527694322328,-0.6305998573247981,0.713391155194362,0.5566664998080624,-0.22341175215020012,36.0,37.0
AZ,0,0.4,-0.17067030021237936,1.089341714773893,-0.4786403449256819,0.7660678554560546,0.5265226931410758,-0.2197746871213488,37.0,38.0
AZ,0,0.4,-0.19517930248059998,1.1460150623119891,-0.46658280622065196,0.7602957065455466,0.5143879555026052,-0.23565114169178522,38.0,39.0
AZ,0,0.4,-0.24863906330403865,1.2093406616374673,-0.4665302316474645,0.7135012854623829,0.47839611357072165,-0.24828420945546228,39.0,40.0
AZ,0,0.4,-0.24477422854570094,1.2411607135589622,-0.4820881338662232,0.49137241835192297,0.4030022594696289,0.17749571190786334,40.0,41.0
CA,0,0.0,-0.12401923946222716,-0.8397206775260136,-0.6057915133344229,2.9643689580828303,0.06356535376190137,-0.5472488477377363,0.0,1.0
CA,0,0.0,-0.1193556713035681,-0.8501410311610779,-0.6159658771031384,3.0007726928919443,0.08716010265570899,-0.57598235818504,1.0,2.0
CA,0,0.0,-0.14730893773491172,-0.8303623776865031,-0.6388963532243507,2.918738499063934,0.051105146051659466,-0.4473615509873036,2.0,3.0
CA,0,0.0,-0.17014209302838307,-0.8083747503740447,-0.6701999542239724,2.8511140243178352,0.03716462944941426,-0.3807107107313651,3.0,4.0
CA,0,0.0,-0.20325699257568425,-0.6887980186158196,-0.6417530084245231,2.795286139422275,0.013166037885643368,-0.32445681108106245,4.0,5.0
CA,0,0.0,-0.20248576893340597,-0.6508510600053473,-0.6111560861188607,2.618224906863858,0.02730541339900016,-0.240252541469529,5.0,6.0
CA,0,0.0,-0.24741636704993553,-0.6120664690494108,-0.6193758519674388,2.552630339116385,-0.006484182308059045,-0.18412107297236782,6.0,7.0
CA,0,0.0,-0.2701246676338126,-0.5402073077960884,-0.6021556496026136,2.5353490886395966,-0.013641850275377591,-0.16210085147993755,7.0,8.0
CA,0,0.0,-0.30124292886792714,-0.46327608028730993,-0.5788936263904184,2.5138471871786976,-0.029049460621703653,-0.14118451649297417,8.0,9.0
CA,0,0.0,-0.3255430534735773,-0.41100108794784324,-0.595847189838405,2.4384533888271527,-0.05001802818927136,-0.029454609730247373,9.0,10.0
CA,0,0.0,-0.3324038594937734,-0.37267322276066045,-0.5956951851675488,2.4301380645111914,-0.04388311550751396,-0.009046031738437281,10.0,11.0
CA,0,0.0,-0.37697826230406883,-0.3330552055696111,-0.5779909823315855,2.433554491883455,-0.06530419346568771,-0.049372704257553135,11.0,12.0
CA,0,0.0,-0.37426733994614364,-0.338062118160583,-0.592847411908996,2.434982738015615,-0.05503607863274439,-0.03349331632028399,12.0,13.0
CA,0,0.0,-0.3626499225658452,-0.335036011642056,-0.6134629778175978,2.4073937390096916,-0.05157528932672116,0.04099528900961276,13.0,14.0
CA,0,0.0,-0.35004109984597215,-0.30969989985311686,-0.6012933670963023,2.458696392969788,-0.02273613666689579,-0.02865665102603904,14.0,15.0
CA,0,0.0,-0.4010760215572231,-0.2288245744636841,-0.6142052879259688,2.5019641636453236,-0.0732056057433003,-0.009175895559612342,15.0,16.0
CA,0,0.0,-0.42918932861150805,-0.14089139191907737,-0.5744345589076197,2.518067107440311,-0.08484968156904617,-0.055658135635759526,16.0,17.0
CA,0,0.0,-0.628951387486555,0.17682301996204466,-0.3415493599042136,2.4421359840218684,-0.2806489686703053,-0.04785283131250121,17.0,18.0
CA,0,0.0,-0.7226585796814482,0.3037780714564674,-0.31094537176224873,2.3543021586307162,-0.3460329316532936,-0.052696185362466695,18.0,19.0
CA,0,0.0,-0.7633429109103904,0.37239286818213796,-0.2990140049347277,2.322610478942049,-0.36164785049294906,-0.07227156737658377,19.0,20.0
CA,0,0.0,-0.9108946629576813,0.3901949307761262,-1.1731870152007788,1.9485572387286527,-0.26321649497674177,-0.4803740879109199,20.0,21.0
CA,0,0.0,-0.7939134406986618,0.4889712008523699,0.008728079969446438,2.408674458539922,-0.4133396346638869,0.03144526867824432,21.0,22.0
CA,0,0.0,-0.8075545952345226,0.4325678585742711,-0.3414343634138424,2.2519279613159418,-0.3561854739666849,-0.020932677528344747,22.0,23.0
CA,0,0.0,-0.7885685851596352,0.5149967640030981,-0.016361806601283117,2.3311788796940895,-0.41319005527687563,0.1851696197206404,23.0,24.0
CA,0,0.0,-0.6992373498963711,0.6145207562382369,0.7877831018568856,2.6325755774953277,-0.5039955270514423,0.5456659690027996,24.0,25.0
