id,event,w4_electric_decoupling_21_slp,start,stop
LA,0,0.5075918586532048,31.0,32.0
LA,0,0.6147093794195142,32.0,33.0
LA,1,0.6147093794195142,33.0,34.0
MA,0,0.0,0.0,12.0
MA,0,0.0045088859095971,12.0,13.0
MA,0,0.0216918053656543,13.0,14.0
MA,0,0.0216918053656543,14.0,20.0
MA,0,0.05734266911763,20.0,21.0
MA,0,0.0814406500743287,21.0,22.0
MA,0,0.0981973325698842,22.0,23.0
MA,1,0.1200769974430738,23.0,29.0
MD,0,0.0,0.0,12.0
MD,0,0.0341683658917751,12.0,13.0
MD,0,0.0859113470887667,13.0,14.0
MD,0,0.0859113470887667,14.0,20.0
MD,0,0.1023867569147839,20.0,21.0
MD,0,0.1032483512822678,21.0,22.0
MD,0,0.1790921752435546,22.0,23.0
MD,0,0.1790921752435546,23.0,27.0
MD,1,0.1825277465551697,27.0,28.0
ME,1,0.0,0.0,12.0
MI,0,0.0,0.0,12.0
MI,0,0.0329573747133313,12.0,13.0
MI,0,0.0472795123571258,13.0,14.0
MI,0,0.0472795123571258,14.0,20.0
MI,0,0.0577975940344651,20.0,21.0
MI,0,0.0612677228778035,21.0,22.0
MI,0,0.0710711033764846,22.0,23.0
MI,1,0.0888918885815638,23.0,29.0
MN,0,0.0,0.0,12.0
MN,0,0.0199046584986792,12.0,13.0
MN,0,0.0391904894692916,13.0,14.0
MN,1,0.0391904894692916,14.0,20.0
MO,0,0.0,0.0,12.0
MO,0,0.021418990833287,12.0,13.0
MO,0,0.0949587126938438,13.0,14.0
MO,0,0.0949587126938438,14.0,20.0
MO,0,0.1001914362439223,20.0,21.0
MO,0,0.1723791918818176,21.0,22.0
MO,0,0.1916888467989318,22.0,23.0
MO,0,0.2424934172147166,23.0,29.0
MO,1,0.3946531628862993,29.0,30.0
MS,0,0.0,0.0,12.0
MS,0,0.0489867937879803,12.0,13.0
MS,0,0.059741839736067,13.0,14.0
MS,0,0.059741839736067,14.0,20.0
MS,0,0.0723911512991923,20.0,21.0
MS,0,0.1066859076751648,21.0,22.0
MS,0,0.1252193788951547,22.0,23.0
MS,0,0.1624723573765502,23.0,29.0
MS,0,0.322696146480492,29.0,30.0
MS,0,0.4241023577578333,30.0,31.0
MS,0,0.5657054300905426,31.0,32.0
MS,0,0.6069631435697393,32.0,33.0
MS,0,0.6430949424342094,33.0,37.0
MS,0,0.6917077055862086,37.0,38.0
MS,0,0.7150440905009401,38.0,39.0
MS,1,0.7150440905009401,39.0,40.0
MT,0,0.0,0.0,12.0
MT,0,0.0392514722850232,12.0,13.0
MT,0,0.0454981839627843,13.0,14.0
MT,0,0.0454981839627843,14.0,20.0
MT,0,0.0589333613710442,20.0,21.0
MT,0,0.0756191682847056,21.0,22.0
MT,0,0.134443872339821,22.0,23.0
MT,0,0.1519327555821823,23.0,29.0
MT,0,0.352474075968437,29.0,30.0
MT,0,0.4930058322736547,30.0,31.0
MT,0,0.6282435268428322,31.0,32.0
MT,0,0.6730033385816158,32.0,33.0
MT,1,0.6730033385816158,33.0,34.0
NC,0,0.0,0.0,12.0
NC,0,0.0654976368178905,12.0,13.0
NC,0,0.0751133932921811,13.0,14.0
NC,0,0.0751133932921811,14.0,20.0
NC,0,0.1101331626940875,20.0,21.0
NC,0,0.1114775705970606,21.0,22.0
NC,0,0.170610615847742,22.0,23.0
NC,0,0.170610615847742,23.0,27.0
NC,1,0.2251228359329466,27.0,28.0
ND,0,0.0,0.0,12.0
ND,0,0.0754347679632829,12.0,13.0
ND,0,0.0806132328389556,13.0,14.0
ND,0,0.0806132328389556,14.0,20.0
ND,0,0.1603709770965186,20.0,21.0
ND,0,0.1782785862023758,21.0,22.0
ND,0,0.2119473913614409,22.0,23.0
ND,0,0.2583491728542815,23.0,29.0
ND,0,0.4127477421005209,29.0,30.0
ND,0,0.5302754210423704,30.0,31.0
ND,0,0.6986523057733268,31.0,32.0
ND,0,0.7233454627156766,32.0,33.0
ND,0,0.7953397426125993,33.0,37.0
ND,0,0.8058895254048128,37.0,38.0
ND,0,0.8243348429283835,38.0,39.0
ND,0,0.8243348429283835,39.0,40.0
ND,0,0.8505021514021208,40.0,41.0
NE,0,0.0,0.0,12.0
NE,0,0.0490113902363148,12.0,13.0
NE,0,0.0894823207911858,13.0,14.0
NE,0,0.0894823207911858,14.0,20.0
NE,0,0.1060234083052305,20.0,21.0
NE,0,0.1271790731176214,21.0,22.0
NE,0,0.1751239368321151,22.0,23.0
NE,0,0.1907841268161087,23.0,29.0
NE,0,0.358846587644019,29.0,30.0
NE,0,0.4816760848281847,30.0,31.0
NE,0,0.5528289019723434,31.0,32.0
NE,0,0.5971781608917902,32.0,33.0
NE,0,0.7525591220127403,33.0,37.0
NE,0,0.7782735404914536,37.0,38.0
NE,0,0.8359212584564955,38.0,39.0
NE,0,0.8359212584564955,39.0,40.0
NE,0,0.8531266978321361,40.0,41.0
NH,0,0.0,0.0,12.0
NH,0,0.0152822046814138,12.0,13.0
NH,0,0.0200414659374201,13.0,14.0
NH,0,0.0200414659374201,14.0,20.0
NH,1,0.0489258604254429,20.0,21.0
NJ,0,0.0,0.0,12.0
NJ,0,0.0759559080209971,12.0,13.0
NJ,0,0.080714861635531,13.0,14.0
NJ,0,0.080714861635531,14.0,20.0
NJ,0,0.1073865677281495,20.0,21.0
NJ,0,0.1155940951591049,21.0,22.0
NJ,0,0.1267002162459375,22.0,23.0
NJ,0,0.1431303308277781,23.0,29.0
NJ,0,0.264078095708935,29.0,30.0
NJ,0,0.3608374175900322,30.0,31.0
NJ,0,0.5018650588399455,31.0,32.0
NJ,0,0.5681601354063307,32.0,33.0
NJ,0,0.5681601354063307,33.0,35.0
NJ,1,0.6235117629451413,35.0,36.0
NM,0,0.0,0.0,12.0
NM,0,0.0335219497528459,12.0,13.0
NM,0,0.0469891066404694,13.0,14.0
NM,0,0.0469891066404694,14.0,20.0
NM,0,0.0587142549103478,20.0,21.0
NM,0,0.0711404841894166,21.0,22.0
NM,0,0.1114641296231229,22.0,23.0
NM,0,0.1145868470515311,23.0,29.0
NM,0,0.3579063529981142,29.0,30.0
NM,0,0.4606646956752498,30.0,31.0
NM,0,0.5274009782131194,31.0,32.0
NM,0,0.7532719487036491,32.0,33.0
NM,1,0.7532719487036491,33.0,34.0
NV,0,0.0,0.0,12.0
NV,0,0.0413151549352496,12.0,13.0
NV,0,0.088782269328454,13.0,14.0
NV,0,0.088782269328454,14.0,20.0
NV,0,0.1081313559223144,20.0,21.0
NV,0,0.1295553077025417,21.0,22.0
NV,0,0.1896062213683019,22.0,23.0
NV,0,0.194680025266028,23.0,29.0
NV,1,0.3679888114939662,29.0,30.0
NY,0,0.0,0.0,12.0
NY,0,0.0445451397479904,12.0,13.0
NY,0,0.0493903551723233,13.0,14.0
NY,0,0.0493903551723233,14.0,20.0
NY,0,0.1035372311003122,20.0,21.0
NY,0,0.1677554196620501,21.0,22.0
NY,0,0.1766499136168374,22.0,23.0
NY,0,0.1766499136168374,23.0,27.0
NY,1,0.184959285022006,27.0,28.0
OH,0,0.0,0.0,12.0
OH,0,0.0086506778077943,12.0,13.0
OH,0,0.0665371053749476,13.0,14.0
OH,0,0.0665371053749476,14.0,20.0
OH,0,0.0707181522488743,20.0,21.0
OH,0,0.0900409707894814,21.0,22.0
OH,0,0.1376318519934436,22.0,23.0
OH,1,0.2056713746412433,23.0,29.0
OK,0,0.0,0.0,12.0
OK,0,0.0147372926141216,12.0,13.0
OK,0,0.0282567203259617,13.0,14.0
OK,0,0.0282567203259617,14.0,20.0
OK,0,0.062417166168094,20.0,21.0
OK,0,0.10885210776621,21.0,22.0
OK,0,0.163785962404083,22.0,23.0
OK,1,0.2010838754395347,23.0,29.0
OR,0,0.0,0.0,12.0
OR,0,0.0352247659682876,12.0,13.0
OR,0,0.0479090012385213,13.0,14.0
OR,0,0.0479090012385213,14.0,20.0
OR,0,0.0559080973063535,20.0,21.0
OR,0,0.0981664087574512,21.0,22.0
OR,0,0.1574116926887955,22.0,23.0
OR,0,0.2086490411317004,23.0,29.0
OR,1,0.3075899812785458,29.0,30.0
PA,0,0.0,0.0,12.0
PA,0,0.0719541744571037,12.0,13.0
PA,0,0.0719613924258634,13.0,14.0
PA,0,0.0719613924258634,14.0,20.0
PA,0,0.0881190299889855,20.0,21.0
PA,0,0.1023074461283938,21.0,22.0
PA,0,0.1110706734903697,22.0,23.0
PA,0,0.1930954791224068,23.0,29.0
PA,0,0.2917691168738722,29.0,30.0
PA,0,0.431969562265392,30.0,31.0
PA,0,0.5799255844939255,31.0,32.0
PA,0,0.6368069914822585,32.0,33.0
PA,0,0.6800508342571873,33.0,37.0
PA,0,0.6902572583401594,37.0,38.0
PA,1,0.7726838786289729,38.0,39.0
RI,0,0.0,0.0,12.0
RI,0,0.0300382124140596,12.0,13.0
RI,0,0.0581163317729048,13.0,14.0
RI,0,0.0581163317729048,14.0,20.0
RI,0,0.0701150596969756,20.0,21.0
RI,0,0.0766109497860621,21.0,22.0
RI,0,0.0992900641409001,22.0,23.0
RI,1,0.0992900641409001,23.0,26.0
SC,0,0.0,0.0,12.0
SC,0,0.028336140562805,12.0,13.0
SC,0,0.0359106181988388,13.0,14.0
SC,0,0.0359106181988388,14.0,20.0
SC,0,0.0391149311093746,20.0,21.0
SC,0,0.0548882162923704,21.0,22.0
SC,0,0.0932080113783961,22.0,23.0
SC,1,0.122376133596274,23.0,29.0
SD,0,0.0,0.0,12.0
SD,0,0.0195226011118871,12.0,13.0
SD,0,0.0285441122806224,13.0,14.0
SD,0,0.0285441122806224,14.0,20.0
SD,0,0.0361392105913293,20.0,21.0
SD,0,0.0388030031042863,21.0,22.0
SD,0,0.0518902510816063,22.0,23.0
SD,1,0.0568651214463861,23.0,29.0
TN,0,0.0,0.0,12.0
TN,0,0.0207434197088898,12.0,13.0
TN,0,0.0241106670402574,13.0,14.0
TN,0,0.0241106670402574,14.0,20.0
TN,0,0.0565105934737899,20.0,21.0
TN,0,0.0651977478909854,21.0,22.0
TN,0,0.1260062090899972,22.0,23.0
TN,0,0.1488650491413135,23.0,29.0
TN,0,0.2936384489630629,29.0,30.0
TN,0,0.4466967545822038,30.0,31.0
TN,0,0.5349712828553259,31.0,32.0
TN,0,0.594523304264273,32.0,33.0
TN,0,0.7538491519823202,33.0,37.0
TN,0,0.787295517364393,37.0,38.0
TN,0,0.8070937220750737,38.0,39.0
TN,0,0.8070937220750737,39.0,40.0
TN,0,0.8558361172823962,40.0,41.0
TX,0,0.0,0.0,12.0
TX,0,0.0394483358380402,12.0,13.0
TX,0,0.0573413822250078,13.0,14.0
TX,0,0.0573413822250078,14.0,20.0
TX,0,0.0626824263941284,20.0,21.0
TX,0,0.0680116578847285,21.0,22.0
TX,0,0.1134810112031854,22.0,23.0
TX,0,0.1134810112031854,23.0,27.0
TX,1,0.1831169390437073,27.0,28.0
UT,0,0.0,0.0,12.0
UT,0,0.005462164340419,12.0,13.0
UT,0,0.0154414727215328,13.0,14.0
UT,0,0.0154414727215328,14.0,20.0
UT,0,0.01823944094216,20.0,21.0
UT,0,0.0369430353308091,21.0,22.0
UT,0,0.0686010724259916,22.0,23.0
UT,0,0.079998544856972,23.0,29.0
UT,0,0.2399213205094078,29.0,30.0
UT,0,0.3570524191250989,30.0,31.0
UT,0,0.4149168524056693,31.0,32.0
UT,0,0.5043292693380707,32.0,33.0
UT,1,0.6069507355331164,33.0,37.0
VA,0,0.0,0.0,12.0
VA,0,0.0553598160243949,12.0,13.0
VA,0,0.056358916864038,13.0,14.0
VA,0,0.056358916864038,14.0,20.0
VA,0,0.082898914404076,20.0,21.0
VA,0,0.118882274377097,21.0,22.0
VA,0,0.1465402460978161,22.0,23.0
VA,0,0.2253587246099657,23.0,29.0
VA,0,0.2876096447585808,29.0,30.0
VA,0,0.5452393255740124,30.0,31.0
VA,0,0.6770457834508763,31.0,32.0
VA,0,0.709517716546696,32.0,33.0
VA,0,0.7552789845228132,33.0,37.0
VA,0,0.7570918505140866,37.0,38.0
VA,0,0.7993625325306181,38.0,39.0
VA,0,0.7993625325306181,39.0,40.0
VA,0,0.8031433236451054,40.0,41.0
VT,0,0.0,0.0,12.0
VT,0,0.0865409443716823,12.0,13.0
VT,0,0.0912848479565057,13.0,14.0
VT,0,0.0912848479565057,14.0,20.0
VT,1,0.1036379479953703,20.0,21.0
WA,0,0.0,0.0,12.0
WA,0,0.0079671710140678,12.0,13.0
WA,0,0.0147930356247597,13.0,14.0
WA,0,0.0147930356247597,14.0,20.0
WA,0,0.0323434907674533,20.0,21.0
WA,0,0.0489740293347161,21.0,22.0
WA,0,0.1139633924358219,22.0,23.0
WA,0,0.1139633924358219,23.0,27.0
WA,1,0.1597290444278225,27.0,28.0
WI,0,0.0,0.0,12.0
WI,0,0.014765135078087,12.0,13.0
WI,0,0.0259578149304914,13.0,14.0
WI,0,0.0259578149304914,14.0,20.0
WI,0,0.0398533448036699,20.0,21.0
WI,0,0.0481766399234538,21.0,22.0
WI,0,0.0732081836849668,22.0,23.0
WI,0,0.1086077610926177,23.0,29.0
WI,1,0.2100229190271064,29.0,30.0
WV,0,0.0,0.0,12.0
WV,0,0.0283853314782663,12.0,13.0
WV,0,0.0476861264313121,13.0,14.0
WV,0,0.0476861264313121,14.0,20.0
WV,0,0.0482696088103959,20.0,21.0
WV,0,0.0752200936228876,21.0,22.0
WV,0,0.0866414335676147,22.0,23.0
WV,0,0.1128755052009056,23.0,29.0
WV,0,0.2289847351693062,29.0,30.0
WV,0,0.3787313906087368,30.0,31.0
WV,0,0.5073267001170632,31.0,32.0
WV,0,0.6044582789124374,32.0,33.0
WV,0,0.6153960124513049,33.0,37.0
WV,0,0.7304969793667065,37.0,38.0
WV,0,0.7490090689236694,38.0,39.0
WV,0,0.7490090689236694,39.0,40.0
WV,0,0.7533509376524196,40.0,41.0
WY,0,0.0,0.0,12.0
WY,0,0.0441503720120589,12.0,13.0
WY,0,0.0639256353466372,13.0,14.0
WY,0,0.0639256353466372,14.0,20.0
WY,0,0.0642389759500984,20.0,21.0
WY,0,0.0713071368361528,21.0,22.0
WY,0,0.0937192893918059,22.0,23.0
WY,0,0.1684243879367177,23.0,29.0
WY,0,0.346064227460551,29.0,30.0
WY,0,0.5497037859282888,30.0,31.0
WY,0,0.6812921517746381,31.0,32.0
WY,0,0.7334369752511,32.0,33.0
WY,0,0.7825810580714453,33.0,37.0
WY,0,0.8647738774534377,37.0,38.0
WY,0,0.8690146552566571,38.0,39.0
WY,0,0.8690146552566571,39.0,40.0
WY,0,0.8784607141526911,40.0,41.0
