id,event,w4_environment_state_rps_21_slp,start,stop
VA,0,0.5754969158113025,32.0,41.0
VT,0,0.0239654197889695,0.0,18.0
VT,0,0.0617329939266018,18.0,19.0
VT,0,0.0973350022650991,19.0,20.0
VT,0,0.1196232543552145,20.0,21.0
VT,0,0.1304066316105592,21.0,22.0
VT,0,0.2044442853676893,22.0,26.0
VT,0,0.2385370899468223,26.0,27.0
VT,0,0.2675795031326976,27.0,28.0
VT,0,0.3263853477376538,28.0,29.0
VT,0,0.4283829994079431,29.0,30.0
VT,0,0.4547803067609692,30.0,31.0
VT,0,0.4825120440272287,31.0,32.0
VT,1,0.4825120440272287,32.0,36.0
WA,0,0.0515158035827245,0.0,18.0
WA,0,0.0611309808864476,18.0,19.0
WA,0,0.1084729565928159,19.0,20.0
WA,0,0.1382268767612009,20.0,21.0
WA,0,0.17465613567812,21.0,22.0
WA,0,0.1956708703309504,22.0,26.0
WA,1,0.3296363141517484,26.0,27.0
WI,0,0.0662737792024068,0.0,18.0
WI,1,0.0976859680150412,18.0,19.0
WV,0,0.1383191992283517,0.0,18.0
WV,0,0.1638301009941699,18.0,19.0
WV,0,0.1751154190936254,19.0,20.0
WV,0,0.1873880435184263,20.0,21.0
WV,0,0.2229415683098799,21.0,22.0
WV,0,0.2466133433902165,22.0,26.0
WV,0,0.3616256532351835,26.0,27.0
WV,0,0.411456819321438,27.0,28.0
WV,0,0.4204277466013858,28.0,29.0
WV,1,0.4972051902016904,29.0,30.0
WY,0,0.1060137883792341,0.0,18.0
WY,0,0.1578672581623413,18.0,19.0
WY,0,0.1692356568529049,19.0,20.0
WY,0,0.1853195358435809,20.0,21.0
WY,0,0.2772816068766609,21.0,22.0
WY,0,0.3163758017033767,22.0,26.0
WY,0,0.4713357329095815,26.0,27.0
WY,0,0.5167244651596408,27.0,28.0
WY,0,0.5310819396414914,28.0,29.0
WY,0,0.598721371716054,29.0,30.0
WY,0,0.6322701375022785,30.0,31.0
WY,0,0.6786641376705431,31.0,32.0
WY,0,0.6947578602442985,32.0,41.0
