id,event,w_environment_solar_taxcred_slp,start,stop
WA,0,0.3064316963695777,4.0,16.0
WA,0,0.321151424888677,16.0,17.0
WA,0,0.3307666021924001,17.0,18.0
WA,0,0.3548676023132028,18.0,21.0
WA,0,0.4113453606629591,21.0,22.0
WA,0,0.4209561901044966,22.0,23.0
WA,0,0.503163003577158,23.0,24.0
WA,0,0.5188786407900261,24.0,25.0
WA,0,0.5409510481438101,25.0,26.0
WA,0,0.5409510481438101,26.0,28.0
WA,0,0.5648668656497716,28.0,29.0
WA,1,0.625906691506635,29.0,30.0
WI,1,0.1596622915531402,0.0,2.0
WV,0,0.149934063263929,0.0,2.0
WV,0,0.2650350301793307,2.0,3.0
WV,0,0.2936429582308963,3.0,4.0
WV,0,0.3239648544234448,4.0,16.0
WV,0,0.3328992861589299,16.0,17.0
WV,0,0.358410187924748,17.0,18.0
WV,0,0.359326625135718,18.0,21.0
WV,0,0.4055276884426448,21.0,22.0
WV,0,0.445940547101333,22.0,23.0
WV,0,0.4609301571569278,23.0,24.0
WV,0,0.4622674027928695,24.0,25.0
WV,0,0.4888354320311583,25.0,26.0
WV,0,0.4888354320311583,26.0,28.0
WV,0,0.5053361464267607,28.0,29.0
WV,0,0.554639063735226,29.0,30.0
WV,0,0.6197974167530688,30.0,31.0
WV,0,0.6287683440330165,31.0,32.0
WV,0,0.6995909710269835,32.0,33.0
WV,0,0.8009395725028228,33.0,41.0
WY,0,0.1962883855866604,0.0,2.0
WY,0,0.2784812049686527,2.0,3.0
WY,0,0.3939751582577322,3.0,4.0
WY,0,0.4028636373756808,4.0,16.0
WY,0,0.4127317199670692,16.0,17.0
WY,0,0.4645851897501765,17.0,18.0
WY,0,0.4842819059448491,18.0,21.0
WY,0,0.5496949954778902,21.0,22.0
WY,0,0.5504056272842696,22.0,23.0
WY,0,0.6005213034618766,23.0,24.0
WY,0,0.6122606964874704,24.0,25.0
WY,0,0.6186289043005229,25.0,26.0
WY,0,0.6186289043005229,26.0,28.0
WY,0,0.6662575664234631,28.0,29.0
WY,0,0.6815914605907761,29.0,30.0
WY,0,0.7032746160567532,30.0,31.0
WY,0,0.7176320905386039,31.0,32.0
WY,0,0.7719326022363739,32.0,33.0
WY,0,0.796269653721426,33.0,41.0
