id,event,w4_environment_state_rps_21_slp,pc01,pc03,pc04,pc09,pc12,pc13,start,stop
AK,0,0.0,3.209901835634116,1.720308244460011,0.7526219617507015,1.7816121897883088,-0.5949995228367511,2.000799205980041,0.0,1.0
AK,0,0.0,3.2234198322812184,1.7058361806876838,0.6431281893837288,1.80966896929411,-0.4814551873604233,1.978694845921243,1.0,2.0
AK,0,0.0,3.1983268765305666,1.7242931280315332,0.7567304924502044,1.772899529480419,-0.6132659824466647,1.9466034632978413,2.0,3.0
AK,0,0.0,3.0934620302798463,1.3149699746093855,0.9753440897103862,1.7544273699663022,-0.6698636335801852,2.881302279395363,3.0,4.0
AK,0,0.0028578617874944,3.0564613999022576,1.3643239736329267,0.9525542964239299,1.716583543085137,-0.5653822019851162,2.6119710364184456,4.0,5.0
AK,0,0.0028578617874944,3.0811636931858013,1.6362679181577742,0.6928393838225257,1.7074653436311553,-0.36862022895822266,1.4558301014842097,5.0,6.0
AK,0,0.0028578617874944,2.900133476632492,0.7203832275881079,1.1923711709402633,1.6936927361493048,-0.6023101877320932,3.2456603814554987,6.0,7.0
AK,0,0.0028578617874944,3.1041499237390764,1.3158110850593576,0.9182431084791348,1.758904946809461,-0.7564219547101687,2.0309492638181146,7.0,8.0
AK,0,0.0028578617874944,2.8917949139330656,1.3377831419433859,1.0585008574347912,1.558943497445397,-0.4369319125638228,1.2828287926485304,8.0,9.0
AK,0,0.0028578617874944,2.944122610258125,1.335444961540355,1.0641960645695008,1.6139283225850862,-0.5642428455558568,1.9389914090209415,9.0,10.0
AK,0,0.0028578617874944,2.8840782875678554,1.5512827536603706,0.956322648493012,1.5327629298092451,-0.26734958404052334,1.2497672745015127,10.0,11.0
AK,0,0.0028578617874944,2.660288755039238,1.1455947135447655,1.274434262426838,1.410283667067605,-0.23523758597856864,1.95955081421133,11.0,12.0
AK,0,0.0028578617874944,2.572006672470087,0.9908283125717254,1.3399601931560294,1.3601557398982382,0.06862559289495723,2.2380403458858864,12.0,13.0
AK,0,0.0274901289674411,2.50687207971037,0.8380847794713281,1.4127399975493111,1.351444406172392,0.015937491004825787,2.9118682743874618,13.0,14.0
AK,0,0.0274901289674411,2.5744852005771515,0.638143009358372,1.5447439953937412,1.4057404851915003,0.14922465319046893,3.6570373662597198,14.0,15.0
AK,0,0.0274901289674411,2.553866043520412,0.8482418841019851,1.4224332671397892,1.3714766004304428,0.25207925927041863,3.2687567191034175,15.0,16.0
AK,0,0.0274901289674411,2.506943606364193,1.1766633116506209,1.212366241945144,1.2958880709192795,0.45322160798824346,2.0750568768875803,16.0,17.0
AK,0,0.0274901289674411,2.060613111006255,1.481084057302971,1.1732995656264333,0.8709402268707218,1.7377978796038198,0.34990538806785965,17.0,18.0
AK,0,0.0339308693862817,2.084013225374931,0.9343655851147826,1.4614982281076234,0.9701900128155371,1.3510221697477907,1.9065254378745147,18.0,19.0
AK,0,0.0774368149785408,2.025512186580755,0.8546225501393006,1.4451355930364378,0.9478025578610635,1.559654475254651,2.1269598399165406,19.0,20.0
AK,0,0.1734371173564594,1.8402335077887153,1.1091543168336186,1.2015026782113092,1.0348127926640263,1.8948638306706247,0.9895291956600779,20.0,21.0
AK,0,0.2352348335995736,2.059363020554772,0.9871683915045348,1.4294465848019748,1.0111185576956756,0.9900091289537563,2.8044705093856686,21.0,22.0
AK,0,0.2352348335995736,1.8303974720546579,1.2489330636208098,1.256102290501997,0.8655688603543025,1.7828181356274633,1.3034695512922125,22.0,23.0
AK,0,0.2352348335995736,1.801091881987316,1.4265709381659837,1.184252673245287,0.7655743789837819,1.4998583745947849,1.3560654217484287,23.0,24.0
AK,0,0.2540446579461086,1.9292921353031651,1.6994568076452508,1.0149616705752698,0.7132945097224758,1.2261798460489686,1.1666612829169059,24.0,25.0
AK,0,0.2540446579461086,1.9549329246513667,2.0732210010434526,0.7813224638189266,0.7321194916997777,1.2783744052118267,0.15437390179502797,25.0,26.0
AK,0,0.3538677327388269,1.9338817752472985,2.247775112035644,0.47657107015647676,0.9600193257198536,1.554877038443506,-0.5003000258354587,26.0,27.0
AK,0,0.3693865148503634,2.1179246171437205,2.4703317707783197,0.45694671183432517,0.9253826174023787,1.0573687203728772,-0.23177519862104853,27.0,28.0
AK,0,0.3895204763211079,2.1607094074343633,2.601507541172613,0.3171343047613882,1.0831871163651987,1.0594118238036507,-0.37647511475580286,28.0,29.0
AK,0,0.4839541949764596,2.067919642120146,2.406806626772907,0.6703713861646475,0.8457828347702184,0.5432105503536906,0.40939006831939656,29.0,30.0
AK,0,0.5135025416037179,2.1381659614180446,2.382609730451576,0.6690897071423838,0.9270874643986289,-0.04543507569700585,1.2025662144643998,30.0,31.0
AK,0,0.5494639485660021,2.070052242075146,2.6421522150093,0.521605900660785,0.8980349038417592,0.0416418583719207,0.38402759981097223,31.0,32.0
AK,0,0.5494639485660021,2.0995218558415516,2.677078790859248,0.572181480793823,0.8601255821078317,-0.40540871369426085,0.7732517764874126,32.0,33.0
AK,0,0.5494639485660021,1.985123207360817,2.5461442686999693,0.6335343407123086,0.8906907006348485,-0.35464471305574513,0.9709103356187122,33.0,34.0
AK,0,0.5494639485660021,1.998359384218556,2.4536704507466336,0.7623487601953123,0.8311664548593093,-0.489806006854346,1.5281107441683586,34.0,35.0
AK,0,0.5494639485660021,1.8476094900961977,1.8984510874601526,1.083295037713082,0.8444191317173567,-0.3890326406660957,3.0564011909784963,35.0,36.0
AK,0,0.5494639485660021,1.6510294999876536,1.4943372061402311,1.1656350326308964,1.0293908823097415,0.15289607591950632,3.6392351375489627,36.0,37.0
AK,0,0.5713128525383516,1.77128186194681,1.6643070926411925,1.1267089928634924,0.9452017798956476,-0.121630798681369,3.6901978046542023,37.0,38.0
AK,0,0.5713128525383516,1.7978652606085437,1.6673579152732145,1.0709372848279046,0.9757953667760755,-0.07701720295667384,3.883566978105404,38.0,39.0
AK,0,0.5713128525383516,1.7708379892089285,1.5853208442278193,1.1656544067171974,0.9781800429568793,-0.3048183699979449,4.424578715038793,39.0,40.0
AK,0,0.5713128525383516,1.723630271935106,1.381626493983951,1.3212960212141946,0.9457036556981118,-0.17706278299928802,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,0.23588855710564602,0.3309107896288258,-1.4444547282117244,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,0.24165117299817865,0.3296921613286044,-1.4524809771328664,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,0.5107527989771857,0.2541318336866407,-1.7442913677390395,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,0.48056811975215913,0.2502480635073124,-1.644910130268131,0.20973045342615465,3.0,4.0
AL,0,0.0112811469136551,0.7728397015326701,-1.7863777487185095,0.38857450591729575,0.24131086983849662,-1.4559730641061022,0.35887372807082507,4.0,5.0
AL,0,0.0112811469136551,0.8917054786311404,-1.7743861467022948,0.011059002224176025,0.3929612825628709,-1.4639794989484436,-0.10355851573914537,5.0,6.0
AL,0,0.0112811469136551,0.8586646269497109,-1.7405332573800893,-0.1114257589058567,0.3802148963168508,-1.1971775138545915,-0.1321245185550491,6.0,7.0
AL,0,0.0112811469136551,0.8360815947027872,-1.6766208864656855,-0.08812182251887486,0.35624866153820944,-1.1693627511284546,0.08034252680176188,7.0,8.0
AL,0,0.0112811469136551,0.8437829866564516,-1.6268246790122896,-0.0935540993382255,0.3634087948578124,-1.1711997998455732,0.414385827751667,8.0,9.0
AL,0,0.0112811469136551,0.8180110051734225,-1.5799923447796953,-0.01211319182803648,0.3272384237860542,-1.2244183448713626,0.4811341752742352,9.0,10.0
AL,0,0.0112811469136551,0.8260510896182978,-1.5564043236963454,-0.10003051427458276,0.3450243189521572,-1.11110386202649,0.5941984283852143,10.0,11.0
AL,0,0.0112811469136551,0.7861048722433818,-1.4943549261637525,-0.0943032440588874,0.33621985100297597,-1.4061106919294573,0.8636917143411362,11.0,12.0
AL,0,0.0112811469136551,0.6871048620952125,-1.3460772438286988,-0.14082887458231338,0.24840313395025726,-1.246578816957986,0.53272997947698,12.0,13.0
AL,0,0.0268726071034159,0.6931525375891726,-1.3336556499030525,-0.1747806449253999,0.2519800944537117,-1.1022788615951324,0.5478037920296641,13.0,14.0
AL,0,0.0268726071034159,0.6742425818367737,-1.2764022956101304,-0.01964006409495936,0.18943554474543364,-0.9559393597110193,0.5388167105133732,14.0,15.0
AL,0,0.0268726071034159,0.5477061763665123,-1.187334327287312,-0.05546063071517436,0.07596390306847982,-0.2882277063206223,1.0636870601328345,15.0,16.0
AL,0,0.0268726071034159,0.517003653923038,-1.1196490463359468,-0.005408996439474336,0.030694797198282824,-0.22248171567384298,0.976063060941244,16.0,17.0
AL,0,0.0268726071034159,0.23826149576531955,-0.6847536024049633,-0.16102319132013046,-0.2679569819159019,0.6082132167045154,-0.981800250235,17.0,18.0
AL,0,0.0371980523683583,0.20286979630316454,-0.6220466607982866,-0.18651999988401913,-0.2806472283517732,0.4699715483710011,-0.8538428373082144,18.0,19.0
AL,0,0.0406654443465231,0.19885140416760586,-0.6135882461272697,-0.19502113947498803,-0.2866586549752422,0.6244021217538558,-0.7155099114528907,19.0,20.0
AL,0,0.0412483710093995,0.11321189343385911,-0.6504771729506306,-0.30872272486950053,-0.20106602483080133,0.9846806410882757,-0.8238462457591185,20.0,21.0
AL,0,0.1012939529999847,0.22889993380664087,-0.5180137911192778,-0.23495053959763026,-0.3536631987661459,0.5073864044061631,-0.515022691719421,21.0,22.0
AL,0,0.1012939529999847,0.16654140635273385,-0.4784326514115255,-0.25563405251787336,-0.3584884948823616,0.6832490115938655,-0.6386413424712848,22.0,23.0
AL,0,0.1012939529999847,0.2054815820609324,-0.42178067304079475,-0.24863146756031784,-0.39737142311626744,0.6819471533295041,-0.4725278618173674,23.0,24.0
AL,0,0.1324303148816336,0.2610535093780909,-0.265348682401156,-0.21073434446216419,-0.5034764067073669,0.43404937322739073,-0.10455876615998531,24.0,25.0
AL,0,0.1324303148816336,0.20569300984447342,-0.19088582189882602,-0.3256275893168657,-0.46368181925511215,0.49063606890847844,-0.21634564692162678,25.0,26.0
AL,0,0.2127870757947,0.10945317388952269,-0.24631916615030852,-0.39386195557700304,-0.3495460289326295,0.6953707671057257,-0.18256287219467204,26.0,27.0
AL,0,0.2478744633781139,0.20764963791425312,-0.17725954059892257,-0.3741258034047598,-0.4299589006958427,0.6171807781962938,0.0058139512671922765,27.0,28.0
AL,0,0.2771675763672863,0.11523133601730688,-0.23251065927863424,-0.3086544383135392,-0.3599387757325451,0.7198009909462944,-0.1144128771215726,28.0,29.0
AL,0,0.4111299081092218,0.21079451383431233,-0.179671083640212,-0.0023738089489583297,-0.5347490166982679,0.15047983851261623,0.16449022530870966,29.0,30.0
AL,0,0.4714405268555383,0.26490422795167273,-0.18492109398345266,-0.09588580197748198,-0.5058641081000932,0.22628344867218184,0.390193317030633,30.0,31.0
AL,0,0.5941358720347016,0.21437148202290154,-0.17724596268048828,-0.028092651980187074,-0.4980170993063756,0.3476104286687343,0.3871115805768181,31.0,32.0
AL,0,0.5941358720347016,0.3280368478478652,0.6308639754543559,0.25479366019428734,1.0180784899791657,-0.49062184234277,0.1215434331472098,32.0,33.0
AL,0,0.5941358720347016,0.2852756283050428,0.6805765155671292,0.29491010078258767,0.9817159434739835,-0.5533251346969023,0.1339942710206393,33.0,34.0
AL,0,0.5941358720347016,0.2360311627216896,0.6334918850705347,0.2287299956018508,1.0448881981545597,-0.3422172348626807,0.11614166144307844,34.0,35.0
AL,0,0.5941358720347016,0.11037146774984928,0.6020831399095868,0.23716264696162218,1.1028612262024549,-0.16328523692698907,0.026463794727558176,35.0,36.0
AL,0,0.5941358720347016,0.0825462257424093,0.6321887614152297,0.2382043040304112,1.0865624260869646,-0.2885095921009428,0.14758835482002355,36.0,37.0
AL,0,0.6135595632965084,0.00575426848519931,0.7026814158481569,0.2721856998708046,1.0823486820024606,-0.46855789675833787,0.11110744809689248,37.0,38.0
AL,0,0.6135595632965084,-0.014759813678432836,0.754094842997611,0.225245480656554,1.0801615204333481,-0.5387084842862535,0.22747151237320018,38.0,39.0
AL,0,0.6135595632965084,-0.05737492577336547,0.8162703675109196,0.3014547586847677,1.0394989914907582,-0.7049299531856261,0.2931294544122648,39.0,40.0
AL,0,0.6135595632965084,-0.022613357319160393,0.7529663427637572,0.4344191495291108,1.0209541861301747,-0.4383806990771165,0.14570459373359096,40.0,41.0
AR,0,0.0,0.9289747312193423,-1.7735906481419454,0.6857700822706843,-0.5171184305220478,-1.5745919658178877,-0.6830902721373726,0.0,1.0
AR,0,0.0,0.9527479463783174,-1.7952864105668886,0.5342256617864444,-0.4744842223854291,-1.4111657258438606,-0.6878626883919623,1.0,2.0
AR,0,0.0,0.9656662941266214,-1.8069507707258965,0.4528386924109667,-0.4515952076542492,-1.323156780012067,-0.6899186193804474,2.0,3.0
