id,event,public_building_standards_sln,pc01,pc02,pc03,pc08,pc10,pc13,start,stop
AK,0,0.0,3.209901835634116,3.0924427305262414,1.720308244460011,-0.9786967700221173,-0.4459540960575375,2.000799205980041,0.0,1.0
AK,0,0.0,3.2234198322812184,3.0872211662630273,1.7058361806876838,-0.9121226809482955,-0.5162209285158416,1.978694845921243,1.0,2.0
AK,0,0.0,3.1983268765305666,3.059681713080859,1.7242931280315332,-0.9679047666031068,-0.40549954552615236,1.9466034632978413,2.0,3.0
AK,0,0.0,3.0934620302798463,2.899848405701143,1.3149699746093855,-0.9065905304778129,-0.8020517350901689,2.881302279395363,3.0,4.0
AK,0,0.0,3.0564613999022576,2.867482920545116,1.3643239736329267,-0.9074558802379123,-0.7871007468493015,2.6119710364184456,4.0,5.0
AK,0,0.0,3.0811636931858013,2.7908866853870253,1.6362679181577742,-1.1412203733325663,-0.5569106315220033,1.4558301014842097,5.0,6.0
AK,0,0.0,2.900133476632492,2.511209325915945,0.7203832275881079,-0.9956658899245393,-1.4286324963702284,3.2456603814554987,6.0,7.0
AK,0,0.0,3.1041499237390764,2.7610510811946867,1.3158110850593576,-1.0907850271562922,-0.7065946429541416,2.0309492638181146,7.0,8.0
AK,0,0.0,2.8917949139330656,2.604481223671444,1.3377831419433859,-1.156310849440893,-0.8250863134597409,1.2828287926485304,8.0,9.0
AK,0,0.0,2.944122610258125,2.6427310377178244,1.335444961540355,-1.1922699898277525,-0.7645989033988093,1.9389914090209415,9.0,10.0
AK,0,0.0,2.8840782875678554,2.6270168500433715,1.5512827536603706,-1.2319479569483571,-0.6738514840440022,1.2497672745015127,10.0,11.0
AK,0,0.0,2.660288755039238,2.4056988110103923,1.1455947135447655,-1.282769571578533,-1.109084355800921,1.95955081421133,11.0,12.0
AK,0,0.0,2.572006672470087,2.341501795131964,0.9908283125717254,-1.4530172498862681,-1.1030483048594548,2.2380403458858864,12.0,13.0
AK,0,0.0,2.50687207971037,2.283471594950566,0.8380847794713281,-1.5129502052439578,-1.2579823371790768,2.9118682743874618,13.0,14.0
AK,0,0.0,2.5744852005771515,2.298614284375782,0.638143009358372,-1.5731483989389972,-1.1570108616455477,3.6570373662597198,14.0,15.0
AK,0,0.0,2.553866043520412,2.358579636282879,0.8482418841019851,-1.566632171426802,-1.0492488034065675,3.2687567191034175,15.0,16.0
AK,0,0.0,2.506943606364193,2.376605564339382,1.1766633116506209,-1.5806162435711877,-0.9192673649818145,2.0750568768875803,16.0,17.0
AK,0,0.0,2.060613111006255,2.082248076593745,1.481084057302971,-1.751947893059795,-1.0911088870622017,0.34990538806785965,17.0,18.0
AK,0,0.0,2.084013225374931,2.012818917906768,0.9343655851147826,-1.662398038387557,-1.45997871358309,1.9065254378745147,18.0,19.0
AK,0,0.0,2.025512186580755,1.9817966974849939,0.8546225501393006,-1.7775774011004815,-1.4831131854622435,2.1269598399165406,19.0,20.0
AK,0,0.0,1.8402335077887153,2.1118023550225837,1.1091543168336186,-2.21059649531075,-1.9709323133974632,0.9895291956600779,20.0,21.0
AK,0,0.0,2.059363020554772,2.0274150092296015,0.9871683915045348,-1.7512082802919795,-1.551371664212219,2.8044705093856686,21.0,22.0
AK,0,0.0,1.8303974720546579,1.9812952894090137,1.2489330636208098,-2.0175546338380883,-1.6496269929743534,1.3034695512922125,22.0,23.0
AK,0,0.0,1.801091881987316,1.90888028476419,1.4265709381659837,-1.865931154319218,-1.548106215466095,1.3560654217484287,23.0,24.0
AK,0,0.0,1.9292921353031651,1.9089947872174127,1.6994568076452508,-1.572412914446404,-1.1374837744830497,1.1666612829169059,24.0,25.0
AK,0,0.0,1.9549329246513667,1.9336649500315641,2.0732210010434526,-1.8201187078063201,-0.9250046040253865,0.15437390179502797,25.0,26.0
AK,0,0.0,1.9338817752472985,2.1602499825768606,2.247775112035644,-2.169224679320299,-1.3350633217553198,-0.5003000258354587,26.0,27.0
AK,0,0.0,2.1179246171437205,2.1660114750735873,2.4703317707783197,-1.8291591982470181,-0.854973511972732,-0.23177519862104853,27.0,28.0
AK,0,0.0,2.1607094074343633,2.331674728495818,2.601507541172613,-2.033309848226325,-0.9692600406315693,-0.37647511475580286,28.0,29.0
AK,0,0.0,2.067919642120146,2.047397806495243,2.406806626772907,-1.6735825300454812,-0.9535161347104661,0.40939006831939656,29.0,30.0
AK,0,0.0,2.1381659614180446,2.0752009457257574,2.382609730451576,-1.5655635994663815,-1.0245066521923452,1.2025662144643998,30.0,31.0
AK,0,0.0,2.070052242075146,2.10404088638179,2.6421522150093,-1.6377776868921563,-1.0759429963462934,0.38402759981097223,31.0,32.0
AK,0,0.0,2.0995218558415516,2.0521986238881795,2.677078790859248,-1.445961195900698,-1.0214548183448062,0.7732517764874126,32.0,33.0
AK,0,0.0,1.985123207360817,2.036099020254908,2.5461442686999693,-1.6076674893520266,-1.398215388691689,0.9709103356187122,33.0,34.0
AK,0,0.0,1.998359384218556,1.949395916338971,2.4536704507466336,-1.4552980731409493,-1.3369716348722562,1.5281107441683586,34.0,35.0
AK,0,0.0,1.8476094900961977,1.8122613529540212,1.8984510874601526,-1.6039138746535935,-1.8717403238401396,3.0564011909784963,35.0,36.0
AK,0,0.0,1.6510294999876536,1.9096933309186308,1.4943372061402311,-2.308617454483697,-2.5195270634872555,3.6392351375489627,36.0,37.0
AK,0,0.0,1.77128186194681,1.8832925231636526,1.6643070926411925,-2.066439526950486,-2.0162837628718453,3.6901978046542023,37.0,38.0
AK,0,0.0,1.7978652606085437,1.9044906993656876,1.6673579152732145,-2.061577171067864,-2.0178616420922246,3.883566978105404,38.0,39.0
AK,0,0.0,1.7708379892089285,1.8681419937760222,1.5853208442278193,-2.0319978917704278,-2.1741431582873414,4.424578715038793,39.0,40.0
AK,0,0.0,1.723630271935106,1.8013881968891439,1.381626493983951,-2.053014633335459,-2.264327037660554,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.1270080498668655,-1.9415168857903595,-0.8192378497722532,-0.9703080187497235,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.1289888086087254,-1.940711812773341,-0.822228920110023,-0.9621956252423792,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.1454779038013017,-1.9021332197359107,-0.9741293668350033,-0.755365453086425,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.1534766067856275,-1.8654320211035984,-1.012472587132706,-0.7655876904976012,0.20973045342615465,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.158745143675321,-1.7863777487185095,-1.0314350788178608,-0.7752634083912053,0.35887372807082507,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.4580367508410148,-1.7743861467022948,-1.6809762364793708,-0.6898728466457806,-0.10355851573914537,5.0,6.0
