id,event,w_ghg_targets_21_slp,pc01,pc03,pc05,pc09,pc11,pc13,start,stop
AK,0,0.0,1.8303974720546579,1.2489330636208098,0.39574052856331404,0.8655688603543025,0.7180857355069358,1.3034695512922125,22.0,23.0
AK,0,0.0592397888775422,1.801091881987316,1.4265709381659837,0.10346869838335279,0.7655743789837819,0.7241589115587087,1.3560654217484287,23.0,24.0
AK,0,0.0731844910102227,1.9292921353031651,1.6994568076452508,-0.14182307070943082,0.7132945097224758,0.7831160523955544,1.1666612829169059,24.0,25.0
AK,0,0.1294444556097272,1.9549329246513667,2.0732210010434526,0.3294275774635947,0.7321194916997777,0.9834594062418212,0.15437390179502797,25.0,26.0
AK,0,0.1294444556097272,1.9338817752472985,2.247775112035644,1.5130120900957997,0.9600193257198536,1.312841072622052,-0.5003000258354587,26.0,27.0
AK,0,0.1482542799562622,2.1179246171437205,2.4703317707783197,1.288706959835883,0.9253826174023787,1.3180827656868932,-0.23177519862104853,27.0,28.0
AK,0,0.1546950203751028,2.1607094074343633,2.601507541172613,2.0518462728382927,1.0831871163651987,1.5110087162129318,-0.37647511475580286,28.0,29.0
AK,0,0.3310397236006202,2.067919642120146,2.406806626772907,1.0112531539043306,0.8457828347702184,1.20863814286054,0.40939006831939656,29.0,30.0
AK,0,0.376802966915071,2.1381659614180446,2.382609730451576,1.053588390481511,0.9270874643986289,1.387056283166166,1.2025662144643998,30.0,31.0
AK,0,0.4057611322295082,2.070052242075146,2.6421522150093,1.409323901959032,0.8980349038417592,1.3757125044928744,0.38402759981097223,31.0,32.0
AK,0,0.4057611322295082,2.0995218558415516,2.677078790859248,1.1904074015473358,0.8601255821078317,1.3722497640832596,0.7732517764874126,32.0,33.0
AK,0,0.4057611322295082,1.985123207360817,2.5461442686999693,1.3707867123746205,0.8906907006348485,1.402596273217753,0.9709103356187122,33.0,34.0
AK,0,0.4057611322295082,1.998359384218556,2.4536704507466336,0.9717639852657629,0.8311664548593093,1.3518005360151621,1.5281107441683586,34.0,35.0
AK,0,0.4057611322295082,1.8476094900961977,1.8984510874601526,0.5454141234092532,0.8444191317173567,1.3798586726562039,3.0564011909784963,35.0,36.0
AK,0,0.4116684556278646,1.6510294999876536,1.4943372061402311,1.153482527163587,1.0293908823097415,1.5311062790144194,3.6392351375489627,36.0,37.0
AK,0,0.4116684556278646,1.77128186194681,1.6643070926411925,0.719320002731491,0.9452017798956476,1.4712355081644808,3.6901978046542023,37.0,38.0
AK,0,0.4116684556278646,1.7978652606085437,1.6673579152732145,0.72456501508658,0.9757953667760755,1.5709244950070662,3.883566978105404,38.0,39.0
AK,0,0.4116684556278646,1.7708379892089285,1.5853208442278193,0.6610377231226164,0.9781800429568793,1.5925931562378588,4.424578715038793,39.0,40.0
AK,0,0.414754581495404,1.723630271935106,1.381626493983951,0.43143015002212776,0.9457036556981118,1.4844433468295721,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,0.5898736613625355,0.3309107896288258,-0.34579102210894175,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,0.5921980623940796,0.3296921613286044,-0.3528224345954901,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,0.6824713415086465,0.2541318336866407,-0.6818639458651057,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,0.6508642499035969,0.2502480635073124,-0.5888182605298379,0.20973045342615465,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.7863777487185095,0.63424108024102,0.24131086983849662,-0.47713691542631437,0.35887372807082507,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.7743861467022948,0.46866432805585806,0.3929612825628709,0.6766357526446131,-0.10355851573914537,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.7405332573800893,0.38367143610613885,0.3802148963168508,0.8008878937310713,-0.1321245185550491,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.6766208864656855,0.4004594443398178,0.35624866153820944,0.7930349694630143,0.08034252680176188,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.6268246790122896,0.4354119773129596,0.3634087948578124,0.8486724374603862,0.414385827751667,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.5799923447796953,0.4673097816756946,0.3272384237860542,0.7500510046906231,0.4811341752742352,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.5564043236963454,0.4525770302098675,0.3450243189521572,0.8685029044806666,0.5941984283852143,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4943549261637525,0.4993726658225906,0.33621985100297597,0.9039327127342585,0.8636917143411362,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.3460772438286988,0.4790218589324095,0.24840313395025726,0.8453675585507819,0.53272997947698,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.3336556499030525,0.46504166090464244,0.2519800944537117,0.8811259798442879,0.5478037920296641,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.2764022956101304,0.49892900801508927,0.18943554474543364,0.6680995684970266,0.5388167105133732,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.187334327287312,0.5407240838013813,0.07596390306847982,-0.051062637456967944,1.0636870601328345,15.0,16.0
AL,0,0.0,0.517003653923038,-1.1196490463359468,0.5632693048718355,0.030694797198282824,-0.15236224256163,0.976063060941244,16.0,17.0
AL,0,0.0,0.23826149576531955,-0.6847536024049633,0.49435749124142164,-0.2679569819159019,-0.4802276923216888,-0.981800250235,17.0,18.0
AL,0,0.0,0.20286979630316454,-0.6220466607982866,0.5178890698633044,-0.2806472283517732,-0.43900393622949374,-0.8538428373082144,18.0,19.0
AL,0,0.0,0.19885140416760586,-0.6135882461272697,0.4829364786746979,-0.2866586549752422,-0.41681537608696817,-0.7155099114528907,19.0,20.0
AL,0,0.0,0.11321189343385911,-0.6504771729506306,0.8727531465693851,-0.20106602483080133,-0.2555214014546464,-0.8238462457591185,20.0,21.0
AL,0,0.0,0.22889993380664087,-0.5180137911192778,0.14480126580646313,-0.3536631987661459,-0.3964302336359749,-0.515022691719421,21.0,22.0
AL,0,0.0,0.16654140635273385,-0.4784326514115255,0.299632324769498,-0.3584884948823616,-0.39398525792531114,-0.6386413424712848,22.0,23.0
AL,0,0.0760190540749184,0.2054815820609324,-0.42178067304079475,0.11314520777648088,-0.39737142311626744,-0.41178656925849966,-0.4725278618173674,23.0,24.0
AL,0,0.0861428774811365,0.2610535093780909,-0.265348682401156,-0.2854807339107553,-0.5034764067073669,-0.47577264734480684,-0.10455876615998531,24.0,25.0
AL,0,0.11117132647806,0.20569300984447342,-0.19088582189882602,-0.04451224663702894,-0.46368181925511215,-0.26453988022862546,-0.21634564692162678,25.0,26.0
AL,0,0.11117132647806,0.10945317388952269,-0.24631916615030852,0.4981960214685948,-0.3495460289326295,-0.10524882254944934,-0.18256287219467204,26.0,27.0
AL,0,0.1423076883597089,0.20764963791425312,-0.17725954059892257,0.0332726869199008,-0.4299589006958427,-0.165135267219604,0.0058139512671922765,27.0,28.0
AL,0,0.1526331336246513,0.11523133601730688,-0.23251065927863424,0.5505622391506729,-0.3599387757325451,-0.2014845892146411,-0.1144128771215726,28.0,29.0
AL,0,0.2608139437362725,0.21079451383431233,-0.179671083640212,-0.08966739828491206,-0.5347490166982679,-0.5972649793403888,0.16449022530870966,29.0,30.0
AL,0,0.2652449499871275,0.26490422795167273,-0.18492109398345266,-0.20673456840522692,-0.5058641081000932,-0.45142871948046287,0.390193317030633,30.0,31.0
AL,0,0.2946543584002629,0.21437148202290154,-0.17724596268048828,0.028287613664866127,-0.4980170993063756,-0.5164730713523502,0.3871115805768181,31.0,32.0
AL,0,0.2946543584002629,0.3280368478478652,0.6308639754543559,-1.003885549813893,1.0180784899791657,-1.0138422549748671,0.1215434331472098,32.0,33.0
AL,0,0.2946543584002629,0.2852756283050428,0.6805765155671292,-0.988030958620384,0.9817159434739835,-1.075088441291205,0.1339942710206393,33.0,34.0
AL,0,0.2946543584002629,0.2360311627216896,0.6334918850705347,-0.7410027633277537,1.0448881981545597,-0.9614098392136183,0.11614166144307844,34.0,35.0
AL,0,0.2946543584002629,0.11037146774984928,0.6020831399095868,-0.2586530900583296,1.1028612262024549,-0.9337657607901455,0.026463794727558176,35.0,36.0
AL,0,0.2969809749397691,0.0825462257424093,0.6321887614152297,-0.2787476033432794,1.0865624260869646,-0.924573095174061,0.14758835482002355,36.0,37.0
AL,0,0.2969809749397691,0.00575426848519931,0.7026814158481569,-0.025112410115572963,1.0823486820024606,-0.964462029742511,0.11110744809689248,37.0,38.0
AL,0,0.2969809749397691,-0.014759813678432836,0.754094842997611,-0.009585656275628336,1.0801615204333481,-0.8969207725451311,0.22747151237320018,38.0,39.0
AL,0,0.2969809749397691,-0.05737492577336547,0.8162703675109196,0.034398600015288334,1.0394989914907582,-0.9891539140373753,0.2931294544122648,39.0,40.0
AL,0,0.3578492711751727,-0.022613357319160393,0.7529663427637572,0.011745483460210576,1.0209541861301747,-1.1706735732615092,0.14570459373359096,40.0,41.0
AR,0,0.0,0.9289747312193423,-1.7735906481419454,0.19767185373843513,-0.5171184305220478,-1.1360944812740243,-0.6830902721373726,0.0,1.0
AR,0,0.0,0.9527479463783174,-1.7952864105668886,0.1469965598594368,-0.4744842223854291,-0.9506652726380307,-0.6878626883919623,1.0,2.0
AR,0,0.0,0.9656662941266214,-1.8069507707258965,0.11974272744004281,-0.4515952076542492,-0.8511292239502326,-0.6899186193804474,2.0,3.0
AR,0,0.0,0.9878046207767986,-1.843835524790264,0.07326241159125461,-0.40759710380515535,-0.6764032364722767,-0.10338965854436644,3.0,4.0
AR,0,0.0,0.9441356851361324,-1.7377097657324598,0.1172252743265617,-0.4615640560104687,-0.7595274726365644,0.2257818925828593,4.0,5.0
AR,0,0.0,1.0472031345366872,-1.7978086807595595,0.0635406581041827,-0.3458736288764474,-0.14843167992584652,0.2847511920909977,5.0,6.0
AR,0,0.0,1.0511043390295414,-1.8232434277583824,-0.013508582550981819,-0.3174760158914671,0.027303520455353086,0.6339834621211412,6.0,7.0
AR,0,0.0,1.022847540128386,-1.7626499201585615,0.020296986276806046,-0.3551443105614284,-0.05689150707402598,0.7724915045457511,7.0,8.0
AR,0,0.0,1.043519816383977,-1.7489914586829394,0.013743031361063624,-0.3232303009911621,0.08977248128207678,1.143433851265018,8.0,9.0
AR,0,0.0,0.986419266611079,-1.6301357896232371,0.05757014796175332,-0.39768225578438293,-0.054574201404344366,1.0238359557550365,9.0,10.0
AR,0,0.0,0.9955634268143128,-1.6328997612297014,0.07175677999739324,-0.3876538968075211,-0.037831456904656884,1.3144467387962206,10.0,11.0
AR,0,0.0,0.9714016582664299,-1.5734119953180994,0.07402540360801792,-0.41638790148052013,-0.05746860657580243,1.4166395992165028,11.0,12.0
AR,0,0.0,0.9049336040783373,-1.4493699393012627,0.07944020968110188,-0.4539085515895526,0.01572213510231846,1.3894605059919714,12.0,13.0
AR,0,0.0,0.8504905193751012,-1.3677903147943395,0.16112603637834194,-0.5045473308210627,-0.12464955488367954,1.5169554581323947,13.0,14.0
AR,0,0.0,0.802827821934563,-1.2674682166442186,0.10796502776865653,-0.5437365144523373,-0.05025026389980289,1.328262496547307,14.0,15.0
AR,0,0.0,0.7574869547676023,-1.2095121695274054,0.12354513351903551,-0.5348748003248784,0.02475486695946706,1.6439803042688808,15.0,16.0
AR,0,0.0,0.7362607459651443,-1.1467765326853059,0.1198846741598664,-0.5624435084314174,0.014279500025910077,1.5830325714438118,16.0,17.0
AR,0,0.0,0.48404578439177254,-0.761843889174302,0.0780526467148587,-0.8415585439412131,-0.35156228528198225,-0.14008465600538375,17.0,18.0
AR,0,0.0,0.501822819655348,-0.7833927299429653,0.04623873117923675,-0.8109644372017824,-0.235949482965939,0.058431695497390135,18.0,19.0
AR,0,0.0,0.5034508003905734,-0.7525869098807261,0.024940573041109703,-0.8065480502048431,-0.15388914089633118,0.218271165152931,19.0,20.0
AR,0,0.0,0.3088331317620551,-0.8087754075967777,0.8950168557067588,-0.6556189724242021,0.06310589584524255,-0.2391474801788051,20.0,21.0
AR,0,0.0,0.4687775091497891,-0.6847823706280958,0.07442089081180915,-0.8185149197705904,-0.11610550551830226,0.0813839760578742,21.0,22.0
AR,0,0.0,0.4050381875913728,-0.645370243150307,0.28594008195181686,-0.8358341712731885,-0.2137753709809064,-0.049431203167000594,22.0,23.0
AR,0,0.0945607377568916,0.45001303613451066,-0.5458151184531098,-0.03971036736357537,-0.906635422797283,-0.22011973469594057,0.1253120436918031,23.0,24.0
AR,0,0.1110904036532961,0.5352763263218777,-0.39181453478593964,-0.5894350988704977,-1.0228908246944464,-0.25361939655235244,0.44653741440591277,24.0,25.0
AR,0,0.1230407685268461,0.464735299177417,-0.3607801940812389,-0.38416454950503515,-1.0202709474628762,-0.37881921697951065,0.6138935265436428,25.0,26.0
AR,0,0.1230407685268461,0.29470818647290825,-0.4425006490730585,0.5905763638740971,-0.8423794010758042,-0.18894123286673967,0.4074054055871452,26.0,27.0
AR,0,0.1942283385555659,0.3973743226817971,-0.30242078062576644,0.12427214626031662,-0.9573708375344249,-0.32785800925125835,0.36948530827194354,27.0,28.0
AR,0,0.2213261236260185,0.36128745874957396,-0.3177791816053273,0.6124871891701842,-0.8445532216354747,-0.17369956688147195,0.16732988977890856,28.0,29.0
AR,0,0.3760242894925206,0.43040218351270476,-0.23199696015621668,-0.0034731551956959307,-0.9998227595815447,-0.4078268294691782,0.2815848051059939,29.0,30.0
AR,0,0.4097733278070269,0.47650252684430067,-0.1980747551716404,-0.10329038241949434,-0.998208506037093,-0.35099750075039693,0.46048866641838426,30.0,31.0
AR,0,0.4228712163484698,0.4545106566468053,-0.21416298841965664,0.18096952357256735,-0.9304062980905313,-0.2479262660422787,0.42090677508233265,31.0,32.0
AR,0,0.4228712163484698,0.4536318886163315,-0.2265326428560669,0.14088904468670507,-0.9412062520728189,-0.2723981982955056,0.6029091772323102,32.0,33.0
AR,0,0.4228712163484698,0.4821913489126116,-0.18046830415155068,-0.14747030857029372,-0.9708417992342315,-0.15475785760247354,0.7550628102452106,33.0,34.0
AR,0,0.4228712163484698,0.6324500551597964,0.5718775385909108,-1.248198815951933,0.568812642629385,-0.6028145096459678,0.6075296279539042,34.0,35.0
AR,0,0.4228712163484698,0.5112983045481869,0.5121741774250477,-0.9237234002195139,0.5679710079869473,-0.757539150057354,0.6190138398244438,35.0,36.0
AR,0,0.4603652321204727,0.35323713606499,0.4644231977573228,-0.4350125578505095,0.646991803510739,-0.61130142632314,0.4191676718757792,36.0,37.0
AR,0,0.4603652321204727,0.23778706806547562,0.45420203914726043,-0.00465046543645855,0.7307782287231394,-0.4151839155271594,0.3118359349467113,37.0,38.0
AR,0,0.4603652321204727,0.22566972140008487,0.4898122174719167,-0.013256504166413122,0.7374674401878754,-0.31455032534619964,0.42662571251576503,38.0,39.0
AR,0,0.4603652321204727,0.18456379416734411,0.5423825178088257,0.04408003660746544,0.6939111026047713,-0.4494592824407819,0.553635911276665,39.0,40.0
AR,0,0.5205101726448036,0.18769602701991916,0.5533120088211955,0.06893666282172495,0.6408331505491279,-0.693494814464877,0.4914981116632309,40.0,41.0
AZ,0,0.0,1.0517173715504213,-0.85154820155469,-0.4893930340942013,1.2115696254860306,-2.4666952196901386,1.1979177721239873,0.0,1.0
AZ,0,0.0,1.0830564853711446,-0.8825684758723383,-0.5628378179144236,1.2728079213926633,-2.19428030499988,1.1774291837735595,1.0,2.0
AZ,0,0.0,1.0899161363076444,-0.891156120341879,-0.5836704297116103,1.2900065455144563,-2.114520351994587,1.162976835504656,2.0,3.0
AZ,0,0.0,1.0342453342901545,-0.8187696108369221,-0.46674095482257383,1.2009835064528271,-2.4638442552471904,1.5910070057401677,3.0,4.0
AZ,0,0.0,0.9706333217092478,-0.6570397862947277,-0.4570854853480068,1.1365674595278623,-2.455705081854542,1.5708008025017828,4.0,5.0
AZ,0,0.0,0.9680468588643162,-0.6174940520773232,-0.47420488069334704,1.1440942811739505,-2.3084585821282317,1.670876069817261,5.0,6.0
AZ,0,0.0,0.8884084781989274,-0.5033677674141489,-0.35728318893389466,1.0272910816697212,-2.6980919634949307,1.739178957517852,6.0,7.0
AZ,0,0.0,0.9044167501941334,-0.5060937522210337,-0.3500800004079147,1.0522548265927951,-2.6166570122474186,1.960960445248335,7.0,8.0
AZ,0,0.0,0.8933330699984419,-0.4409057037774174,-0.2581958209479307,1.0228351430578317,-2.7439179029903675,2.0996016329006664,8.0,9.0
AZ,0,0.0,0.9189265547498722,-0.41432755646374586,-0.42278277819523896,1.1037799167470876,-2.2011885540014546,1.7298527023082204,9.0,10.0
AZ,0,0.0,0.798209963539186,-0.2499795551411745,-0.31338029965451697,0.9343136544834663,-2.7014164628840605,1.3092651250415817,10.0,11.0
AZ,0,0.0,0.6757908753292593,-0.03887547302057506,-0.23330996763391967,0.8182102438512654,-2.857894713363049,0.6326361533313546,11.0,12.0
AZ,0,0.0,0.7626741080893584,-0.1450654030255672,-0.186676406323426,0.9506566422424235,-2.569873984785326,1.9181388190542445,12.0,13.0
AZ,0,0.0,0.7506331952427282,-0.15520664541027349,-0.24200197831829207,0.9966078325571103,-2.315001311444604,2.2885001065018193,13.0,14.0
AZ,0,0.0,0.6945961415146141,-0.05912284881764432,-0.2515826027968037,0.9489862183077595,-2.332163065047141,2.2988178812382833,14.0,15.0
AZ,0,0.0,0.6081261621310636,0.09642475684999859,-0.16310305296989167,0.857942871354432,-2.46879664504617,2.0498282539347907,15.0,16.0
AZ,0,0.0,0.5154254301210723,0.23441918222634436,-0.1495935775285496,0.7887202377160469,-2.4925493437780513,1.876003805559632,16.0,17.0
AZ,0,0.0,0.2715434297081233,0.5957914730571525,-0.19736475563399528,0.5422696393674563,-2.7587148913754813,0.43264032404477976,17.0,18.0
AZ,0,0.0,0.20810898242055684,0.7060946247030794,-0.20953638061343194,0.5073597065933291,-2.6785589876296467,0.45852288524322327,18.0,19.0
AZ,0,0.0,0.18914548765287964,0.7332826611986221,-0.2552718733696628,0.5106757498519043,-2.566159024230894,0.6329507252306467,19.0,20.0
AZ,0,0.0,-0.051086362382532696,0.6185184523965513,0.7991980828474634,0.7144973797179562,-2.257756305105522,0.2116787590276279,20.0,21.0
AZ,0,0.0,0.10094609581068265,0.7123678142716354,-0.032688572954215,0.5677525304957833,-2.3698913997696986,0.40981566704951267,21.0,22.0
AZ,0,0.0,0.043099615838003424,0.7154940424421665,0.2079060784578728,0.5794838000065928,-2.415500010464873,0.2757760466548297,22.0,23.0
AZ,0,0.035418746373118,0.10119411832280213,0.8046891843207341,-0.21723862436307442,0.5101354660120082,-2.3755738208558768,0.5304774780068024,23.0,24.0
AZ,0,0.0389284368598749,0.19488197976951815,0.8783721096593485,-0.6773811471756372,0.4407578102958554,-2.3890787718325828,0.9197387229343389,24.0,25.0
AZ,0,0.0483638258985826,0.1429655460692046,0.9483646757465063,-0.5246144881316075,0.46420137304896825,-2.231840795871891,0.9139098003410993,25.0,26.0
AZ,1,0.0483638258985826,-0.022601082131992262,0.861252179493813,0.4144199933535821,0.6568081230290612,-1.9661784360599845,0.7516975234289944,26.0,27.0
CA,0,0.0,-0.12401923946222716,-0.8397206775260136,1.5592794745318843,0.06356535376190137,0.14363384119553804,-0.42733507359124157,0.0,1.0
CA,0,0.0,-0.1193556713035681,-0.8501410311610779,1.5404496083839132,0.08716010265570899,0.22195211795581965,-0.4382538262346549,1.0,2.0
CA,0,0.0,-0.14730893773491172,-0.8303623776865031,1.5914786664672054,0.051105146051659466,0.04398194910137634,-0.44287368744029554,2.0,3.0
CA,0,0.0,-0.17014209302838307,-0.8083747503740447,1.597749611291008,0.03716462944941426,0.014052203793862678,-0.14912046685816166,3.0,4.0
CA,0,0.0,-0.20325699257568425,-0.6887980186158196,1.612160130546095,0.013166037885643368,0.07926266578288499,-0.024293788136270113,4.0,5.0
CA,0,0.0,-0.20248576893340597,-0.6508510600053473,1.5973369431865327,0.02730541339900016,0.2661815020766231,0.056939236260855175,5.0,6.0
CA,0,0.0,-0.24741636704993553,-0.6120664690494108,1.5857241622268945,-0.006484182308059045,0.21131565773937905,0.185999751594999,6.0,7.0
CA,0,0.0,-0.2701246676338126,-0.5402073077960884,1.5840091192595855,-0.013641850275377591,0.2798854097303511,0.21788806812385836,7.0,8.0
CA,0,0.0,-0.30124292886792714,-0.46327608028730993,1.5759706504176678,-0.029049460621703653,0.33536738949455697,0.21762731964358195,8.0,9.0
CA,0,0.0,-0.3255430534735773,-0.41100108794784324,1.6190863932581019,-0.05001802818927136,0.26472274245522404,0.34710740594880135,9.0,10.0
CA,0,0.0,-0.3324038594937734,-0.37267322276066045,1.6248376720079118,-0.04388311550751396,0.3212553638578498,0.41440396868238616,10.0,11.0
CA,0,0.0,-0.37697826230406883,-0.3330552055696111,1.6264802036190997,-0.06530419346568771,0.30259113594832765,0.32736018094291913,11.0,12.0
CA,0,0.0,-0.37426733994614364,-0.338062118160583,1.6371707539341949,-0.05503607863274439,0.3088477336833544,0.3929201159557326,12.0,13.0
CA,0,0.0,-0.3626499225658452,-0.335036011642056,1.6858956572889436,-0.05157528932672116,0.2580934929239191,0.5249582908112237,13.0,14.0
CA,0,0.0,-0.35004109984597215,-0.30969989985311686,1.6926639168833522,-0.02273613666689579,0.39739715873296966,0.6450728634120956,14.0,15.0
CA,0,0.0,-0.4010760215572231,-0.2288245744636841,1.7338422818353783,-0.0732056057433003,0.2318258549002953,0.7525700255096026,15.0,16.0
CA,0,0.0,-0.42918932861150805,-0.14089139191907737,1.775131913914094,-0.08484968156904617,0.28180590084171486,0.7537753443079624,16.0,17.0
CA,0,0.0,-0.628951387486555,0.17682301996204466,1.7250455022867652,-0.2806489686703053,0.11423020173111535,-0.4510259638258469,17.0,18.0
CA,0,0.0,-0.7226585796814482,0.3037780714564674,1.7255139545320315,-0.3460329316532936,0.07790612537503788,-0.357693260413395,18.0,19.0
CA,0,0.0,-0.7633429109103904,0.37239286818213796,1.7068043662434786,-0.36164785049294906,0.14233961864420072,-0.25827536784471794,19.0,20.0
CA,0,0.0,-0.9108946629576813,0.3901949307761262,2.3057704436777384,-0.26321649497674177,0.319287862118629,-0.3752073938591778,20.0,21.0
CA,0,0.0,-0.7939134406986618,0.4889712008523699,1.466277063101187,-0.4133396346638869,0.21796801141180128,-0.22086842899041764,21.0,22.0
CA,0,0.0,-0.8075545952345226,0.4325678585742711,1.6631555087650574,-0.3561854739666849,0.2597350646302437,-0.11684527148067053,22.0,23.0
CA,0,0.0593872493006126,-0.7885685851596352,0.5149967640030981,1.480022135934759,-0.41319005527687563,0.19703363670378712,0.015755816244527633,23.0,24.0
CA,0,0.1283209711145309,-0.6992373498963711,0.6145207562382369,0.9315240777909864,-0.5039955270514423,0.1880429645649085,0.3682918851790132,24.0,25.0
CA,1,0.1650172615124843,-0.6952826324260557,0.6848344896164179,0.9547365641439807,-0.5081325857167805,0.30315298139120433,0.3427453008883495,25.0,26.0
CO,0,0.0,0.8313623254917228,-0.443868230843658,-0.4347984820419681,0.5839032413137648,-1.2975625894987783,0.7055578284562051,0.0,1.0
CO,0,0.0,0.8425548661839253,-0.4566393708195343,-0.46528067644920873,0.6094139443950012,-1.1821437784062516,0.6895939031394572,1.0,2.0
CO,0,0.0,0.8371084398592386,-0.4542744441369887,-0.4603011839955806,0.605224831862934,-1.1964098463011659,0.6771008163012759,2.0,3.0
CO,0,0.0,0.8225330115151253,-0.4848252405011601,-0.4899865534811389,0.6005034901105476,-1.2034627127343032,1.1055218824507136,3.0,4.0
CO,0,0.0,0.7753772392613549,-0.369940578789438,-0.501055070059234,0.5564573070936143,-1.1676489408873048,1.1378257834203909,4.0,5.0
CO,0,0.0,0.7818982269268632,-0.3322125331436072,-0.5129980334176564,0.5653909011032444,-0.9920544926064738,1.1428166618128859,5.0,6.0
CO,0,0.0,0.7490168821692772,-0.34865265823365443,-0.5812037947674672,0.5454069860391206,-0.9850468753978744,1.2708680419294027,6.0,7.0
CO,0,0.0,0.7585359044372653,-0.32865031320037097,-0.5752777743976834,0.5595706221377776,-0.9110440764504232,1.4311371884984085,7.0,8.0
CO,0,0.0,0.7523896640659938,-0.29033749206642007,-0.5577229498238182,0.5521929977531961,-0.8995693760766501,1.6623161211057589,8.0,9.0
CO,0,0.0,0.7391260565243436,-0.23852162079577352,-0.551200148453908,0.5391036376292047,-0.8757910315376061,1.711032144992684,9.0,10.0
CO,0,0.0,0.7466062233851959,-0.20658144430086564,-0.5608902632888016,0.5557485164801805,-0.7544687465417886,1.8490160033807614,10.0,11.0
