id,event,environment_publicbenefit_f_slpm,pc01,pc02,pc03,pc09,pc11,pc12,start,stop
AK,0,0.0,3.209901835634116,3.0924427305262414,1.720308244460011,1.7816121897883088,1.348170955332536,-0.5949995228367511,0.0,1.0
AK,0,0.0,3.2234198322812184,3.0872211662630273,1.7058361806876838,1.80966896929411,1.4859773601167712,-0.4814551873604233,1.0,2.0
AK,0,0.0,3.1983268765305666,3.059681713080859,1.7242931280315332,1.772899529480419,1.3539993334160156,-0.6132659824466647,2.0,3.0
AK,0,0.0,3.0934620302798463,2.899848405701143,1.3149699746093855,1.7544273699663022,1.3743677406596249,-0.6698636335801852,3.0,4.0
AK,0,0.0,3.0564613999022576,2.867482920545116,1.3643239736329267,1.716583543085137,1.3441228557109592,-0.5653822019851162,4.0,5.0
AK,0,0.0,3.0811636931858013,2.7908866853870253,1.6362679181577742,1.7074653436311553,1.6340953558341411,-0.36862022895822266,5.0,6.0
AK,0,0.0,2.900133476632492,2.511209325915945,0.7203832275881079,1.6936927361493048,1.5873319337812548,-0.6023101877320932,6.0,7.0
AK,0,0.0,3.1041499237390764,2.7610510811946867,1.3158110850593576,1.758904946809461,1.5639328444792795,-0.7564219547101687,7.0,8.0
AK,0,0.0,2.8917949139330656,2.604481223671444,1.3377831419433859,1.558943497445397,1.2270746984670737,-0.4369319125638228,8.0,9.0
AK,0,0.0,2.944122610258125,2.6427310377178244,1.335444961540355,1.6139283225850862,1.350229556412177,-0.5642428455558568,9.0,10.0
AK,0,0.0,2.8840782875678554,2.6270168500433715,1.5512827536603706,1.5327629298092451,1.287418396657848,-0.26734958404052334,10.0,11.0
AK,0,0.0,2.660288755039238,2.4056988110103923,1.1455947135447655,1.410283667067605,1.1053956008058372,-0.23523758597856864,11.0,12.0
AK,0,0.0,2.572006672470087,2.341501795131964,0.9908283125717254,1.3601557398982382,1.0561674271012234,0.06862559289495723,12.0,13.0
