id,event,w_ee_21_slp,start,stop
LA,0,0.2013088768636511,30.0,31.0
LA,0,0.2573610289035691,31.0,32.0
LA,0,0.2678857916520507,32.0,33.0
LA,0,0.326157768612101,33.0,34.0
LA,0,0.3657714401533742,34.0,40.0
LA,0,0.4050467341833285,40.0,41.0
MA,0,0.0235555647922909,0.0,26.0
MA,0,0.0261808176701676,26.0,27.0
MA,0,0.0618316814221433,27.0,28.0
MA,1,0.1376131507271691,28.0,29.0
MD,0,0.0117510812176331,0.0,26.0
MD,0,0.036749888742209,26.0,27.0
MD,1,0.0532252985682262,27.0,28.0
ME,0,0.0074640301203015,0.0,26.0
ME,0,0.0130381790639699,26.0,27.0
ME,0,0.0387476301271568,27.0,28.0
ME,0,0.1024188507628302,28.0,29.0
ME,1,0.270141133893719,29.0,30.0
MI,0,0.0186231488436514,0.0,26.0
MI,0,0.0438576842235816,26.0,27.0
MI,0,0.0543757659009209,27.0,28.0
MI,1,0.1075165383250238,28.0,29.0
MN,0,0.0767079809596756,0.0,26.0
MN,0,0.0839422725657486,26.0,27.0
MN,1,0.126910594237954,27.0,28.0
MO,0,0.0225816338733484,0.0,26.0
MO,0,0.0430871157990844,26.0,27.0
MO,0,0.0483198393491629,27.0,28.0
MO,0,0.103870827804104,28.0,29.0
MO,0,0.3024798912726366,29.0,30.0
MO,0,0.357426849728281,30.0,31.0
MO,0,0.4779921885899315,31.0,32.0
MO,0,0.5008860083512838,32.0,33.0
MO,0,0.5071072726448481,33.0,34.0
MO,0,0.5182735440903449,34.0,40.0
MO,0,0.5632099984612395,40.0,41.0
MS,0,0.0267730625878606,0.0,26.0
MS,0,0.0677987352539606,26.0,27.0
MS,0,0.0804480468170859,27.0,28.0
MS,0,0.1809936494375174,28.0,29.0
MS,0,0.2500647646183808,29.0,30.0
MS,0,0.3247141804428292,30.0,31.0
MS,0,0.353038222963616,31.0,32.0
MS,0,0.3675585710356045,32.0,33.0
MS,0,0.3790346822579611,33.0,34.0
MS,0,0.3906405790135326,34.0,40.0
MS,0,0.4392533421655319,40.0,41.0
MT,0,0.0005277144876498,0.0,26.0
MT,0,0.0393075973576036,26.0,27.0
MT,0,0.0527427747658635,27.0,28.0
MT,0,0.1306191779104155,28.0,29.0
MT,0,0.240595479883317,29.0,30.0
MT,0,0.4032410189324649,30.0,31.0
MT,0,0.5008103474383657,31.0,32.0
MT,0,0.5124454205647763,32.0,33.0
MT,0,0.5235585467836134,33.0,34.0
MT,0,0.5787127066584422,34.0,40.0
MT,0,0.5884028044281278,40.0,41.0
NC,0,0.0084763825251771,0.0,26.0
NC,0,0.048930268139231,26.0,27.0
NC,1,0.0839500375411374,27.0,28.0
ND,0,0.0168696079656069,0.0,26.0
ND,0,0.0577049600969441,26.0,27.0
ND,0,0.1374627043545071,27.0,28.0
ND,0,0.2017963498252515,28.0,29.0
ND,0,0.2546389399633398,29.0,30.0
ND,0,0.4569503079911156,30.0,31.0
ND,0,0.5219925642120106,31.0,32.0
ND,0,0.5225802929790279,32.0,33.0
ND,0,0.5231977295910629,33.0,34.0
ND,0,0.530304036006748,34.0,40.0
ND,0,0.5408538187989614,40.0,41.0
NE,0,0.0075839227235187,0.0,26.0
NE,0,0.0292109291389856,26.0,27.0
NE,0,0.0457520166530303,27.0,28.0
NE,0,0.0952794451803482,28.0,29.0
NE,0,0.2299888980839186,29.0,30.0
NE,0,0.3413027964294162,30.0,31.0
NE,0,0.4106032320106695,31.0,32.0
NE,0,0.4140195927959303,32.0,33.0
NE,0,0.4373296074734627,33.0,34.0
NE,0,0.4537348438340939,34.0,40.0
NE,0,0.4794492623128071,40.0,41.0
NH,0,0.0103442041936617,0.0,26.0
NH,0,0.0162822907449152,26.0,27.0
NH,0,0.045166685232938,27.0,28.0
NH,0,0.0909513292813529,28.0,29.0
NH,0,0.2665502789126149,29.0,30.0
NH,0,0.4464433601496341,30.0,31.0
NH,0,0.4706363904515095,31.0,32.0
NH,0,0.4831865700953131,32.0,33.0
NH,0,0.4973347893423744,33.0,34.0
NH,1,0.4973347893423744,34.0,37.0
NJ,0,0.0138646814660198,0.0,26.0
NJ,0,0.055581835123219,26.0,27.0
NJ,0,0.0822535412158376,27.0,28.0
NJ,0,0.1673716557150163,28.0,29.0
NJ,0,0.2860812547591017,29.0,30.0
NJ,0,0.3826146890961934,30.0,31.0
NJ,0,0.4297866290283771,31.0,32.0
NJ,0,0.444415276111368,32.0,33.0
NJ,0,0.4742508959435684,33.0,34.0
NJ,0,0.4742508959435684,34.0,38.0
NJ,1,0.4762640956457662,38.0,39.0
NM,0,0.0325517821016918,0.0,26.0
NM,0,0.0498562950033805,26.0,27.0
NM,0,0.0615814432732588,27.0,28.0
NM,1,0.0934256593024105,28.0,29.0
NV,0,0.0391921860967301,0.0,26.0
NV,0,0.0641007606443861,26.0,27.0
NV,0,0.0834498472382464,27.0,28.0
NV,0,0.1142907862559364,28.0,29.0
NV,0,0.2080097872200784,29.0,30.0
NV,0,0.3866549784540997,30.0,31.0
NV,0,0.461579768470005,31.0,32.0
NV,0,0.4643899969441881,32.0,33.0
NV,0,0.4661934230457186,33.0,34.0
NV,0,0.4681219359423907,34.0,40.0
NV,0,0.4730346213058174,40.0,41.0
NY,0,0.0181906208411962,0.0,26.0
NY,0,0.0208431230783592,26.0,27.0
NY,0,0.0749899990063481,27.0,28.0
NY,1,0.0976474816328069,28.0,29.0
OH,0,0.0343473448231755,0.0,26.0
OH,0,0.0376642718832015,26.0,27.0
OH,0,0.0418453187571282,27.0,28.0
OH,1,0.1429715687707809,28.0,29.0
OK,0,0.0042207911204624,0.0,26.0
OK,0,0.0109293063248309,26.0,27.0
OK,0,0.0450897521669632,27.0,28.0
OK,0,0.1185091189146514,28.0,29.0
OK,0,0.2483668233364164,29.0,30.0
OK,0,0.3690255358874454,30.0,31.0
OK,0,0.4133268099146835,31.0,32.0
OK,0,0.4138944527392161,32.0,33.0
OK,0,0.4199422925107954,33.0,34.0
OK,0,0.4503959635522283,34.0,40.0
OK,0,0.5018700315423305,40.0,41.0
OR,0,0.0013482377171444,0.0,26.0
OR,0,0.0240228711618447,26.0,27.0
OR,0,0.0320219672296769,27.0,28.0
OR,0,0.1021727648974804,28.0,29.0
OR,0,0.2097560748542783,29.0,30.0
OR,0,0.3083853424646718,30.0,31.0
OR,0,0.3784097133309319,31.0,32.0
OR,0,0.4099859881079998,32.0,33.0
OR,0,0.4205453532190095,33.0,34.0
OR,0,0.4636127493392497,34.0,40.0
OR,0,0.5081945728186198,40.0,41.0
PA,0,0.0026049170384552,0.0,26.0
PA,0,0.0152516400033059,26.0,27.0
PA,0,0.031409277566428,27.0,28.0
PA,1,0.1246312752403352,28.0,29.0
RI,0,0.0237127488045478,0.0,26.0
RI,1,0.0475677965448136,26.0,27.0
SC,0,0.0267721252401248,0.0,26.0
SC,0,0.034889157598536,26.0,27.0
SC,0,0.0380934705090719,27.0,28.0
SC,0,0.0662428063487975,28.0,29.0
SC,0,0.1693435782943132,29.0,30.0
SC,0,0.4075343483732331,30.0,31.0
SC,0,0.474635231850781,31.0,32.0
SC,0,0.4951560586534251,32.0,33.0
SC,0,0.5465739235425263,33.0,34.0
SC,0,0.5686505530068646,34.0,40.0
SC,0,0.612416460052752,40.0,41.0
SD,0,0.1493918463057824,0.0,26.0
SD,0,0.1557178018072783,26.0,27.0
SD,0,0.1633129001179852,27.0,28.0
SD,0,0.2024160871234935,28.0,29.0
SD,0,0.2903325967513472,29.0,30.0
SD,0,0.4115017111605804,30.0,31.0
SD,0,0.4812729797831743,31.0,32.0
SD,0,0.4823820936243952,32.0,33.0
SD,0,0.5071223179946045,33.0,34.0
SD,0,0.5166013242680135,34.0,40.0
SD,0,0.5167123673210989,40.0,41.0
TN,0,0.0035832908114282,0.0,26.0
TN,0,0.0058816646088852,26.0,27.0
TN,0,0.0382815910424177,27.0,28.0
TN,0,0.0786754353839348,28.0,29.0
TN,0,0.1531285833250267,29.0,30.0
TN,0,0.377870204001987,30.0,31.0
TN,0,0.4119354969526608,31.0,32.0
TN,0,0.413185096969563,32.0,33.0
TN,0,0.4189673047241192,33.0,34.0
TN,0,0.4284784924020566,34.0,40.0
TN,0,0.4619248577841294,40.0,41.0
TX,1,0.0,0.0,20.0
UT,0,0.0404726367740157,0.0,26.0
UT,0,0.0433199855429846,26.0,27.0
UT,0,0.0461179537636117,27.0,28.0
UT,0,0.0880859200406381,28.0,29.0
UT,0,0.1657634923041281,29.0,30.0
UT,0,0.3383444162060161,30.0,31.0
UT,0,0.373590357220661,31.0,32.0
UT,0,0.379105956087903,32.0,33.0
UT,0,0.4012323926935271,33.0,34.0
UT,0,0.4299929854212263,34.0,40.0
UT,0,0.4513435034464357,40.0,41.0
VA,0,0.0077187185440216,0.0,26.0
VA,0,0.0095606117765927,26.0,27.0
VA,0,0.0361006093166306,27.0,28.0
VA,0,0.1287896964864133,28.0,29.0
VA,0,0.2414246895932775,29.0,30.0
VA,0,0.3481631823951065,30.0,31.0
VA,0,0.3594107111783493,31.0,32.0
VA,0,0.3699958763883252,32.0,33.0
VA,0,0.3884789793204627,33.0,34.0
VA,0,0.4043126560613771,34.0,40.0
VA,1,0.4061255220526506,40.0,41.0
VT,0,0.0060394736705214,0.0,26.0
VT,0,0.0320198466539858,26.0,27.0
VT,0,0.0443729466928505,27.0,28.0
VT,0,0.1255272927041322,28.0,29.0
VT,0,0.155315317606297,29.0,30.0
VT,0,0.2434463210711816,30.0,31.0
VT,0,0.2797908206821023,31.0,32.0
VT,0,0.3175583948197347,32.0,33.0
VT,0,0.3182777968507105,33.0,34.0
VT,0,0.3583732537736332,34.0,40.0
VT,0,0.3801497546875306,40.0,41.0
WA,0,0.0296033943062271,0.0,26.0
WA,1,0.0349024917461895,26.0,27.0
WI,0,0.0080627631810041,0.0,26.0
WI,1,0.0119965917766397,26.0,27.0
WV,0,0.0162527298384077,0.0,26.0
WV,0,0.0385872592828027,26.0,27.0
WV,0,0.0391707416618864,27.0,28.0
WV,0,0.060553980855024,28.0,29.0
WV,0,0.1676523849093048,29.0,30.0
WV,0,0.2821540488829748,30.0,31.0
WV,0,0.3465558951307819,31.0,32.0
WV,0,0.3720667968966,32.0,33.0
WV,0,0.381281874433662,33.0,34.0
WV,0,0.384063488591949,34.0,40.0
WV,0,0.4991644555073508,40.0,41.0
WY,0,0.0721868076985016,0.0,26.0
WY,0,0.0995416094996235,26.0,27.0
WY,0,0.0998549501030846,27.0,28.0
WY,0,0.1528345917339546,28.0,29.0
WY,0,0.2007513557254805,29.0,30.0
WY,0,0.3211705718671672,30.0,31.0
WY,0,0.4050186851185253,31.0,32.0
WY,0,0.4568721549016326,32.0,33.0
WY,0,0.4788095448816301,33.0,34.0
WY,0,0.4851279748635279,34.0,40.0
WY,0,0.5673207942455202,40.0,41.0
