id,event,w_ghg_targets_21_slp,start,stop
ME,1,0.0844739865956073,23.0,24.0
MI,0,0.0,0.0,23.0
MI,0,0.0162662974982241,23.0,24.0
MI,0,0.0399311161220598,24.0,25.0
MI,0,0.0542532537658543,25.0,26.0
MI,0,0.0542532537658543,26.0,27.0
MI,0,0.0854307234543893,27.0,28.0
MI,0,0.098557815819682,28.0,29.0
MI,1,0.2169175345253666,29.0,30.0
MN,0,0.0,0.0,23.0
MN,0,0.0851216017233805,23.0,24.0
MN,0,0.0888852539656724,24.0,25.0
MN,0,0.1081710849362849,25.0,26.0
MN,0,0.1081710849362849,26.0,27.0
MN,1,0.1209331206252998,27.0,28.0
MO,0,0.0,0.0,23.0
MO,0,0.0766825911561134,23.0,24.0
MO,0,0.0772194617374989,24.0,25.0
MO,0,0.1507591835980558,25.0,26.0
MO,0,0.1507591835980558,26.0,27.0
MO,0,0.1724344277711693,27.0,28.0
MO,0,0.1953282475325216,28.0,29.0
MO,0,0.3746907193107243,29.0,30.0
MO,0,0.4210862859281812,30.0,31.0
MO,0,0.4883201716215438,31.0,32.0
MO,0,0.5765422743835866,32.0,40.0
MO,0,0.6324666758277757,40.0,41.0
MS,0,0.0,0.0,23.0
MS,0,0.0489316348265474,23.0,24.0
MS,0,0.0700796242345477,24.0,25.0
MS,0,0.0808346701826344,25.0,26.0
MS,0,0.0808346701826344,26.0,27.0
MS,0,0.1413148940730773,27.0,28.0
MS,0,0.1558352421450659,28.0,29.0
MS,0,0.3147588791276009,29.0,30.0
MS,0,0.331174429809786,30.0,31.0
MS,0,0.3423698858209116,31.0,32.0
MS,0,0.4268159605168721,32.0,40.0
MS,0,0.4526959519926513,40.0,41.0
MT,0,0.0,0.0,23.0
MT,0,0.1119420556196826,23.0,24.0
MT,0,0.1664335187068857,24.0,25.0
MT,0,0.1726802303846468,25.0,26.0
MT,0,0.1726802303846468,26.0,27.0
MT,0,0.2173902705119586,27.0,28.0
MT,0,0.229025343638369,28.0,29.0
MT,0,0.3330749670143877,29.0,30.0
MT,0,0.3738967277042621,30.0,31.0
MT,0,0.4462967493567923,31.0,32.0
MT,0,0.4582996130951552,32.0,40.0
MT,1,0.5068823859159338,40.0,41.0
NC,0,0.0,0.0,23.0
NC,0,0.078942370673632,23.0,24.0
NC,0,0.0826361592228926,24.0,25.0
NC,0,0.0922519156971831,25.0,26.0
NC,0,0.0922519156971831,26.0,27.0
NC,0,0.2433911473335631,27.0,28.0
NC,0,0.290435698620289,28.0,29.0
NC,0,0.3981196288444427,29.0,30.0
NC,0,0.4896054756947579,30.0,31.0
NC,0,0.5114805350507814,31.0,32.0
NC,1,0.515316008707968,32.0,39.0
ND,0,0.0,0.0,23.0
ND,0,0.0834819370383927,23.0,24.0
ND,0,0.1122763573178424,24.0,25.0
ND,0,0.117454822193515,25.0,26.0
ND,0,0.117454822193515,26.0,27.0
ND,0,0.2157885111871154,27.0,28.0
ND,0,0.2163762399541327,28.0,29.0
ND,0,0.2996015487242159,29.0,30.0
ND,0,0.3886263352889111,30.0,31.0
ND,0,0.4221899743449721,31.0,32.0
ND,0,0.4338377672042772,32.0,40.0
ND,0,0.4561319485449858,40.0,41.0
NE,0,0.0,0.0,23.0
NE,0,0.079121550124541,23.0,24.0
NE,0,0.1011676403006825,24.0,25.0
NE,0,0.1416385708555535,25.0,26.0
NE,0,0.1416385708555535,26.0,27.0
NE,0,0.2021694965883396,27.0,28.0
NE,0,0.2055858573736004,28.0,29.0
NE,0,0.3615899779367548,29.0,30.0
NE,0,0.3930324337590574,30.0,31.0
NE,0,0.4317011363690436,31.0,32.0
NE,0,0.4509535839349897,32.0,40.0
NE,0,0.47963618240266,40.0,41.0
NH,1,0.0,0.0,22.0
NJ,0,0.0,0.0,23.0
NJ,0,0.0685825726672306,23.0,24.0
NJ,0,0.068793054967861,24.0,25.0
NJ,0,0.0735520085823948,25.0,26.0
NJ,0,0.0735520085823948,26.0,27.0
NJ,1,0.117798045864173,27.0,28.0
NM,0,0.0,0.0,23.0
NM,0,0.0420647617956141,23.0,24.0
NM,0,0.113079742622899,24.0,25.0
NM,1,0.1265468995105226,25.0,26.0
NV,0,0.0,0.0,23.0
NV,0,0.0676723126734784,23.0,24.0
NV,0,0.1056948184657148,24.0,25.0
NV,0,0.1531619328589192,25.0,26.0
NV,0,0.1531619328589192,26.0,27.0
NV,0,0.1826745300342362,27.0,28.0
NV,0,0.1854847585084193,28.0,29.0
NV,0,0.3099801459430906,29.0,30.0
NV,0,0.3567617229459631,30.0,31.0
NV,0,0.4483814480946945,31.0,32.0
NV,1,0.4803241445267896,32.0,40.0
NY,1,0.0,0.0,23.0
OH,0,0.0,0.0,23.0
OH,0,0.0749718690171933,23.0,24.0
OH,0,0.0842738327522098,24.0,25.0
OH,0,0.1421602603193632,25.0,26.0
OH,0,0.1421602603193632,26.0,27.0
OH,0,0.1642939006744716,27.0,28.0
OH,0,0.2123780648399743,28.0,29.0
OH,0,0.4190741706359,29.0,30.0
OH,0,0.4968003051814053,30.0,31.0
OH,0,0.5167921186413065,31.0,32.0
OH,0,0.5432802854578018,32.0,40.0
OH,0,0.5936098291843668,40.0,41.0
OK,0,0.0,0.0,23.0
OK,0,0.1023500736757184,23.0,24.0
OK,0,0.1086724317572822,24.0,25.0
OK,0,0.1221918594691223,25.0,26.0
OK,0,0.1221918594691223,26.0,27.0
OK,0,0.1382236078528991,27.0,28.0
OK,0,0.1387912506774317,28.0,29.0
OK,0,0.3313953584882984,29.0,30.0
OK,0,0.4086187258224483,30.0,31.0
OK,0,0.4252591323114336,31.0,32.0
OK,0,0.4428645794990792,32.0,40.0
OK,0,0.476495456201117,40.0,41.0
OR,0,0.0,0.0,23.0
OR,0,0.0825813937690992,23.0,24.0
OR,0,0.0871967229901299,24.0,25.0
OR,0,0.0998809582603636,25.0,26.0
OR,0,0.0998809582603636,26.0,27.0
OR,1,0.1325221895523548,27.0,28.0
PA,0,0.0,0.0,23.0
PA,0,0.0326680477978766,23.0,24.0
PA,0,0.040256016864583,24.0,25.0
PA,0,0.0402632348333427,25.0,26.0
PA,0,0.0402632348333427,26.0,27.0
PA,0,0.0553341986101858,27.0,28.0
PA,0,0.1206982983684083,28.0,29.0
PA,0,0.3381605707646365,29.0,30.0
PA,0,0.3773541492562193,30.0,31.0
PA,0,0.4367613089351855,31.0,32.0
PA,1,0.4534036045386932,32.0,40.0
RI,1,0.0,0.0,22.0
SC,0,0.0,0.0,23.0
SC,0,0.0546239320006454,23.0,24.0
SC,0,0.0593423565273149,24.0,25.0
SC,0,0.0669168341633486,25.0,26.0
SC,0,0.0669168341633486,26.0,27.0
SC,0,0.1318915541457784,27.0,28.0
SC,0,0.1524123809484224,28.0,29.0
SC,0,0.3422798696334367,29.0,30.0
SC,0,0.3810335815067232,30.0,31.0
SC,0,0.4534997944673015,31.0,32.0
SC,0,0.4934517155159844,32.0,40.0
SC,0,0.5097692482230778,40.0,41.0
SD,0,0.0,0.0,23.0
SD,0,0.0447537971150195,23.0,24.0
SD,0,0.1021663240000738,24.0,25.0
SD,0,0.1111878351688092,25.0,26.0
SD,0,0.1111878351688092,26.0,27.0
SD,0,0.1237208816835958,27.0,28.0
SD,0,0.1248299955248168,28.0,29.0
SD,0,0.2330847353677538,29.0,30.0
SD,0,0.2689946055050567,30.0,31.0
SD,0,0.2963490043707751,31.0,32.0
SD,0,0.3133571040027413,32.0,40.0
SD,0,0.359789329430885,40.0,41.0
TN,0,0.0,0.0,23.0
TN,0,0.0842565799373776,23.0,24.0
TN,0,0.1544614842013001,24.0,25.0
TN,0,0.1578287315326677,25.0,26.0
TN,0,0.1578287315326677,26.0,27.0
TN,0,0.1860117872464228,27.0,28.0
TN,0,0.187261387263325,28.0,29.0
TN,0,0.2978121348831507,29.0,30.0
TN,0,0.3651946752425161,30.0,31.0
TN,0,0.419766498431144,31.0,32.0
TN,0,0.4722398861240506,32.0,40.0
TN,0,0.4777445072399996,40.0,41.0
TX,0,0.0,0.0,23.0
TX,0,0.1271299313917003,23.0,24.0
TX,0,0.1319393654469362,24.0,25.0
TX,0,0.1498324118339038,25.0,26.0
TX,0,0.1498324118339038,26.0,27.0
TX,0,0.2326401841566945,27.0,28.0
TX,0,0.2453082269715623,28.0,29.0
TX,0,0.3947920558635044,29.0,30.0
TX,0,0.410176155777339,30.0,31.0
TX,0,0.4568982908735153,31.0,32.0
TX,0,0.4571794595181284,32.0,40.0
TX,0,0.4676722164277453,40.0,41.0
UT,0,0.0,0.0,23.0
UT,0,0.0484105014068755,23.0,24.0
UT,0,0.0610447693908201,24.0,25.0
UT,0,0.0710240777719339,25.0,26.0
UT,0,0.0710240777719339,26.0,27.0
UT,0,0.0968039543278393,27.0,28.0
UT,0,0.1023195531950814,28.0,29.0
UT,0,0.2198945079837019,29.0,30.0
UT,0,0.2446732249245937,30.0,31.0
UT,0,0.300768195219721,31.0,32.0
UT,0,0.3214474245353793,32.0,40.0
UT,0,0.3298139228240161,40.0,41.0
VA,1,0.0,0.0,22.0
VT,1,0.0,0.0,22.0
WA,0,0.0,0.0,23.0
WA,0,0.1035812048689089,23.0,24.0
WA,0,0.1073418615824866,24.0,25.0
WA,0,0.1141677261931786,25.0,26.0
WA,0,0.1141677261931786,26.0,27.0
WA,1,0.1351824608460089,27.0,28.0
WI,0,0.0,0.0,23.0
WI,0,0.037035805357432,23.0,24.0
WI,0,0.0467970402437295,24.0,25.0
WI,0,0.057989720096134,25.0,26.0
WI,0,0.057989720096134,26.0,27.0
WI,0,0.0660385776641287,27.0,28.0
WI,0,0.097450766476763,28.0,29.0
WI,0,0.2571699175380293,29.0,30.0
WI,0,0.2843524326338058,30.0,31.0
WI,0,0.3250977784743106,31.0,32.0
WI,0,0.342356321034273,32.0,40.0
WI,0,0.3465878673728952,40.0,41.0
WV,0,0.0,0.0,23.0
WV,0,0.0356968430128904,23.0,24.0
WV,0,0.0540023296900633,24.0,25.0
WV,0,0.0733031246431091,25.0,26.0
WV,0,0.0733031246431091,26.0,27.0
WV,0,0.0969748997234457,27.0,28.0
WV,0,0.1224858014892639,28.0,29.0
WV,0,0.3507395723163959,29.0,30.0
WV,0,0.3681768905992192,30.0,31.0
WV,0,0.4351577784961962,31.0,32.0
WV,0,0.4843228884150101,32.0,40.0
WV,0,0.497342275164757,40.0,41.0
WY,0,0.0,0.0,23.0
WY,0,0.0475694815772538,23.0,24.0
WY,0,0.0863703569935325,24.0,25.0
WY,0,0.1061456203281108,25.0,26.0
WY,0,0.1061456203281108,26.0,27.0
WY,0,0.1452398151548267,27.0,28.0
WY,0,0.197093284937934,28.0,29.0
WY,0,0.4187152957610852,29.0,30.0
WY,0,0.4579015797878025,30.0,31.0
WY,0,0.4649804194072341,31.0,32.0
WY,0,0.4828325444539304,32.0,40.0
WY,0,0.4926044191430812,40.0,41.0
