id,event,environment_utility_deregul_slp,pc01,pc02,pc03,pc07,pc11,pc13,start,stop
AK,0,0.2806072485798885,2.1381659614180446,2.0752009457257574,2.382609730451576,2.9487596547760417,1.387056283166166,1.2025662144643998,30.0,31.0
AK,0,0.2806072485798885,2.070052242075146,2.10404088638179,2.6421522150093,2.7511982720934256,1.3757125044928744,0.38402759981097223,31.0,32.0
AK,0,0.2806072485798885,2.0995218558415516,2.0521986238881795,2.677078790859248,3.122156368517501,1.3722497640832596,0.7732517764874126,32.0,33.0
AK,0,0.2806072485798885,1.985123207360817,2.036099020254908,2.5461442686999693,2.6252027305364,1.402596273217753,0.9709103356187122,33.0,34.0
AK,0,0.2806072485798885,1.998359384218556,1.949395916338971,2.4536704507466336,2.9261723624260214,1.3518005360151621,1.5281107441683586,34.0,35.0
AK,0,0.2806072485798885,1.8476094900961977,1.8122613529540212,1.8984510874601526,2.4693440590215383,1.3798586726562039,3.0564011909784963,35.0,36.0
AK,0,0.2806072485798885,1.6510294999876536,1.9096933309186308,1.4943372061402311,1.1400712545003109,1.5311062790144194,3.6392351375489627,36.0,37.0
AK,0,0.2806072485798885,1.77128186194681,1.8832925231636526,1.6643070926411925,1.968018554259325,1.4712355081644808,3.6901978046542023,37.0,38.0
AK,0,0.2806072485798885,1.7978652606085437,1.9044906993656876,1.6673579152732145,1.9805694452332043,1.5709244950070662,3.883566978105404,38.0,39.0
AK,0,0.2806072485798885,1.7708379892089285,1.8681419937760222,1.5853208442278193,1.9431434815609858,1.5925931562378588,4.424578715038793,39.0,40.0
AK,0,0.2806072485798885,1.723630271935106,1.8013881968891439,1.381626493983951,1.84978298974624,1.4844433468295721,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.1270080498668655,-1.9415168857903595,0.020253155450745394,-0.34579102210894175,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.1289888086087254,-1.940711812773341,0.02534046196664281,-0.3528224345954901,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.1454779038013017,-1.9021332197359107,0.06857929178716465,-0.6818639458651057,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.1534766067856275,-1.8654320211035984,0.060446066029623394,-0.5888182605298379,0.20973045342615465,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.158745143675321,-1.7863777487185095,0.04832590831530995,-0.47713691542631437,0.35887372807082507,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.4580367508410148,-1.7743861467022948,-0.26679523073534067,0.6766357526446131,-0.10355851573914537,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.4835722626682992,-1.7405332573800893,-0.3204598457789919,0.8008878937310713,-0.1321245185550491,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.490274580803683,-1.6766208864656855,-0.3090179560984024,0.7930349694630143,0.08034252680176188,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.4765066382281768,-1.6268246790122896,-0.28025220348920366,0.8486724374603862,0.414385827751667,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.4856124288839427,-1.5799923447796953,-0.2669348984427284,0.7500510046906231,0.4811341752742352,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.4792955941475472,-1.5564043236963454,-0.27125186165062304,0.8685029044806666,0.5941984283852143,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4955805447203894,-1.4943549261637525,-0.2497946384365463,0.9039327127342585,0.8636917143411362,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.5441290540515382,-1.3460772438286988,-0.28851267467448855,0.8453675585507819,0.53272997947698,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.5410819287525261,-1.3336556499030525,-0.28221675126588497,0.8811259798442879,0.5478037920296641,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.5446623565171098,-1.2764022956101304,-0.2525095555683984,0.6680995684970266,0.5388167105133732,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.2370429085831867,-1.187334327287312,0.0008384612578240006,-0.051062637456967944,1.0636870601328345,15.0,16.0
AL,0,0.0,0.517003653923038,-1.2469036000895535,-1.1196490463359468,0.01080215856899766,-0.15236224256163,0.976063060941244,16.0,17.0
AL,0,0.0,0.23826149576531955,-1.3942418931726692,-0.6847536024049633,-0.17649268085655334,-0.4802276923216888,-0.981800250235,17.0,18.0
AL,0,0.05878197112549,0.20286979630316454,-1.4088237945292124,-0.6220466607982866,-0.1721443989409072,-0.43900393622949374,-0.8538428373082144,18.0,19.0
AL,0,0.1160077211094448,0.19885140416760586,-1.4089845622217139,-0.6135882461272697,-0.17153346577776904,-0.41681537608696817,-0.7155099114528907,19.0,20.0
AL,0,0.1930516442501887,0.11321189343385911,-1.3529663803725034,-0.6504771729506306,-0.7780188090296395,-0.2555214014546464,-0.8238462457591185,20.0,21.0
AL,0,0.2126826578358905,0.22889993380664087,-1.4674364466044967,-0.5180137911192778,0.29377349177638185,-0.3964302336359749,-0.515022691719421,21.0,22.0
AL,0,0.2377111068328141,0.16654140635273385,-1.4600075973370406,-0.4784326514115255,0.051915925713480734,-0.39398525792531114,-0.6386413424712848,22.0,23.0
AL,0,0.2377111068328141,0.2054815820609324,-1.4795251289134463,-0.42178067304079475,0.34104990046925515,-0.41178656925849966,-0.4725278618173674,23.0,24.0
AL,0,0.2727282398264757,0.2610535093780909,-1.5453915430259322,-0.265348682401156,0.9933002369851535,-0.47577264734480684,-0.10455876615998531,24.0,25.0
AL,0,0.2727282398264757,0.20569300984447342,-1.5551729050156864,-0.19088582189882602,0.6626690122244646,-0.26453988022862546,-0.21634564692162678,25.0,26.0
AL,0,0.2727282398264757,0.10945317388952269,-1.4769327824261913,-0.24631916615030852,-0.07517283676669265,-0.10524882254944934,-0.18256287219467204,26.0,27.0
AL,0,0.2727282398264757,0.20764963791425312,-1.5317939911825171,-0.17725954059892257,0.5899876449472183,-0.165135267219604,0.0058139512671922765,27.0,28.0
AL,0,0.2727282398264757,0.11523133601730688,-1.4642211253854127,-0.23251065927863424,-0.04954404780167949,-0.2014845892146411,-0.1144128771215726,28.0,29.0
AL,0,0.2751528927565962,0.21079451383431233,-1.5814413400471385,-0.179671083640212,0.9480412995983758,-0.5972649793403888,0.16449022530870966,29.0,30.0
AL,0,0.2751528927565962,0.26490422795167273,-1.5757690682465078,-0.18492109398345266,1.089469862542435,-0.45142871948046287,0.390193317030633,30.0,31.0
AL,0,0.2751528927565962,0.21437148202290154,-1.5489012003943732,-0.17724596268048828,0.8103020492253071,-0.5164730713523502,0.3871115805768181,31.0,32.0
AL,0,0.2751528927565962,0.3280368478478652,-1.52484741027,0.6308639754543559,0.6176310906795891,-1.0138422549748671,0.1215434331472098,32.0,33.0
AL,0,0.2751528927565962,0.2852756283050428,-1.543290605742347,0.6805765155671292,0.6082264954198487,-1.075088441291205,0.1339942710206393,33.0,34.0
AL,0,0.2751528927565962,0.2360311627216896,-1.5050575241977462,0.6334918850705347,0.20238701227581146,-0.9614098392136183,0.11614166144307844,34.0,35.0
AL,0,0.2751528927565962,0.11037146774984928,-1.4551052392611648,0.6020831399095868,-0.4881255985936939,-0.9337657607901455,0.026463794727558176,35.0,36.0
AL,0,0.2751528927565962,0.0825462257424093,-1.4713522149793248,0.6321887614152297,-0.4624150000386709,-0.924573095174061,0.14758835482002355,36.0,37.0
AL,0,0.2751528927565962,0.00575426848519931,-1.4615020457273558,0.7026814158481569,-0.6883119945209675,-0.964462029742511,0.11110744809689248,37.0,38.0
AL,0,0.2751528927565962,-0.014759813678432836,-1.4687167337584368,0.754094842997611,-0.6889098489118204,-0.8969207725451311,0.22747151237320018,38.0,39.0
AL,0,0.2751528927565962,-0.05737492577336547,-1.4870863674426218,0.8162703675109196,-0.6781023275632746,-0.9891539140373753,0.2931294544122648,39.0,40.0
AL,0,0.2751528927565962,-0.022613357319160393,-1.472698155718951,0.7529663427637572,-0.6661899845299203,-1.1706735732615092,0.14570459373359096,40.0,41.0
AR,0,0.0,0.9289747312193423,-0.6075951510887292,-1.7735906481419454,0.09826787831820027,-1.1360944812740243,-0.6830902721373726,0.0,1.0
AR,0,0.0,0.9527479463783174,-0.5993655138111563,-1.7952864105668886,0.07638691781418909,-0.9506652726380307,-0.6878626883919623,1.0,2.0
AR,0,0.0,0.9656662941266214,-0.5946387448897887,-1.8069507707258965,0.06393930101989571,-0.8511292239502326,-0.6899186193804474,2.0,3.0
AR,0,0.0,0.9878046207767986,-0.5865190997431916,-1.843835524790264,0.06949810880001941,-0.6764032364722767,-0.10338965854436644,3.0,4.0
AR,0,0.0,0.9441356851361324,-0.5999447926956332,-1.7377097657324598,0.09336116796050133,-0.7595274726365644,0.2257818925828593,4.0,5.0
AR,0,0.0,1.0472031345366872,-0.7513218691398637,-1.7978086807595595,-0.04010679173911035,-0.14843167992584652,0.2847511920909977,5.0,6.0
AR,0,0.0,1.0511043390295414,-0.7566330548528878,-1.8232434277583824,-0.06593422907172398,0.027303520455353086,0.6339834621211412,6.0,7.0
AR,0,0.0,1.022847540128386,-0.7660873776206463,-1.7626499201585615,-0.04897360598988494,-0.05689150707402598,0.7724915045457511,7.0,8.0
AR,0,0.0,1.043519816383977,-0.7505928419482083,-1.7489914586829394,-0.03802735633507748,0.08977248128207678,1.143433851265018,8.0,9.0
AR,0,0.0,0.986419266611079,-0.7723469947404519,-1.6301357896232371,-0.036862261581662954,-0.054574201404344366,1.0238359557550365,9.0,10.0
AR,0,0.0,0.9955634268143128,-0.7647613625799908,-1.6328997612297014,-0.015448550559009403,-0.037831456904656884,1.3144467387962206,10.0,11.0
AR,0,0.0,0.9714016582664299,-0.7734553634977878,-1.5734119953180994,-0.009201761197924386,-0.05746860657580243,1.4166395992165028,11.0,12.0
AR,0,0.0,0.9049336040783373,-0.8039958731757458,-1.4493699393012627,-0.030070503416832324,0.01572213510231846,1.3894605059919714,12.0,13.0
AR,0,0.0,0.8504905193751012,-0.8253615107046163,-1.3677903147943395,0.0056355712961722116,-0.12464955488367954,1.5169554581323947,13.0,14.0
AR,0,0.0,0.802827821934563,-0.8496163899342701,-1.2674682166442186,-0.03316103208867101,-0.05025026389980289,1.328262496547307,14.0,15.0
AR,0,0.0,0.7574869547676023,-0.8092724064819007,-1.2095121695274054,0.008586444204373033,0.02475486695946706,1.6439803042688808,15.0,16.0
AR,0,0.0,0.7362607459651443,-0.8163818404885669,-1.1467765326853059,0.008902178421717234,0.014279500025910077,1.5830325714438118,16.0,17.0
AR,0,0.0,0.48404578439177254,-0.9502827613285423,-0.761843889174302,-0.14739458972774735,-0.35156228528198225,-0.14008465600538375,17.0,18.0
AR,0,0.0165819450275902,0.501822819655348,-0.9413020952716021,-0.7833927299429653,-0.14372640391073124,-0.235949482965939,0.058431695497390135,18.0,19.0
AR,0,0.1313546493701252,0.5034508003905734,-0.936904814095317,-0.7525869098807261,-0.14244082089754084,-0.15388914089633118,0.218271165152931,19.0,20.0
AR,0,0.1764709999462626,0.3088331317620551,-0.836961753878996,-0.8087754075967777,-1.3914062935077947,0.06310589584524255,-0.2391474801788051,20.0,21.0
AR,0,0.2245933922364381,0.4687775091497891,-0.9511842386322393,-0.6847823706280958,-0.18341794074885812,-0.11610550551830226,0.0813839760578742,21.0,22.0
AR,0,0.2365437571099881,0.4050381875913728,-0.9339730567692608,-0.645370243150307,-0.45301452468934744,-0.2137753709809064,-0.049431203167000594,22.0,23.0
AR,0,0.2365437571099881,0.45001303613451066,-0.9840140149008485,-0.5458151184531098,0.010181956708584914,-0.22011973469594057,0.1253120436918031,23.0,24.0
AR,0,0.2449974022851222,0.5352763263218777,-1.0689865275525776,-0.39181453478593964,0.8293909707999702,-0.25361939655235244,0.44653741440591277,24.0,25.0
AR,0,0.2449974022851222,0.464735299177417,-0.9635959423233729,-0.3607801940812389,0.6405959369134518,-0.37881921697951065,0.6138935265436428,25.0,26.0
AR,0,0.2449974022851222,0.29470818647290825,-0.8239149384225578,-0.4425006490730585,-0.6703210976362358,-0.18894123286673967,0.4074054055871452,26.0,27.0
AR,0,0.2449974022851222,0.3973743226817971,-0.8919279256910003,-0.30242078062576644,0.11030265215765508,-0.32785800925125835,0.36948530827194354,27.0,28.0
AR,0,0.2449974022851222,0.36128745874957396,-0.8069159811354032,-0.3177791816053273,-0.4294073505717007,-0.17369956688147195,0.16732988977890856,28.0,29.0
AR,0,0.2732512463459228,0.43040218351270476,-0.9277077699265373,-0.23199696015621668,0.45939392582999544,-0.4078268294691782,0.2815848051059939,29.0,30.0
AR,0,0.2732512463459228,0.47650252684430067,-0.9298963049223814,-0.1980747551716404,0.6665437308107418,-0.35099750075039693,0.46048866641838426,30.0,31.0
AR,0,0.2732512463459228,0.4545106566468053,-0.8714853367465752,-0.21416298841965664,0.3003003698466088,-0.2479262660422787,0.42090677508233265,31.0,32.0
AR,0,0.2732512463459228,0.4536318886163315,-0.8792540525820473,-0.2265326428560669,0.326535678906764,-0.2723981982955056,0.6029091772323102,32.0,33.0
AR,0,0.2732512463459228,0.4821913489126116,-0.9173952705944663,-0.18046830415155068,0.6108589338659051,-0.15475785760247354,0.7550628102452106,33.0,34.0
AR,0,0.2732512463459228,0.6324500551597964,-0.8811966159571373,0.5718775385909108,0.44817844312393057,-0.6028145096459678,0.6075296279539042,34.0,35.0
AR,0,0.2732512463459228,0.5112983045481869,-0.8641513875015285,0.5121741774250477,-0.06954880767944355,-0.757539150057354,0.6190138398244438,35.0,36.0
AR,0,0.2732512463459228,0.35323713606499,-0.8192193322792407,0.4644231977573228,-0.8879875402441566,-0.61130142632314,0.4191676718757792,36.0,37.0
AR,0,0.2732512463459228,0.23778706806547562,-0.7737350744942472,0.45420203914726043,-1.5364377208708748,-0.4151839155271594,0.3118359349467113,37.0,38.0
AR,0,0.2732512463459228,0.22566972140008487,-0.7776390414626483,0.4898122174719167,-1.5436042388539768,-0.31455032534619964,0.42662571251576503,38.0,39.0
AR,0,0.2732512463459228,0.18456379416734411,-0.7938532623684516,0.5423825178088257,-1.520206091448291,-0.4494592824407819,0.553635911276665,39.0,40.0
AR,0,0.2732512463459228,0.18769602701991916,-0.7889408457499228,0.5533120088211955,-1.495580581717497,-0.693494814464877,0.4914981116632309,40.0,41.0
AZ,0,0.0,1.0517173715504213,-1.1945403315934096,-0.85154820155469,-0.3800912932838111,-2.4666952196901386,1.1979177721239873,0.0,1.0
AZ,0,0.0,1.0830564853711446,-1.190686179714392,-0.8825684758723383,-0.3949944666374569,-2.19428030499988,1.1774291837735595,1.0,2.0
AZ,0,0.0,1.0899161363076444,-1.1947239270366818,-0.891156120341879,-0.3883804913868785,-2.114520351994587,1.162976835504656,2.0,3.0
AZ,0,0.0,1.0342453342901545,-1.217122096116993,-0.8187696108369221,-0.3040435975912041,-2.4638442552471904,1.5910070057401677,3.0,4.0
AZ,0,0.0,0.9706333217092478,-1.2475461395297625,-0.6570397862947277,-0.30520428400646155,-2.455705081854542,1.5708008025017828,4.0,5.0
AZ,0,0.0,0.9680468588643162,-1.2826516108117065,-0.6174940520773232,-0.31061431219500424,-2.3084585821282317,1.670876069817261,5.0,6.0
AZ,0,0.0,0.8884084781989274,-1.3199300375550864,-0.5033677674141489,-0.2401543339436419,-2.6980919634949307,1.739178957517852,6.0,7.0
AZ,0,0.0,0.9044167501941334,-1.316222754831743,-0.5060937522210337,-0.20203455409866253,-2.6166570122474186,1.960960445248335,7.0,8.0
AZ,0,0.0,0.8933330699984419,-1.3143484148116014,-0.4409057037774174,-0.13617292466694475,-2.7439179029903675,2.0996016329006664,8.0,9.0
AZ,0,0.0,0.9189265547498722,-1.315396848271009,-0.41432755646374586,-0.2285312583529995,-2.2011885540014546,1.7298527023082204,9.0,10.0
AZ,0,0.0,0.798209963539186,-1.3710605209728746,-0.2499795551411745,-0.20744511452777875,-2.7014164628840605,1.3092651250415817,10.0,11.0
AZ,0,0.0,0.6757908753292593,-1.4386523948328522,-0.03887547302057506,-0.24126166656627168,-2.857894713363049,0.6326361533313546,11.0,12.0
AZ,0,0.0,0.7626741080893584,-1.3897255207172987,-0.1450654030255672,-0.13504504614097643,-2.569873984785326,1.9181388190542445,12.0,13.0
AZ,0,0.0,0.7506331952427282,-1.4036885799187904,-0.15520664541027349,-0.1340074579772629,-2.315001311444604,2.2885001065018193,13.0,14.0
AZ,0,0.0,0.6945961415146141,-1.4294833133405456,-0.05912284881764432,-0.11549259692029494,-2.332163065047141,2.2988178812382833,14.0,15.0
AZ,0,0.0,0.6081261621310636,-1.5145646096152665,0.09642475684999859,-0.11203721410180041,-2.46879664504617,2.0498282539347907,15.0,16.0
AZ,0,0.0,0.5154254301210723,-1.5657695482968603,0.23441918222634436,-0.1303245916558224,-2.4925493437780513,1.876003805559632,16.0,17.0
AZ,0,0.0,0.2715434297081233,-1.6957610501850422,0.5957914730571525,-0.2597497484388444,-2.7587148913754813,0.43264032404477976,17.0,18.0
AZ,0,0.0258474242204464,0.20810898242055684,-1.7287411044330205,0.7060946247030794,-0.27242569402361055,-2.6785589876296467,0.45852288524322327,18.0,19.0
AZ,0,0.0418077591940553,0.18914548765287964,-1.7389493749781884,0.7332826611986221,-0.2691674236435638,-2.566159024230894,0.6329507252306467,19.0,20.0
AZ,0,0.0878181622418836,-0.051086362382532696,-1.6103153099389609,0.6185184523965513,-1.8491559149402677,-2.257756305105522,0.2116787590276279,20.0,21.0
AZ,0,0.2414910733271822,0.10094609581068265,-1.7258492432210646,0.7123678142716354,-0.728032719590497,-2.3698913997696986,0.40981566704951267,21.0,22.0
AZ,0,0.25092646236589,0.043099615838003424,-1.703091703244328,0.7154940424421665,-1.03998278561714,-2.415500010464873,0.2757760466548297,22.0,23.0
AZ,0,0.25092646236589,0.10119411832280213,-1.7687692740036924,0.8046891843207341,-0.46267587127471893,-2.3755738208558768,0.5304774780068024,23.0,24.0
AZ,0,0.2547776181146066,0.19488197976951815,-1.8330514326389105,0.8783721096593485,0.2526199465812475,-2.3890787718325828,0.9197387229343389,24.0,25.0
AZ,0,0.2547776181146066,0.1429655460692046,-1.8399798008999126,0.9483646757465063,0.06463734594837717,-2.231840795871891,0.9139098003410993,25.0,26.0
AZ,0,0.2547776181146066,-0.022601082131992262,-1.7056159326400138,0.861252179493813,-1.2144890167828486,-1.9661784360599845,0.7516975234289944,26.0,27.0
AZ,0,0.2547776181146066,0.08902292531079019,-1.7767274696865678,0.950443644795335,-0.40853499429480544,-2.137546897387027,0.9553053614345856,27.0,28.0
AZ,0,0.2547776181146066,0.02864333367727501,-1.7039713998572747,0.8714763654891171,-1.0275645336398154,-2.144610819431698,0.7082784512933415,28.0,29.0
AZ,0,0.2690594868674778,0.23755109591347706,-1.804939629336192,0.8448370540080307,0.21924227216015052,-2.3840964933744604,1.10121908887222,29.0,30.0
AZ,0,0.2690594868674778,0.2530216949078933,-1.7857998173315364,0.8353534291923413,0.18988628757220694,-2.2629838533782594,1.2143890844774936,30.0,31.0
AZ,0,0.2690594868674778,0.18861604742663665,-1.7466708564152174,0.8604324481444554,-0.19382671206812732,-2.2346880552898054,1.1191267924325068,31.0,32.0
AZ,0,0.2690594868674778,0.07433463996577534,-1.7299292576299208,0.880730868024569,-0.6620702078227412,-2.189499600497329,1.0664590631796471,32.0,33.0
AZ,0,0.2690594868674778,0.10356724139029115,-1.8261982605419178,0.9873482661670913,-0.034950566325292566,-2.168142911063954,1.2859339973257449,33.0,34.0
AZ,0,0.2690594868674778,0.030088794456115106,-1.7850496510373224,0.956267782949227,-0.49708377981695745,-2.1549538581575267,1.2490616723492851,34.0,35.0
AZ,0,0.2690594868674778,-0.06389859174289479,-1.7883249994685013,0.9672108768672535,-0.787113936351715,-2.197069812988316,1.2964554324588635,35.0,36.0
AZ,0,0.2690594868674778,-0.15156079180898513,-1.7877269951336476,0.993527694322328,-1.0465212732438116,-2.22494236769771,1.330583447761656,36.0,37.0
AZ,0,0.2690594868674778,-0.17067030021237936,-1.811040363305856,1.089341714773893,-0.9219111972071974,-2.1933428858742743,1.371772363074473,37.0,38.0
AZ,0,0.2690594868674778,-0.19517930248059998,-1.823946606497308,1.1460150623119891,-0.9148076377449227,-2.1549348212410036,1.4235482626999243,38.0,39.0
AZ,0,0.2690594868674778,-0.24863906330403865,-1.8492870770208485,1.2093406616374673,-0.8977901559688765,-2.206099790847747,1.562608634655003,39.0,40.0
AZ,0,0.2690594868674778,-0.24477422854570094,-1.8411452842047649,1.2411607135589622,-0.877851087228887,-2.499620245976565,1.3693393476510247,40.0,41.0
CA,0,0.0,-0.12401923946222716,-1.724153304691769,-0.8397206775260136,0.9550018822927264,0.14363384119553804,-0.42733507359124157,0.0,1.0
CA,0,0.0,-0.1193556713035681,-1.7261292835036757,-0.8501410311610779,0.9644821382572265,0.22195211795581965,-0.4382538262346549,1.0,2.0
CA,0,0.0,-0.14730893773491172,-1.7396601935285654,-0.8303623776865031,1.003805028304175,0.04398194910137634,-0.44287368744029554,2.0,3.0
CA,0,0.0,-0.17014209302838307,-1.7520598833602843,-0.8083747503740447,1.0291503148817438,0.014052203793862678,-0.14912046685816166,3.0,4.0
CA,0,0.0,-0.20325699257568425,-1.761102672122725,-0.6887980186158196,1.0383562382259846,0.07926266578288499,-0.024293788136270113,4.0,5.0
CA,0,0.0,-0.20248576893340597,-1.8266464250482213,-0.6508510600053473,1.0047103165630116,0.2661815020766231,0.056939236260855175,5.0,6.0
CA,0,0.0,-0.24741636704993553,-1.8536258879998444,-0.6120664690494108,1.0119278238557623,0.21131565773937905,0.185999751594999,6.0,7.0
CA,0,0.0,-0.2701246676338126,-1.862682089795232,-0.5402073077960884,1.0197016701728319,0.2798854097303511,0.21788806812385836,7.0,8.0
CA,0,0.0,-0.30124292886792714,-1.8771334179771912,-0.46327608028730993,1.0211422433558772,0.33536738949455697,0.21762731964358195,8.0,9.0
CA,0,0.0,-0.3255430534735773,-1.884940543923033,-0.41100108794784324,1.0614712231519918,0.26472274245522404,0.34710740594880135,9.0,10.0
CA,0,0.0,-0.3324038594937734,-1.885915778113093,-0.37267322276066045,1.077337493042446,0.3212553638578498,0.41440396868238616,10.0,11.0
CA,0,0.0,-0.37697826230406883,-1.9113591712577291,-0.3330552055696111,1.0762857925844422,0.30259113594832765,0.32736018094291913,11.0,12.0
CA,0,0.0,-0.37426733994614364,-1.911387903189309,-0.338062118160583,1.0936842065320311,0.3088477336833544,0.3929201159557326,12.0,13.0
CA,0,0.0,-0.3626499225658452,-1.9038567635212937,-0.335036011642056,1.125657087536299,0.2580934929239191,0.5249582908112237,13.0,14.0
CA,0,0.0,-0.35004109984597215,-1.8961086383000385,-0.30969989985311686,1.1264564163107853,0.39739715873296966,0.6450728634120956,14.0,15.0
CA,0,0.0,-0.4010760215572231,-1.8652505063479827,-0.2288245744636841,1.1747356647855898,0.2318258549002953,0.7525700255096026,15.0,16.0
CA,0,0.0,-0.42918932861150805,-1.8750960193563089,-0.14089139191907737,1.1778699671180792,0.28180590084171486,0.7537753443079624,16.0,17.0
CA,0,0.0,-0.628951387486555,-1.9762095185596311,0.17682301996204466,1.0614914972815357,0.11423020173111535,-0.4510259638258469,17.0,18.0
CA,0,0.0964988411165062,-0.7226585796814482,-2.0166187405093403,0.3037780714564674,1.058000922330983,0.07790612537503788,-0.357693260413395,18.0,19.0
CA,0,0.2152036954910922,-0.7633429109103904,-2.0319615808304525,0.37239286818213796,1.0578262857113383,0.14233961864420072,-0.25827536784471794,19.0,20.0
