id,event,w_environment_solar_taxcred_sln,pc01,pc02,pc03,pc07,pc09,pc13,start,stop
AK,0,0.0,1.7708379892089285,1.8681419937760222,1.5853208442278193,1.9431434815609858,0.9781800429568793,4.424578715038793,39.0,40.0
AK,0,0.0,1.723630271935106,1.8013881968891439,1.381626493983951,1.84978298974624,0.9457036556981118,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.1270080498668655,-1.9415168857903595,0.020253155450745394,0.3309107896288258,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.1289888086087254,-1.940711812773341,0.02534046196664281,0.3296921613286044,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.1454779038013017,-1.9021332197359107,0.06857929178716465,0.2541318336866407,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.1534766067856275,-1.8654320211035984,0.060446066029623394,0.2502480635073124,0.20973045342615465,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.158745143675321,-1.7863777487185095,0.04832590831530995,0.24131086983849662,0.35887372807082507,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.4580367508410148,-1.7743861467022948,-0.26679523073534067,0.3929612825628709,-0.10355851573914537,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.4835722626682992,-1.7405332573800893,-0.3204598457789919,0.3802148963168508,-0.1321245185550491,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.490274580803683,-1.6766208864656855,-0.3090179560984024,0.35624866153820944,0.08034252680176188,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.4765066382281768,-1.6268246790122896,-0.28025220348920366,0.3634087948578124,0.414385827751667,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.4856124288839427,-1.5799923447796953,-0.2669348984427284,0.3272384237860542,0.4811341752742352,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.4792955941475472,-1.5564043236963454,-0.27125186165062304,0.3450243189521572,0.5941984283852143,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4955805447203894,-1.4943549261637525,-0.2497946384365463,0.33621985100297597,0.8636917143411362,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.5441290540515382,-1.3460772438286988,-0.28851267467448855,0.24840313395025726,0.53272997947698,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.5410819287525261,-1.3336556499030525,-0.28221675126588497,0.2519800944537117,0.5478037920296641,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.5446623565171098,-1.2764022956101304,-0.2525095555683984,0.18943554474543364,0.5388167105133732,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.2370429085831867,-1.187334327287312,0.0008384612578240006,0.07596390306847982,1.0636870601328345,15.0,16.0
AL,0,0.0,0.517003653923038,-1.2469036000895535,-1.1196490463359468,0.01080215856899766,0.030694797198282824,0.976063060941244,16.0,17.0
AL,0,0.0,0.23826149576531955,-1.3942418931726692,-0.6847536024049633,-0.17649268085655334,-0.2679569819159019,-0.981800250235,17.0,18.0
AL,0,0.0,0.20286979630316454,-1.4088237945292124,-0.6220466607982866,-0.1721443989409072,-0.2806472283517732,-0.8538428373082144,18.0,19.0
AL,0,0.25,0.19885140416760586,-1.4089845622217139,-0.6135882461272697,-0.17153346577776904,-0.2866586549752422,-0.7155099114528907,19.0,20.0
AL,0,0.25,0.11321189343385911,-1.3529663803725034,-0.6504771729506306,-0.7780188090296395,-0.20106602483080133,-0.8238462457591185,20.0,21.0
AL,0,0.25,0.22889993380664087,-1.4674364466044967,-0.5180137911192778,0.29377349177638185,-0.3536631987661459,-0.515022691719421,21.0,22.0
AL,0,0.25,0.16654140635273385,-1.4600075973370406,-0.4784326514115255,0.051915925713480734,-0.3584884948823616,-0.6386413424712848,22.0,23.0
AL,0,0.25,0.2054815820609324,-1.4795251289134463,-0.42178067304079475,0.34104990046925515,-0.39737142311626744,-0.4725278618173674,23.0,24.0
AL,0,0.25,0.2610535093780909,-1.5453915430259322,-0.265348682401156,0.9933002369851535,-0.5034764067073669,-0.10455876615998531,24.0,25.0
AL,0,0.25,0.20569300984447342,-1.5551729050156864,-0.19088582189882602,0.6626690122244646,-0.46368181925511215,-0.21634564692162678,25.0,26.0
AL,0,0.25,0.10945317388952269,-1.4769327824261913,-0.24631916615030852,-0.07517283676669265,-0.3495460289326295,-0.18256287219467204,26.0,27.0
AL,0,0.25,0.20764963791425312,-1.5317939911825171,-0.17725954059892257,0.5899876449472183,-0.4299589006958427,0.0058139512671922765,27.0,28.0
AL,0,0.25,0.11523133601730688,-1.4642211253854127,-0.23251065927863424,-0.04954404780167949,-0.3599387757325451,-0.1144128771215726,28.0,29.0
AL,0,0.25,0.21079451383431233,-1.5814413400471385,-0.179671083640212,0.9480412995983758,-0.5347490166982679,0.16449022530870966,29.0,30.0
AL,0,0.5,0.26490422795167273,-1.5757690682465078,-0.18492109398345266,1.089469862542435,-0.5058641081000932,0.390193317030633,30.0,31.0
AL,0,0.5,0.21437148202290154,-1.5489012003943732,-0.17724596268048828,0.8103020492253071,-0.4980170993063756,0.3871115805768181,31.0,32.0
AL,0,0.75,0.3280368478478652,-1.52484741027,0.6308639754543559,0.6176310906795891,1.0180784899791657,0.1215434331472098,32.0,33.0
AL,0,0.75,0.2852756283050428,-1.543290605742347,0.6805765155671292,0.6082264954198487,0.9817159434739835,0.1339942710206393,33.0,34.0
AL,0,0.75,0.2360311627216896,-1.5050575241977462,0.6334918850705347,0.20238701227581146,1.0448881981545597,0.11614166144307844,34.0,35.0
AL,0,0.75,0.11037146774984928,-1.4551052392611648,0.6020831399095868,-0.4881255985936939,1.1028612262024549,0.026463794727558176,35.0,36.0
AL,0,0.75,0.0825462257424093,-1.4713522149793248,0.6321887614152297,-0.4624150000386709,1.0865624260869646,0.14758835482002355,36.0,37.0
AL,0,0.75,0.00575426848519931,-1.4615020457273558,0.7026814158481569,-0.6883119945209675,1.0823486820024606,0.11110744809689248,37.0,38.0
AL,0,0.75,-0.014759813678432836,-1.4687167337584368,0.754094842997611,-0.6889098489118204,1.0801615204333481,0.22747151237320018,38.0,39.0
AL,0,0.75,-0.05737492577336547,-1.4870863674426218,0.8162703675109196,-0.6781023275632746,1.0394989914907582,0.2931294544122648,39.0,40.0
AL,0,0.75,-0.022613357319160393,-1.472698155718951,0.7529663427637572,-0.6661899845299203,1.0209541861301747,0.14570459373359096,40.0,41.0
AR,0,0.0,0.9289747312193423,-0.6075951510887292,-1.7735906481419454,0.09826787831820027,-0.5171184305220478,-0.6830902721373726,0.0,1.0
AR,0,0.0,0.9527479463783174,-0.5993655138111563,-1.7952864105668886,0.07638691781418909,-0.4744842223854291,-0.6878626883919623,1.0,2.0
AR,0,0.0,0.9656662941266214,-0.5946387448897887,-1.8069507707258965,0.06393930101989571,-0.4515952076542492,-0.6899186193804474,2.0,3.0
AR,0,0.1666666666666666,0.9878046207767986,-0.5865190997431916,-1.843835524790264,0.06949810880001941,-0.40759710380515535,-0.10338965854436644,3.0,4.0
AR,0,0.1666666666666666,0.9441356851361324,-0.5999447926956332,-1.7377097657324598,0.09336116796050133,-0.4615640560104687,0.2257818925828593,4.0,5.0
AR,0,0.1666666666666666,1.0472031345366872,-0.7513218691398637,-1.7978086807595595,-0.04010679173911035,-0.3458736288764474,0.2847511920909977,5.0,6.0
AR,0,0.1666666666666666,1.0511043390295414,-0.7566330548528878,-1.8232434277583824,-0.06593422907172398,-0.3174760158914671,0.6339834621211412,6.0,7.0
AR,0,0.1666666666666666,1.022847540128386,-0.7660873776206463,-1.7626499201585615,-0.04897360598988494,-0.3551443105614284,0.7724915045457511,7.0,8.0
AR,0,0.1666666666666666,1.043519816383977,-0.7505928419482083,-1.7489914586829394,-0.03802735633507748,-0.3232303009911621,1.143433851265018,8.0,9.0
AR,0,0.1666666666666666,0.986419266611079,-0.7723469947404519,-1.6301357896232371,-0.036862261581662954,-0.39768225578438293,1.0238359557550365,9.0,10.0
AR,0,0.1666666666666666,0.9955634268143128,-0.7647613625799908,-1.6328997612297014,-0.015448550559009403,-0.3876538968075211,1.3144467387962206,10.0,11.0
AR,0,0.1666666666666666,0.9714016582664299,-0.7734553634977878,-1.5734119953180994,-0.009201761197924386,-0.41638790148052013,1.4166395992165028,11.0,12.0
AR,0,0.1666666666666666,0.9049336040783373,-0.8039958731757458,-1.4493699393012627,-0.030070503416832324,-0.4539085515895526,1.3894605059919714,12.0,13.0
AR,0,0.1666666666666666,0.8504905193751012,-0.8253615107046163,-1.3677903147943395,0.0056355712961722116,-0.5045473308210627,1.5169554581323947,13.0,14.0
AR,0,0.1666666666666666,0.802827821934563,-0.8496163899342701,-1.2674682166442186,-0.03316103208867101,-0.5437365144523373,1.328262496547307,14.0,15.0
AR,0,0.1666666666666666,0.7574869547676023,-0.8092724064819007,-1.2095121695274054,0.008586444204373033,-0.5348748003248784,1.6439803042688808,15.0,16.0
AR,0,0.3333333333333333,0.7362607459651443,-0.8163818404885669,-1.1467765326853059,0.008902178421717234,-0.5624435084314174,1.5830325714438118,16.0,17.0
AR,0,0.3333333333333333,0.48404578439177254,-0.9502827613285423,-0.761843889174302,-0.14739458972774735,-0.8415585439412131,-0.14008465600538375,17.0,18.0
AR,0,0.3333333333333333,0.501822819655348,-0.9413020952716021,-0.7833927299429653,-0.14372640391073124,-0.8109644372017824,0.058431695497390135,18.0,19.0
AR,0,0.3333333333333333,0.5034508003905734,-0.936904814095317,-0.7525869098807261,-0.14244082089754084,-0.8065480502048431,0.218271165152931,19.0,20.0
AR,0,0.3333333333333333,0.3088331317620551,-0.836961753878996,-0.8087754075967777,-1.3914062935077947,-0.6556189724242021,-0.2391474801788051,20.0,21.0
AR,0,0.3333333333333333,0.4687775091497891,-0.9511842386322393,-0.6847823706280958,-0.18341794074885812,-0.8185149197705904,0.0813839760578742,21.0,22.0
AR,0,0.3333333333333333,0.4050381875913728,-0.9339730567692608,-0.645370243150307,-0.45301452468934744,-0.8358341712731885,-0.049431203167000594,22.0,23.0
AR,0,0.3333333333333333,0.45001303613451066,-0.9840140149008485,-0.5458151184531098,0.010181956708584914,-0.906635422797283,0.1253120436918031,23.0,24.0
AR,0,0.3333333333333333,0.5352763263218777,-1.0689865275525776,-0.39181453478593964,0.8293909707999702,-1.0228908246944464,0.44653741440591277,24.0,25.0
AR,0,0.3333333333333333,0.464735299177417,-0.9635959423233729,-0.3607801940812389,0.6405959369134518,-1.0202709474628762,0.6138935265436428,25.0,26.0
AR,0,0.3333333333333333,0.29470818647290825,-0.8239149384225578,-0.4425006490730585,-0.6703210976362358,-0.8423794010758042,0.4074054055871452,26.0,27.0
AR,0,0.3333333333333333,0.3973743226817971,-0.8919279256910003,-0.30242078062576644,0.11030265215765508,-0.9573708375344249,0.36948530827194354,27.0,28.0
AR,0,0.3333333333333333,0.36128745874957396,-0.8069159811354032,-0.3177791816053273,-0.4294073505717007,-0.8445532216354747,0.16732988977890856,28.0,29.0
AR,0,0.3333333333333333,0.43040218351270476,-0.9277077699265373,-0.23199696015621668,0.45939392582999544,-0.9998227595815447,0.2815848051059939,29.0,30.0
AR,0,0.3333333333333333,0.47650252684430067,-0.9298963049223814,-0.1980747551716404,0.6665437308107418,-0.998208506037093,0.46048866641838426,30.0,31.0
AR,0,0.3333333333333333,0.4545106566468053,-0.8714853367465752,-0.21416298841965664,0.3003003698466088,-0.9304062980905313,0.42090677508233265,31.0,32.0
AR,0,0.5,0.4536318886163315,-0.8792540525820473,-0.2265326428560669,0.326535678906764,-0.9412062520728189,0.6029091772323102,32.0,33.0
AR,0,0.5,0.4821913489126116,-0.9173952705944663,-0.18046830415155068,0.6108589338659051,-0.9708417992342315,0.7550628102452106,33.0,34.0
AR,0,0.5,0.6324500551597964,-0.8811966159571373,0.5718775385909108,0.44817844312393057,0.568812642629385,0.6075296279539042,34.0,35.0
AR,0,0.6666666666666666,0.5112983045481869,-0.8641513875015285,0.5121741774250477,-0.06954880767944355,0.5679710079869473,0.6190138398244438,35.0,36.0
AR,0,0.6666666666666666,0.35323713606499,-0.8192193322792407,0.4644231977573228,-0.8879875402441566,0.646991803510739,0.4191676718757792,36.0,37.0
AR,0,0.6666666666666666,0.23778706806547562,-0.7737350744942472,0.45420203914726043,-1.5364377208708748,0.7307782287231394,0.3118359349467113,37.0,38.0
AR,0,0.6666666666666666,0.22566972140008487,-0.7776390414626483,0.4898122174719167,-1.5436042388539768,0.7374674401878754,0.42662571251576503,38.0,39.0
AR,0,0.6666666666666666,0.18456379416734411,-0.7938532623684516,0.5423825178088257,-1.520206091448291,0.6939111026047713,0.553635911276665,39.0,40.0
AR,0,0.6666666666666666,0.18769602701991916,-0.7889408457499228,0.5533120088211955,-1.495580581717497,0.6408331505491279,0.4914981116632309,40.0,41.0
AZ,0,0.0,1.0517173715504213,-1.1945403315934096,-0.85154820155469,-0.3800912932838111,1.2115696254860306,1.1979177721239873,0.0,1.0
AZ,0,0.0,1.0830564853711446,-1.190686179714392,-0.8825684758723383,-0.3949944666374569,1.2728079213926633,1.1774291837735595,1.0,2.0
AZ,0,0.0,1.0899161363076444,-1.1947239270366818,-0.891156120341879,-0.3883804913868785,1.2900065455144563,1.162976835504656,2.0,3.0
AZ,0,0.0,1.0342453342901545,-1.217122096116993,-0.8187696108369221,-0.3040435975912041,1.2009835064528271,1.5910070057401677,3.0,4.0
AZ,0,0.0,0.9706333217092478,-1.2475461395297625,-0.6570397862947277,-0.30520428400646155,1.1365674595278623,1.5708008025017828,4.0,5.0
AZ,0,0.2,0.9680468588643162,-1.2826516108117065,-0.6174940520773232,-0.31061431219500424,1.1440942811739505,1.670876069817261,5.0,6.0
AZ,0,0.2,0.8884084781989274,-1.3199300375550864,-0.5033677674141489,-0.2401543339436419,1.0272910816697212,1.739178957517852,6.0,7.0
AZ,0,0.2,0.9044167501941334,-1.316222754831743,-0.5060937522210337,-0.20203455409866253,1.0522548265927951,1.960960445248335,7.0,8.0
AZ,0,0.2,0.8933330699984419,-1.3143484148116014,-0.4409057037774174,-0.13617292466694475,1.0228351430578317,2.0996016329006664,8.0,9.0
AZ,0,0.2,0.9189265547498722,-1.315396848271009,-0.41432755646374586,-0.2285312583529995,1.1037799167470876,1.7298527023082204,9.0,10.0
AZ,0,0.2,0.798209963539186,-1.3710605209728746,-0.2499795551411745,-0.20744511452777875,0.9343136544834663,1.3092651250415817,10.0,11.0
AZ,0,0.2,0.6757908753292593,-1.4386523948328522,-0.03887547302057506,-0.24126166656627168,0.8182102438512654,0.6326361533313546,11.0,12.0
AZ,0,0.2,0.7626741080893584,-1.3897255207172987,-0.1450654030255672,-0.13504504614097643,0.9506566422424235,1.9181388190542445,12.0,13.0
AZ,0,0.2,0.7506331952427282,-1.4036885799187904,-0.15520664541027349,-0.1340074579772629,0.9966078325571103,2.2885001065018193,13.0,14.0
AZ,0,0.2,0.6945961415146141,-1.4294833133405456,-0.05912284881764432,-0.11549259692029494,0.9489862183077595,2.2988178812382833,14.0,15.0
AZ,1,0.2,0.6081261621310636,-1.5145646096152665,0.09642475684999859,-0.11203721410180041,0.857942871354432,2.0498282539347907,15.0,16.0
CA,0,0.3333333333333333,-0.12401923946222716,-1.724153304691769,-0.8397206775260136,0.9550018822927264,0.06356535376190137,-0.42733507359124157,0.0,1.0
CA,0,0.3333333333333333,-0.1193556713035681,-1.7261292835036757,-0.8501410311610779,0.9644821382572265,0.08716010265570899,-0.4382538262346549,1.0,2.0
CA,0,0.3333333333333333,-0.14730893773491172,-1.7396601935285654,-0.8303623776865031,1.003805028304175,0.051105146051659466,-0.44287368744029554,2.0,3.0
CA,0,0.3333333333333333,-0.17014209302838307,-1.7520598833602843,-0.8083747503740447,1.0291503148817438,0.03716462944941426,-0.14912046685816166,3.0,4.0
CA,0,0.3333333333333333,-0.20325699257568425,-1.761102672122725,-0.6887980186158196,1.0383562382259846,0.013166037885643368,-0.024293788136270113,4.0,5.0
CA,0,0.6666666666666666,-0.20248576893340597,-1.8266464250482213,-0.6508510600053473,1.0047103165630116,0.02730541339900016,0.056939236260855175,5.0,6.0
CA,0,0.6666666666666666,-0.24741636704993553,-1.8536258879998444,-0.6120664690494108,1.0119278238557623,-0.006484182308059045,0.185999751594999,6.0,7.0
CA,0,0.6666666666666666,-0.2701246676338126,-1.862682089795232,-0.5402073077960884,1.0197016701728319,-0.013641850275377591,0.21788806812385836,7.0,8.0
CA,0,0.6666666666666666,-0.30124292886792714,-1.8771334179771912,-0.46327608028730993,1.0211422433558772,-0.029049460621703653,0.21762731964358195,8.0,9.0
CA,0,0.6666666666666666,-0.3255430534735773,-1.884940543923033,-0.41100108794784324,1.0614712231519918,-0.05001802818927136,0.34710740594880135,9.0,10.0
CA,0,0.6666666666666666,-0.3324038594937734,-1.885915778113093,-0.37267322276066045,1.077337493042446,-0.04388311550751396,0.41440396868238616,10.0,11.0
CA,0,0.6666666666666666,-0.37697826230406883,-1.9113591712577291,-0.3330552055696111,1.0762857925844422,-0.06530419346568771,0.32736018094291913,11.0,12.0
CA,0,0.6666666666666666,-0.37426733994614364,-1.911387903189309,-0.338062118160583,1.0936842065320311,-0.05503607863274439,0.3929201159557326,12.0,13.0
CA,0,0.6666666666666666,-0.3626499225658452,-1.9038567635212937,-0.335036011642056,1.125657087536299,-0.05157528932672116,0.5249582908112237,13.0,14.0
CA,0,0.6666666666666666,-0.35004109984597215,-1.8961086383000385,-0.30969989985311686,1.1264564163107853,-0.02273613666689579,0.6450728634120956,14.0,15.0
CA,0,0.6666666666666666,-0.4010760215572231,-1.8652505063479827,-0.2288245744636841,1.1747356647855898,-0.0732056057433003,0.7525700255096026,15.0,16.0
CA,0,0.6666666666666666,-0.42918932861150805,-1.8750960193563089,-0.14089139191907737,1.1778699671180792,-0.08484968156904617,0.7537753443079624,16.0,17.0
CA,0,1.0,-0.628951387486555,-1.9762095185596311,0.17682301996204466,1.0614914972815357,-0.2806489686703053,-0.4510259638258469,17.0,18.0
CA,0,1.0,-0.7226585796814482,-2.0166187405093403,0.3037780714564674,1.058000922330983,-0.3460329316532936,-0.357693260413395,18.0,19.0
CA,1,1.0,-0.7633429109103904,-2.0319615808304525,0.37239286818213796,1.0578262857113383,-0.36164785049294906,-0.25827536784471794,19.0,20.0
CO,0,0.0,0.8313623254917228,-0.23655704507122705,-0.443868230843658,-0.6075260236863508,0.5839032413137648,0.7055578284562051,0.0,1.0
CO,0,0.0,0.8425548661839253,-0.23937538118859666,-0.4566393708195343,-0.6041632415145375,0.6094139443950012,0.6895939031394572,1.0,2.0
CO,0,0.0,0.8371084398592386,-0.24786816238078802,-0.4542744441369887,-0.5855508552062413,0.605224831862934,0.6771008163012759,2.0,3.0
CO,0,0.0,0.8225330115151253,-0.26551662163134226,-0.4848252405011601,-0.569934062201922,0.6005034901105476,1.1055218824507136,3.0,4.0
CO,0,0.0,0.7753772392613549,-0.2872447062324042,-0.369940578789438,-0.586480489792544,0.5564573070936143,1.1378257834203909,4.0,5.0
CO,0,0.0,0.7818982269268632,-0.34751645046545065,-0.3322125331436072,-0.6286661499063748,0.5653909011032444,1.1428166618128859,5.0,6.0
CO,0,0.0,0.7490168821692772,-0.3769296434077603,-0.34865265823365443,-0.6586815337643349,0.5454069860391206,1.2708680419294027,6.0,7.0
CO,0,0.0,0.7585359044372653,-0.3691576881793775,-0.32865031320037097,-0.6462128591062847,0.5595706221377776,1.4311371884984085,7.0,8.0
CO,0,0.0,0.7523896640659938,-0.3669736307918558,-0.29033749206642007,-0.6324144449478851,0.5521929977531961,1.6623161211057589,8.0,9.0
CO,0,0.0,0.7391260565243436,-0.37037209700744483,-0.23852162079577352,-0.6318454889006593,0.5391036376292047,1.711032144992684,9.0,10.0
CO,0,0.0,0.7466062233851959,-0.3638081417262889,-0.20658144430086564,-0.6315574583349937,0.5557485164801805,1.8490160033807614,10.0,11.0
CO,0,0.0,0.6842196125124905,-0.3988740641887395,-0.16015883796779268,-0.6239908506241075,0.5089264871979281,1.953035042128658,11.0,12.0
CO,0,0.0,0.6097163211988329,-0.43999417389415935,-0.05738536578408405,-0.6440440638654963,0.46391256407614717,1.907532373808426,12.0,13.0
CO,0,0.0,0.5730441009313934,-0.457378713042906,0.01341001556106763,-0.61658417099703,0.4455336972124401,2.0967617185506184,13.0,14.0
CO,0,0.0,0.6057489162232487,-0.44210086241711316,-0.010329869263309449,-0.5854106740054453,0.4642811010752749,2.387964445656024,14.0,15.0
CO,0,0.0,0.592310917641413,-0.42856490011780835,0.0023674337405504248,-0.532979608313849,0.46441965831871324,2.7709501880953975,15.0,16.0
CO,0,0.0,0.5671158207826962,-0.4392312330235793,0.04753521296186195,-0.5123130235313722,0.45842415960400174,2.9704791711556195,16.0,17.0
CO,0,0.1428571428571428,0.10400465320565959,-0.6807953017164655,0.8040712437232912,-0.8020711121954722,-0.01613960114860854,-0.189074218917051,17.0,18.0
CO,0,0.1428571428571428,0.0349074844435452,-0.7113811797916832,0.9409746128368501,-0.797634273469532,-0.06694911546255197,-0.05269368998821613,18.0,19.0
CO,0,0.1428571428571428,-0.010708362404192331,-0.734853401638134,1.0201167443523353,-0.8058180092658538,-0.0869380737038033,-0.003266194503457924,19.0,20.0
CO,0,0.1428571428571428,-0.17013793101648783,-0.6727750384394212,1.0522907539248547,-1.642796017580672,-0.008886483665041158,-0.1952178046238727,20.0,21.0
CO,0,0.2857142857142857,-0.0399037876725532,-0.7949850176338533,1.1831004832839864,-0.5018371118275953,-0.17026620470424733,0.01497276492573486,21.0,22.0
CO,0,0.2857142857142857,-0.05309780093559152,-0.7775034676948382,1.1635144287138635,-0.6758464590817104,-0.14127312259166003,-0.07700351790341523,22.0,23.0
CO,0,0.4285714285714285,0.004500786964245525,-0.7744422659766235,1.198609166646128,-0.41590557751815127,-0.1523568644316838,0.07740491235432187,23.0,24.0
CO,0,0.5714285714285714,0.0022533232149618138,-0.9142189847122242,0.5870663196214034,0.9250474068666592,-1.826124465696366,0.8121467635644074,24.0,25.0
CO,0,0.5714285714285714,0.025847804463969504,-0.9182691968007086,0.6946037675637741,0.8723682098847647,-1.790249187005057,0.7533672425665788,25.0,26.0
CO,0,0.5714285714285714,-0.15185413667982228,-0.8119190152058403,0.6990784143311046,-0.2941630938692053,-1.6628769985415166,0.26321671275653324,26.0,27.0
