id,event,w_complete_streets_21_slp,start,stop
IA,0,0.5948418639851748,39.0,40.0
IA,0,0.6182951985937092,40.0,41.0
ID,0,0.0745932434737355,0.0,31.0
ID,0,0.1709504375495465,31.0,32.0
ID,0,0.2208641590680721,32.0,33.0
ID,0,0.3318319656471944,33.0,34.0
ID,0,0.3318319656471944,34.0,35.0
ID,0,0.387551772444214,35.0,36.0
ID,0,0.4416601091978311,36.0,37.0
ID,0,0.4763164749857299,37.0,38.0
ID,0,0.4763164749857299,38.0,39.0
ID,0,0.4799395972394977,39.0,40.0
ID,0,0.4803637508165732,40.0,41.0
IL,1,0.0426036260723809,0.0,28.0
IN,0,0.0615842678111096,0.0,31.0
IN,0,0.2190500970389088,31.0,32.0
IN,0,0.3365725152232258,32.0,33.0
IN,0,0.4302000251466791,33.0,34.0
IN,0,0.4302000251466791,34.0,35.0
IN,0,0.443562127264905,35.0,36.0
IN,0,0.4685187106608555,36.0,37.0
IN,0,0.4813263814194313,37.0,38.0
IN,0,0.4813263814194313,38.0,39.0
IN,0,0.4866381859002476,39.0,40.0
IN,0,0.4950704904092539,40.0,41.0
KS,0,0.1495789518793959,0.0,31.0
KS,0,0.2368088711434682,31.0,32.0
KS,0,0.2855945933191237,32.0,33.0
KS,0,0.393018412478814,33.0,34.0
KS,0,0.393018412478814,34.0,35.0
KS,0,0.4137893495346963,35.0,36.0
KS,0,0.4739872638292007,36.0,37.0
KS,0,0.4740067359476502,37.0,38.0
KS,0,0.4740067359476502,38.0,39.0
KS,0,0.4841934866216821,39.0,40.0
KS,0,0.4941263290701994,40.0,41.0
KY,0,0.2425784677048356,0.0,31.0
KY,0,0.2708112174270687,31.0,32.0
KY,0,0.3073827030460018,32.0,33.0
KY,0,0.387748704942677,33.0,34.0
KY,0,0.387748704942677,34.0,35.0
KY,0,0.4000749955074251,35.0,36.0
KY,0,0.4730138225308171,36.0,37.0
KY,0,0.4886522666561806,37.0,38.0
KY,0,0.4886522666561806,38.0,39.0
KY,0,0.4914204826307417,39.0,40.0
KY,0,0.5086469166661942,40.0,41.0
LA,1,0.1201869147394096,0.0,31.0
MA,0,0.1268799750891432,0.0,31.0
MA,0,0.2845507479629146,31.0,32.0
MA,0,0.3648706155762277,32.0,33.0
MA,0,0.4363367630340879,33.0,34.0
MA,1,0.4363367630340879,34.0,35.0
MD,0,0.1412770730087733,0.0,31.0
MD,0,0.2132640948532856,31.0,32.0
MD,0,0.2935203117727405,32.0,33.0
MD,0,0.4106895777518692,33.0,34.0
MD,0,0.4106895777518692,34.0,35.0
MD,0,0.4624562947574768,35.0,36.0
MD,0,0.5597230998951709,36.0,37.0
MD,0,0.5629947574634657,37.0,38.0
MD,1,0.5629947574634657,38.0,39.0
ME,0,0.0483276855275886,0.0,31.0
ME,0,0.2007876109282715,31.0,32.0
ME,0,0.2746083484442218,32.0,33.0
ME,0,0.3839686222238666,33.0,34.0
ME,1,0.3839686222238666,34.0,35.0
MI,1,0.1176422900363761,0.0,31.0
MN,1,0.0834247410796973,0.0,31.0
MO,0,0.0993952744480205,0.0,31.0
MO,1,0.1995857130506535,31.0,32.0
MS,0,0.1174992723001566,0.0,31.0
MS,0,0.210864622219628,31.0,32.0
MS,0,0.2548541211689169,32.0,33.0
MS,0,0.3136984145331916,33.0,34.0
MS,0,0.3136984145331916,34.0,35.0
MS,0,0.3344604779000862,35.0,36.0
MS,0,0.3489288596147245,36.0,37.0
MS,0,0.3938112595950523,37.0,38.0
MS,0,0.3938112595950523,38.0,39.0
MS,0,0.4233041764266661,39.0,40.0
MS,0,0.4276445279596085,40.0,41.0
MT,0,0.1182356791173527,0.0,31.0
MT,0,0.2095347619758818,31.0,32.0
MT,0,0.2788345680854393,32.0,33.0
MT,0,0.3870377383929673,33.0,34.0
MT,0,0.3870377383929673,34.0,35.0
MT,0,0.3915827570644575,35.0,36.0
MT,0,0.4245230966076381,36.0,37.0
MT,0,0.492181719523083,37.0,38.0
MT,0,0.492181719523083,38.0,39.0
MT,0,0.4938551397589224,39.0,40.0
MT,0,0.526951688187783,40.0,41.0
NC,0,0.0767203057472429,0.0,29.0
NC,1,0.1090358343371417,29.0,30.0
ND,0,0.1143946144235662,0.0,31.0
ND,0,0.2299083971431572,31.0,32.0
ND,0,0.2879177984145356,32.0,33.0
ND,0,0.4190714363569265,33.0,34.0
ND,0,0.4190714363569265,34.0,35.0
ND,0,0.4474489940209744,35.0,36.0
ND,0,0.4553183177826817,36.0,37.0
ND,0,0.4693018177265708,37.0,38.0
ND,0,0.4693018177265708,38.0,39.0
ND,0,0.4918394323206179,39.0,40.0
ND,0,0.4935616903587058,40.0,41.0
NE,0,0.1122534142529134,0.0,31.0
NE,0,0.1770144391093822,31.0,32.0
NE,0,0.2733728853645532,32.0,33.0
NE,0,0.3613771835832916,33.0,34.0
NE,0,0.3613771835832916,34.0,35.0
NE,0,0.4102716147085118,35.0,36.0
NE,0,0.4564038778253714,36.0,37.0
NE,0,0.4673541234306509,37.0,38.0
NE,0,0.4673541234306509,38.0,39.0
NE,0,0.4819564263479678,39.0,40.0
NE,0,0.5163163440983679,40.0,41.0
NH,0,0.0994802701472183,0.0,31.0
NH,0,0.2364091470454946,31.0,32.0
NH,0,0.2920459495025893,32.0,33.0
NH,0,0.3757255275096858,33.0,34.0
NH,0,0.3757255275096858,34.0,35.0
NH,0,0.4244598884616314,35.0,36.0
NH,0,0.438890917186874,36.0,37.0
NH,0,0.443462002749731,37.0,38.0
NH,0,0.443462002749731,38.0,39.0
NH,0,0.4448216088314957,39.0,40.0
NH,0,0.4547216883243218,40.0,41.0
NJ,0,0.1339919798222201,0.0,31.0
NJ,0,0.2629052090271273,31.0,32.0
NJ,0,0.3213739285347227,32.0,33.0
NJ,0,0.3525063005250476,33.0,34.0
NJ,0,0.3525063005250476,34.0,35.0
NJ,0,0.4283868989039331,35.0,36.0
NJ,0,0.4469214540301317,36.0,37.0
NJ,0,0.4767857456789718,37.0,38.0
NJ,0,0.4767857456789718,38.0,39.0
NJ,0,0.4940426860195634,39.0,40.0
NJ,0,0.5478695757934726,40.0,41.0
NM,0,0.0668571690204444,0.0,31.0
NM,0,0.1374093873495671,31.0,32.0
NM,0,0.1623894454710426,32.0,33.0
NM,0,0.2614512610595504,33.0,34.0
NM,0,0.2614512610595504,34.0,35.0
NM,0,0.276031918379711,35.0,36.0
NM,0,0.2978494391824745,36.0,37.0
NM,0,0.3093751617325477,37.0,38.0
NM,0,0.3093751617325477,38.0,39.0
NM,0,0.3344917652992129,39.0,40.0
NM,0,0.3508663474718729,40.0,41.0
NV,0,0.0993731710736638,0.0,31.0
NV,0,0.1825752063961473,31.0,32.0
NV,0,0.2976857805489711,32.0,33.0
NV,0,0.4254880112930716,33.0,34.0
NV,0,0.4254880112930716,34.0,35.0
NV,0,0.4828187752474958,35.0,36.0
NV,0,0.5373946797093447,36.0,37.0
NV,1,0.5487213726517524,37.0,38.0
NY,0,0.0677430177228678,0.0,31.0
NY,1,0.1756708924381145,31.0,32.0
OH,0,0.0716821722831989,0.0,31.0
OH,0,0.1855169143941565,31.0,32.0
OH,0,0.2372719129897214,32.0,33.0
OH,0,0.362920985105939,33.0,34.0
OH,0,0.362920985105939,34.0,35.0
OH,0,0.3875189391398433,35.0,36.0
OH,0,0.4725835993713554,36.0,37.0
OH,0,0.5596307909368918,37.0,38.0
OH,0,0.5596307909368918,38.0,39.0
OH,0,0.5654954036688234,39.0,40.0
OH,0,0.5699156533470418,40.0,41.0
OK,0,0.110735374832359,0.0,31.0
OK,0,0.231344919537147,31.0,32.0
OK,0,0.3079259143140509,32.0,33.0
OK,0,0.3871156293521355,33.0,34.0
OK,0,0.3871156293521355,34.0,35.0
OK,0,0.4417118806979532,35.0,36.0
OK,0,0.4577195792399142,36.0,37.0
OK,0,0.4822532787506706,37.0,38.0
OK,0,0.4822532787506706,38.0,39.0
OK,0,0.4953230713842824,39.0,40.0
OK,0,0.4990862542177217,40.0,41.0
OR,0,0.0711430219942843,0.0,31.0
OR,0,0.1491739475631502,31.0,32.0
OR,0,0.2528136194345087,32.0,33.0
OR,0,0.3045995073320133,33.0,34.0
OR,0,0.3045995073320133,34.0,35.0
OR,0,0.3219818430274465,35.0,36.0
OR,0,0.3472948758055205,36.0,37.0
OR,0,0.363684951386538,37.0,38.0
OR,0,0.363684951386538,38.0,39.0
OR,0,0.3672539654054489,39.0,40.0
OR,0,0.3767550481006446,40.0,41.0
PA,0,0.1170363435517248,0.0,31.0
PA,0,0.1884930582488628,31.0,32.0
PA,0,0.2829783563194031,32.0,33.0
PA,0,0.3393824842723034,33.0,34.0
PA,0,0.3393824842723034,34.0,35.0
PA,0,0.4245085835713434,35.0,36.0
PA,0,0.4305557360194385,36.0,37.0
PA,0,0.4330761287141442,37.0,38.0
PA,0,0.4330761287141442,38.0,39.0
PA,0,0.4494840554501464,39.0,40.0
PA,0,0.4583571116311389,40.0,41.0
RI,1,0.0121675851660684,0.0,18.0
SC,0,0.0881563415299676,0.0,31.0
SC,0,0.1372349511318153,31.0,32.0
SC,0,0.2105558542241563,32.0,33.0
SC,0,0.2839008142393009,33.0,34.0
SC,0,0.2839008142393009,34.0,35.0
SC,0,0.3293072649544623,35.0,36.0
SC,0,0.3508765208750627,36.0,37.0
SC,0,0.3565437153610697,37.0,38.0
SC,0,0.3565437153610697,38.0,39.0
SC,0,0.3754716996040819,39.0,40.0
SC,1,0.3915885483903047,40.0,41.0
SD,0,0.0929997257901943,0.0,31.0
SD,0,0.1730635044294811,31.0,32.0
SD,0,0.2208672754597212,32.0,33.0
SD,0,0.3301435051445863,33.0,34.0
SD,0,0.3301435051445863,34.0,35.0
SD,0,0.3532648308268027,35.0,36.0
SD,0,0.3802137742265502,36.0,37.0
SD,0,0.3934145937593473,37.0,38.0
SD,0,0.3934145937593473,38.0,39.0
SD,0,0.3941020362397408,39.0,40.0
SD,0,0.4082185616600221,40.0,41.0
TN,0,0.0817239668806323,0.0,31.0
TN,0,0.1567807467900035,31.0,32.0
TN,0,0.2525985581622332,32.0,33.0
TN,0,0.3988939985463549,33.0,34.0
TN,0,0.3988939985463549,34.0,35.0
TN,1,0.4008251307091652,35.0,36.0
TX,0,0.1975896092280119,0.0,31.0
TX,0,0.234435727823904,31.0,32.0
TX,0,0.3131920005076343,32.0,33.0
TX,0,0.3963646075667343,33.0,34.0
TX,0,0.3963646075667343,34.0,35.0
TX,0,0.4245040713533613,35.0,36.0
TX,0,0.4505790556351794,36.0,37.0
TX,0,0.4602114164755317,37.0,38.0
TX,0,0.4602114164755317,38.0,39.0
TX,0,0.4904572615808152,39.0,40.0
TX,0,0.5066851252538637,40.0,41.0
UT,0,0.0751932492809203,0.0,31.0
UT,0,0.1214797442880234,31.0,32.0
UT,0,0.1899225631603056,32.0,33.0
UT,1,0.2267628328045008,33.0,34.0
VA,1,0.0894724187017372,0.0,25.0
VT,0,0.1431247206540307,0.0,31.0
VT,1,0.181712923535639,31.0,32.0
WA,0,0.1213671928870324,0.0,31.0
WA,1,0.2122585570445719,31.0,32.0
WI,0,0.0328139735889576,0.0,29.0
WI,1,0.0445919921870675,29.0,30.0
WV,0,0.0815524276033071,0.0,31.0
WV,0,0.1157843679621958,31.0,32.0
WV,0,0.1782373137484613,32.0,33.0
WV,1,0.2663369450490473,33.0,34.0
WY,0,0.116689813534855,0.0,31.0
WY,0,0.1718704301792684,31.0,32.0
WY,0,0.1951748814697635,32.0,33.0
WY,0,0.2709118803800039,33.0,34.0
WY,0,0.2709118803800039,34.0,35.0
WY,0,0.2985408595479695,35.0,36.0
WY,0,0.3278642033412173,36.0,37.0
WY,0,0.332144220539584,37.0,38.0
WY,0,0.332144220539584,38.0,39.0
WY,0,0.3339645387714782,39.0,40.0
WY,0,0.3346751705778574,40.0,41.0
