id,event,environment_ca_car_emission_slpm,pc01,pc03,pc05,pc07,pc11,pc13,start,stop
AK,0,0.0,3.209901835634116,1.720308244460011,2.4394312315930735,3.055146797005275,1.348170955332536,2.000799205980041,0.0,1.0
AK,0,0.0,3.2234198322812184,1.7058361806876838,2.402650176548411,3.0607055975154696,1.4859773601167712,1.978694845921243,1.0,2.0
AK,0,0.0,3.1983268765305666,1.7242931280315332,2.4405505919570336,3.118584112119785,1.3539993334160156,1.9466034632978413,2.0,3.0
AK,0,0.0,3.0934620302798463,1.3149699746093855,1.9835478126181545,2.980117467380055,1.3743677406596249,2.881302279395363,3.0,4.0
AK,0,0.0,3.0564613999022576,1.3643239736329267,1.9706924088635687,2.9828203370008746,1.3441228557109592,2.6119710364184456,4.0,5.0
AK,0,0.0,3.0811636931858013,1.6362679181577742,2.108264634225003,2.938065463087122,1.6340953558341411,1.4558301014842097,5.0,6.0
AK,0,0.0,2.900133476632492,0.7203832275881079,1.1803881480563734,2.5796070080312004,1.5873319337812548,3.2456603814554987,6.0,7.0
AK,0,0.0,3.1041499237390764,1.3158110850593576,1.9595034955589021,2.922903176787814,1.5639328444792795,2.0309492638181146,7.0,8.0
AK,0,0.0,2.8917949139330656,1.3377831419433859,1.7239071162721722,2.7383595084165036,1.2270746984670737,1.2828287926485304,8.0,9.0
AK,0,0.0,2.944122610258125,1.335444961540355,1.779974991750932,2.806397003201622,1.350229556412177,1.9389914090209415,9.0,10.0
AK,0,0.0,2.8840782875678554,1.5512827536603706,1.8432299287824234,2.787656351094092,1.287418396657848,1.2497672745015127,10.0,11.0
AK,0,0.0,2.660288755039238,1.1455947135447655,1.250763176035966,2.5518968997905778,1.1053956008058372,1.95955081421133,11.0,12.0
AK,0,0.0,2.572006672470087,0.9908283125717254,0.945001486462065,2.5051500745235096,1.0561674271012234,2.2380403458858864,12.0,13.0
AK,0,0.0,2.50687207971037,0.8380847794713281,0.7233768698188061,2.460684926833839,1.107721245318013,2.9118682743874618,13.0,14.0
AK,0,0.0,2.5744852005771515,0.638143009358372,0.6084132748150308,2.4716864028965664,1.1350656668694916,3.6570373662597198,14.0,15.0
AK,0,0.0,2.553866043520412,0.8482418841019851,0.7518951967601649,2.55158545843449,1.0734259234504617,3.2687567191034175,15.0,16.0
AK,0,0.0,2.506943606364193,1.1766633116506209,0.9431365471195242,2.582337545824062,1.0109264336822528,2.0750568768875803,16.0,17.0
AK,0,0.0,2.060613111006255,1.481084057302971,0.48671071498095503,2.1940391718949703,0.5860691552889812,0.34990538806785965,17.0,18.0
AK,0,0.0,2.084013225374931,0.9343655851147826,0.11598780958147378,2.1085404838393744,0.680921872670156,1.9065254378745147,18.0,19.0
AK,0,0.0,2.025512186580755,0.8546225501393006,-0.08631532930480988,2.0790116139200525,0.7112846954783204,2.1269598399165406,19.0,20.0
AK,0,0.0,1.8402335077887153,1.1091543168336186,0.9761979134931276,1.001725575860858,0.8281086934852604,0.9895291956600779,20.0,21.0
AK,0,0.0,2.059363020554772,0.9871683915045348,0.19528257679457026,2.1372397817802997,0.874154435948211,2.8044705093856686,21.0,22.0
AK,0,0.0,1.8303974720546579,1.2489330636208098,0.39574052856331404,1.6616667760398431,0.7180857355069358,1.3034695512922125,22.0,23.0
AK,0,0.0,1.801091881987316,1.4265709381659837,0.10346869838335279,2.0945288873999313,0.7241589115587087,1.3560654217484287,23.0,24.0
AK,0,0.0,1.9292921353031651,1.6994568076452508,-0.14182307070943082,2.844313541255469,0.7831160523955544,1.1666612829169059,24.0,25.0
AK,0,0.0,1.9549329246513667,2.0732210010434526,0.3294275774635947,2.706606717259628,0.9834594062418212,0.15437390179502797,25.0,26.0
AK,0,0.0,1.9338817752472985,2.247775112035644,1.5130120900957997,1.713433033256157,1.312841072622052,-0.5003000258354587,26.0,27.0
AK,0,0.025,2.1179246171437205,2.4703317707783197,1.288706959835883,2.543247596935873,1.3180827656868932,-0.23177519862104853,27.0,28.0
AK,0,0.125,2.1607094074343633,2.601507541172613,2.0518462728382927,2.0730857064546577,1.5110087162129318,-0.37647511475580286,28.0,29.0
AK,0,0.2909090909090909,2.067919642120146,2.406806626772907,1.0112531539043306,2.7624016649698384,1.20863814286054,0.40939006831939656,29.0,30.0
AK,0,0.2909090909090909,2.1381659614180446,2.382609730451576,1.053588390481511,2.9487596547760417,1.387056283166166,1.2025662144643998,30.0,31.0
AK,0,0.2909090909090909,2.070052242075146,2.6421522150093,1.409323901959032,2.7511982720934256,1.3757125044928744,0.38402759981097223,31.0,32.0
AK,0,0.3090909090909091,2.0995218558415516,2.677078790859248,1.1904074015473358,3.122156368517501,1.3722497640832596,0.7732517764874126,32.0,33.0
AK,0,0.3333333333333333,1.985123207360817,2.5461442686999693,1.3707867123746205,2.6252027305364,1.402596273217753,0.9709103356187122,33.0,34.0
AK,0,0.3333333333333333,1.998359384218556,2.4536704507466336,0.9717639852657629,2.9261723624260214,1.3518005360151621,1.5281107441683586,34.0,35.0
AK,0,0.1111111111111111,1.8476094900961977,1.8984510874601526,0.5454141234092532,2.4693440590215383,1.3798586726562039,3.0564011909784963,35.0,36.0
AK,0,0.1111111111111111,1.6510294999876536,1.4943372061402311,1.153482527163587,1.1400712545003109,1.5311062790144194,3.6392351375489627,36.0,37.0
AK,0,0.1384615384615384,1.77128186194681,1.6643070926411925,0.719320002731491,1.968018554259325,1.4712355081644808,3.6901978046542023,37.0,38.0
AK,0,0.1384615384615384,1.7978652606085437,1.6673579152732145,0.72456501508658,1.9805694452332043,1.5709244950070662,3.883566978105404,38.0,39.0
AK,0,0.1363636363636363,1.7708379892089285,1.5853208442278193,0.6610377231226164,1.9431434815609858,1.5925931562378588,4.424578715038793,39.0,40.0
AK,0,0.1515151515151515,1.723630271935106,1.381626493983951,0.43143015002212776,1.84978298974624,1.4844433468295721,4.637596919191997,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,0.5898736613625355,0.020253155450745394,-0.34579102210894175,-0.1762263763573525,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,0.5921980623940796,0.02534046196664281,-0.3528224345954901,-0.17877413005722903,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,0.6824713415086465,0.06857929178716465,-0.6818639458651057,-0.17339016128890697,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,0.6508642499035969,0.060446066029623394,-0.5888182605298379,0.20973045342615465,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.7863777487185095,0.63424108024102,0.04832590831530995,-0.47713691542631437,0.35887372807082507,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.7743861467022948,0.46866432805585806,-0.26679523073534067,0.6766357526446131,-0.10355851573914537,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.7405332573800893,0.38367143610613885,-0.3204598457789919,0.8008878937310713,-0.1321245185550491,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.6766208864656855,0.4004594443398178,-0.3090179560984024,0.7930349694630143,0.08034252680176188,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.6268246790122896,0.4354119773129596,-0.28025220348920366,0.8486724374603862,0.414385827751667,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.5799923447796953,0.4673097816756946,-0.2669348984427284,0.7500510046906231,0.4811341752742352,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.5564043236963454,0.4525770302098675,-0.27125186165062304,0.8685029044806666,0.5941984283852143,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4943549261637525,0.4993726658225906,-0.2497946384365463,0.9039327127342585,0.8636917143411362,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.3460772438286988,0.4790218589324095,-0.28851267467448855,0.8453675585507819,0.53272997947698,12.0,13.0
