id,event,environment_ca_car_emission_slpm,pc01,pc03,pc05,pc07,pc11,pc13,start,stop
AL,0,0.0,0.6931525375891726,-1.3336556499030525,0.46504166090464244,-0.28221675126588497,0.8811259798442879,0.5478037920296641,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.2764022956101304,0.49892900801508927,-0.2525095555683984,0.6680995684970266,0.5388167105133732,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.187334327287312,0.5407240838013813,0.0008384612578240006,-0.051062637456967944,1.0636870601328345,15.0,16.0
AL,0,0.0,0.517003653923038,-1.1196490463359468,0.5632693048718355,0.01080215856899766,-0.15236224256163,0.976063060941244,16.0,17.0
AL,0,0.0,0.23826149576531955,-0.6847536024049633,0.49435749124142164,-0.17649268085655334,-0.4802276923216888,-0.981800250235,17.0,18.0
AL,0,0.0,0.20286979630316454,-0.6220466607982866,0.5178890698633044,-0.1721443989409072,-0.43900393622949374,-0.8538428373082144,18.0,19.0
AL,0,0.0,0.19885140416760586,-0.6135882461272697,0.4829364786746979,-0.17153346577776904,-0.41681537608696817,-0.7155099114528907,19.0,20.0
AL,0,0.0,0.11321189343385911,-0.6504771729506306,0.8727531465693851,-0.7780188090296395,-0.2555214014546464,-0.8238462457591185,20.0,21.0
AL,0,0.0,0.22889993380664087,-0.5180137911192778,0.14480126580646313,0.29377349177638185,-0.3964302336359749,-0.515022691719421,21.0,22.0
AL,0,0.0,0.16654140635273385,-0.4784326514115255,0.299632324769498,0.051915925713480734,-0.39398525792531114,-0.6386413424712848,22.0,23.0
AL,0,0.0,0.2054815820609324,-0.42178067304079475,0.11314520777648088,0.34104990046925515,-0.41178656925849966,-0.4725278618173674,23.0,24.0
AL,0,0.0476190476190476,0.2610535093780909,-0.265348682401156,-0.2854807339107553,0.9933002369851535,-0.47577264734480684,-0.10455876615998531,24.0,25.0
AL,0,0.0434782608695652,0.20569300984447342,-0.19088582189882602,-0.04451224663702894,0.6626690122244646,-0.26453988022862546,-0.21634564692162678,25.0,26.0
AL,0,0.1304347826086956,0.10945317388952269,-0.24631916615030852,0.4981960214685948,-0.07517283676669265,-0.10524882254944934,-0.18256287219467204,26.0,27.0
AL,0,0.3148148148148148,0.20764963791425312,-0.17725954059892257,0.0332726869199008,0.5899876449472183,-0.165135267219604,0.0058139512671922765,27.0,28.0
AL,0,0.3518518518518518,0.11523133601730688,-0.23251065927863424,0.5505622391506729,-0.04954404780167949,-0.2014845892146411,-0.1144128771215726,28.0,29.0
AL,0,0.4166666666666667,0.21079451383431233,-0.179671083640212,-0.08966739828491206,0.9480412995983758,-0.5972649793403888,0.16449022530870966,29.0,30.0
AL,0,0.4166666666666667,0.26490422795167273,-0.18492109398345266,-0.20673456840522692,1.089469862542435,-0.45142871948046287,0.390193317030633,30.0,31.0
AL,0,0.4166666666666667,0.21437148202290154,-0.17724596268048828,0.028287613664866127,0.8103020492253071,-0.5164730713523502,0.3871115805768181,31.0,32.0
AL,0,0.45,0.3280368478478652,0.6308639754543559,-1.003885549813893,0.6176310906795891,-1.0138422549748671,0.1215434331472098,32.0,33.0
AL,0,0.1694915254237288,0.2852756283050428,0.6805765155671292,-0.988030958620384,0.6082264954198487,-1.075088441291205,0.1339942710206393,33.0,34.0
AL,0,0.1694915254237288,0.2360311627216896,0.6334918850705347,-0.7410027633277537,0.20238701227581146,-0.9614098392136183,0.11614166144307844,34.0,35.0
AL,0,0.1111111111111111,0.11037146774984928,0.6020831399095868,-0.2586530900583296,-0.4881255985936939,-0.9337657607901455,0.026463794727558176,35.0,36.0
AL,0,0.1111111111111111,0.0825462257424093,0.6321887614152297,-0.2787476033432794,-0.4624150000386709,-0.924573095174061,0.14758835482002355,36.0,37.0
AL,0,0.1384615384615384,0.00575426848519931,0.7026814158481569,-0.025112410115572963,-0.6883119945209675,-0.964462029742511,0.11110744809689248,37.0,38.0
AL,0,0.1384615384615384,-0.014759813678432836,0.754094842997611,-0.009585656275628336,-0.6889098489118204,-0.8969207725451311,0.22747151237320018,38.0,39.0
AL,0,0.1363636363636363,-0.05737492577336547,0.8162703675109196,0.034398600015288334,-0.6781023275632746,-0.9891539140373753,0.2931294544122648,39.0,40.0
AL,0,0.1515151515151515,-0.022613357319160393,0.7529663427637572,0.011745483460210576,-0.6661899845299203,-1.1706735732615092,0.14570459373359096,40.0,41.0
AR,0,0.0,0.9289747312193423,-1.7735906481419454,0.19767185373843513,0.09826787831820027,-1.1360944812740243,-0.6830902721373726,0.0,1.0
AR,0,0.0,0.9527479463783174,-1.7952864105668886,0.1469965598594368,0.07638691781418909,-0.9506652726380307,-0.6878626883919623,1.0,2.0
AR,0,0.0,0.9656662941266214,-1.8069507707258965,0.11974272744004281,0.06393930101989571,-0.8511292239502326,-0.6899186193804474,2.0,3.0
AR,0,0.0,0.9878046207767986,-1.843835524790264,0.07326241159125461,0.06949810880001941,-0.6764032364722767,-0.10338965854436644,3.0,4.0
AR,0,0.0,0.9441356851361324,-1.7377097657324598,0.1172252743265617,0.09336116796050133,-0.7595274726365644,0.2257818925828593,4.0,5.0
AR,0,0.0,1.0472031345366872,-1.7978086807595595,0.0635406581041827,-0.04010679173911035,-0.14843167992584652,0.2847511920909977,5.0,6.0
AR,0,0.0,1.0511043390295414,-1.8232434277583824,-0.013508582550981819,-0.06593422907172398,0.027303520455353086,0.6339834621211412,6.0,7.0
AR,0,0.0,1.022847540128386,-1.7626499201585615,0.020296986276806046,-0.04897360598988494,-0.05689150707402598,0.7724915045457511,7.0,8.0
AR,0,0.0,1.043519816383977,-1.7489914586829394,0.013743031361063624,-0.03802735633507748,0.08977248128207678,1.143433851265018,8.0,9.0
AR,0,0.0,0.986419266611079,-1.6301357896232371,0.05757014796175332,-0.036862261581662954,-0.054574201404344366,1.0238359557550365,9.0,10.0
AR,0,0.0,0.9955634268143128,-1.6328997612297014,0.07175677999739324,-0.015448550559009403,-0.037831456904656884,1.3144467387962206,10.0,11.0
AR,0,0.0,0.9714016582664299,-1.5734119953180994,0.07402540360801792,-0.009201761197924386,-0.05746860657580243,1.4166395992165028,11.0,12.0
AR,0,0.0,0.9049336040783373,-1.4493699393012627,0.07944020968110188,-0.030070503416832324,0.01572213510231846,1.3894605059919714,12.0,13.0
AR,0,0.0,0.8504905193751012,-1.3677903147943395,0.16112603637834194,0.0056355712961722116,-0.12464955488367954,1.5169554581323947,13.0,14.0
AR,0,0.0,0.802827821934563,-1.2674682166442186,0.10796502776865653,-0.03316103208867101,-0.05025026389980289,1.328262496547307,14.0,15.0
AR,0,0.0,0.7574869547676023,-1.2095121695274054,0.12354513351903551,0.008586444204373033,0.02475486695946706,1.6439803042688808,15.0,16.0
AR,0,0.0,0.7362607459651443,-1.1467765326853059,0.1198846741598664,0.008902178421717234,0.014279500025910077,1.5830325714438118,16.0,17.0
AR,0,0.0,0.48404578439177254,-0.761843889174302,0.0780526467148587,-0.14739458972774735,-0.35156228528198225,-0.14008465600538375,17.0,18.0
AR,0,0.0,0.501822819655348,-0.7833927299429653,0.04623873117923675,-0.14372640391073124,-0.235949482965939,0.058431695497390135,18.0,19.0
AR,0,0.0,0.5034508003905734,-0.7525869098807261,0.024940573041109703,-0.14244082089754084,-0.15388914089633118,0.218271165152931,19.0,20.0
AR,0,0.0,0.3088331317620551,-0.8087754075967777,0.8950168557067588,-1.3914062935077947,0.06310589584524255,-0.2391474801788051,20.0,21.0
AR,0,0.0,0.4687775091497891,-0.6847823706280958,0.07442089081180915,-0.18341794074885812,-0.11610550551830226,0.0813839760578742,21.0,22.0
AR,0,0.0,0.4050381875913728,-0.645370243150307,0.28594008195181686,-0.45301452468934744,-0.2137753709809064,-0.049431203167000594,22.0,23.0
AR,0,0.0,0.45001303613451066,-0.5458151184531098,-0.03971036736357537,0.010181956708584914,-0.22011973469594057,0.1253120436918031,23.0,24.0
AR,0,0.0476190476190476,0.5352763263218777,-0.39181453478593964,-0.5894350988704977,0.8293909707999702,-0.25361939655235244,0.44653741440591277,24.0,25.0
AR,0,0.0434782608695652,0.464735299177417,-0.3607801940812389,-0.38416454950503515,0.6405959369134518,-0.37881921697951065,0.6138935265436428,25.0,26.0
AR,0,0.1304347826086956,0.29470818647290825,-0.4425006490730585,0.5905763638740971,-0.6703210976362358,-0.18894123286673967,0.4074054055871452,26.0,27.0
AR,0,0.3148148148148148,0.3973743226817971,-0.30242078062576644,0.12427214626031662,0.11030265215765508,-0.32785800925125835,0.36948530827194354,27.0,28.0
AR,0,0.3518518518518518,0.36128745874957396,-0.3177791816053273,0.6124871891701842,-0.4294073505717007,-0.17369956688147195,0.16732988977890856,28.0,29.0
AR,0,0.4166666666666667,0.43040218351270476,-0.23199696015621668,-0.0034731551956959307,0.45939392582999544,-0.4078268294691782,0.2815848051059939,29.0,30.0
AR,0,0.4166666666666667,0.47650252684430067,-0.1980747551716404,-0.10329038241949434,0.6665437308107418,-0.35099750075039693,0.46048866641838426,30.0,31.0
AR,0,0.4166666666666667,0.4545106566468053,-0.21416298841965664,0.18096952357256735,0.3003003698466088,-0.2479262660422787,0.42090677508233265,31.0,32.0
AR,0,0.45,0.4536318886163315,-0.2265326428560669,0.14088904468670507,0.326535678906764,-0.2723981982955056,0.6029091772323102,32.0,33.0
AR,0,0.6285714285714286,0.4821913489126116,-0.18046830415155068,-0.14747030857029372,0.6108589338659051,-0.15475785760247354,0.7550628102452106,33.0,34.0
AR,0,0.6285714285714286,0.6324500551597964,0.5718775385909108,-1.248198815951933,0.44817844312393057,-0.6028145096459678,0.6075296279539042,34.0,35.0
AR,0,0.1111111111111111,0.5112983045481869,0.5121741774250477,-0.9237234002195139,-0.06954880767944355,-0.757539150057354,0.6190138398244438,35.0,36.0
AR,0,0.1111111111111111,0.35323713606499,0.4644231977573228,-0.4350125578505095,-0.8879875402441566,-0.61130142632314,0.4191676718757792,36.0,37.0
AR,0,0.1384615384615384,0.23778706806547562,0.45420203914726043,-0.00465046543645855,-1.5364377208708748,-0.4151839155271594,0.3118359349467113,37.0,38.0
AR,0,0.1384615384615384,0.22566972140008487,0.4898122174719167,-0.013256504166413122,-1.5436042388539768,-0.31455032534619964,0.42662571251576503,38.0,39.0
AR,0,0.1363636363636363,0.18456379416734411,0.5423825178088257,0.04408003660746544,-1.520206091448291,-0.4494592824407819,0.553635911276665,39.0,40.0
AR,0,0.1515151515151515,0.18769602701991916,0.5533120088211955,0.06893666282172495,-1.495580581717497,-0.693494814464877,0.4914981116632309,40.0,41.0
AZ,0,0.0,1.0517173715504213,-0.85154820155469,-0.4893930340942013,-0.3800912932838111,-2.4666952196901386,1.1979177721239873,0.0,1.0
AZ,0,0.0,1.0830564853711446,-0.8825684758723383,-0.5628378179144236,-0.3949944666374569,-2.19428030499988,1.1774291837735595,1.0,2.0
AZ,0,0.0,1.0899161363076444,-0.891156120341879,-0.5836704297116103,-0.3883804913868785,-2.114520351994587,1.162976835504656,2.0,3.0
AZ,0,0.0,1.0342453342901545,-0.8187696108369221,-0.46674095482257383,-0.3040435975912041,-2.4638442552471904,1.5910070057401677,3.0,4.0
AZ,0,0.0,0.9706333217092478,-0.6570397862947277,-0.4570854853480068,-0.30520428400646155,-2.455705081854542,1.5708008025017828,4.0,5.0
AZ,0,0.0,0.9680468588643162,-0.6174940520773232,-0.47420488069334704,-0.31061431219500424,-2.3084585821282317,1.670876069817261,5.0,6.0
AZ,0,0.0,0.8884084781989274,-0.5033677674141489,-0.35728318893389466,-0.2401543339436419,-2.6980919634949307,1.739178957517852,6.0,7.0
AZ,0,0.0,0.9044167501941334,-0.5060937522210337,-0.3500800004079147,-0.20203455409866253,-2.6166570122474186,1.960960445248335,7.0,8.0
AZ,0,0.0,0.8933330699984419,-0.4409057037774174,-0.2581958209479307,-0.13617292466694475,-2.7439179029903675,2.0996016329006664,8.0,9.0
AZ,0,0.0,0.9189265547498722,-0.41432755646374586,-0.42278277819523896,-0.2285312583529995,-2.2011885540014546,1.7298527023082204,9.0,10.0
AZ,0,0.0,0.798209963539186,-0.2499795551411745,-0.31338029965451697,-0.20744511452777875,-2.7014164628840605,1.3092651250415817,10.0,11.0
AZ,0,0.0,0.6757908753292593,-0.03887547302057506,-0.23330996763391967,-0.24126166656627168,-2.857894713363049,0.6326361533313546,11.0,12.0
AZ,0,0.0,0.7626741080893584,-0.1450654030255672,-0.186676406323426,-0.13504504614097643,-2.569873984785326,1.9181388190542445,12.0,13.0
AZ,0,0.0,0.7506331952427282,-0.15520664541027349,-0.24200197831829207,-0.1340074579772629,-2.315001311444604,2.2885001065018193,13.0,14.0
AZ,0,0.0,0.6945961415146141,-0.05912284881764432,-0.2515826027968037,-0.11549259692029494,-2.332163065047141,2.2988178812382833,14.0,15.0
AZ,0,0.0,0.6081261621310636,0.09642475684999859,-0.16310305296989167,-0.11203721410180041,-2.46879664504617,2.0498282539347907,15.0,16.0
AZ,0,0.0,0.5154254301210723,0.23441918222634436,-0.1495935775285496,-0.1303245916558224,-2.4925493437780513,1.876003805559632,16.0,17.0
AZ,0,0.0,0.2715434297081233,0.5957914730571525,-0.19736475563399528,-0.2597497484388444,-2.7587148913754813,0.43264032404477976,17.0,18.0
AZ,0,0.0,0.20810898242055684,0.7060946247030794,-0.20953638061343194,-0.27242569402361055,-2.6785589876296467,0.45852288524322327,18.0,19.0
AZ,0,0.0,0.18914548765287964,0.7332826611986221,-0.2552718733696628,-0.2691674236435638,-2.566159024230894,0.6329507252306467,19.0,20.0
AZ,0,0.0,-0.051086362382532696,0.6185184523965513,0.7991980828474634,-1.8491559149402677,-2.257756305105522,0.2116787590276279,20.0,21.0
AZ,0,0.0,0.10094609581068265,0.7123678142716354,-0.032688572954215,-0.728032719590497,-2.3698913997696986,0.40981566704951267,21.0,22.0
AZ,0,0.0,0.043099615838003424,0.7154940424421665,0.2079060784578728,-1.03998278561714,-2.415500010464873,0.2757760466548297,22.0,23.0
AZ,0,0.0,0.10119411832280213,0.8046891843207341,-0.21723862436307442,-0.46267587127471893,-2.3755738208558768,0.5304774780068024,23.0,24.0
AZ,0,0.0,0.19488197976951815,0.8783721096593485,-0.6773811471756372,0.2526199465812475,-2.3890787718325828,0.9197387229343389,24.0,25.0
AZ,0,0.0,0.1429655460692046,0.9483646757465063,-0.5246144881316075,0.06463734594837717,-2.231840795871891,0.9139098003410993,25.0,26.0
AZ,1,0.0,-0.022601082131992262,0.861252179493813,0.4144199933535821,-1.2144890167828486,-1.9661784360599845,0.7516975234289944,26.0,27.0
CA,0,0.0,-0.12401923946222716,-0.8397206775260136,1.5592794745318843,0.9550018822927264,0.14363384119553804,-0.42733507359124157,0.0,1.0
CA,0,0.0,-0.1193556713035681,-0.8501410311610779,1.5404496083839132,0.9644821382572265,0.22195211795581965,-0.4382538262346549,1.0,2.0
CA,0,0.0,-0.14730893773491172,-0.8303623776865031,1.5914786664672054,1.003805028304175,0.04398194910137634,-0.44287368744029554,2.0,3.0
CA,0,0.0,-0.17014209302838307,-0.8083747503740447,1.597749611291008,1.0291503148817438,0.014052203793862678,-0.14912046685816166,3.0,4.0
CA,0,0.0,-0.20325699257568425,-0.6887980186158196,1.612160130546095,1.0383562382259846,0.07926266578288499,-0.024293788136270113,4.0,5.0
CA,0,0.0,-0.20248576893340597,-0.6508510600053473,1.5973369431865327,1.0047103165630116,0.2661815020766231,0.056939236260855175,5.0,6.0
CA,0,0.0,-0.24741636704993553,-0.6120664690494108,1.5857241622268945,1.0119278238557623,0.21131565773937905,0.185999751594999,6.0,7.0
CA,0,0.0,-0.2701246676338126,-0.5402073077960884,1.5840091192595855,1.0197016701728319,0.2798854097303511,0.21788806812385836,7.0,8.0
CA,0,0.0,-0.30124292886792714,-0.46327608028730993,1.5759706504176678,1.0211422433558772,0.33536738949455697,0.21762731964358195,8.0,9.0
CA,0,0.0,-0.3255430534735773,-0.41100108794784324,1.6190863932581019,1.0614712231519918,0.26472274245522404,0.34710740594880135,9.0,10.0
CA,0,0.0,-0.3324038594937734,-0.37267322276066045,1.6248376720079118,1.077337493042446,0.3212553638578498,0.41440396868238616,10.0,11.0
CA,0,0.0,-0.37697826230406883,-0.3330552055696111,1.6264802036190997,1.0762857925844422,0.30259113594832765,0.32736018094291913,11.0,12.0
CA,0,0.0,-0.37426733994614364,-0.338062118160583,1.6371707539341949,1.0936842065320311,0.3088477336833544,0.3929201159557326,12.0,13.0
CA,0,0.0,-0.3626499225658452,-0.335036011642056,1.6858956572889436,1.125657087536299,0.2580934929239191,0.5249582908112237,13.0,14.0
CA,0,0.0,-0.35004109984597215,-0.30969989985311686,1.6926639168833522,1.1264564163107853,0.39739715873296966,0.6450728634120956,14.0,15.0
CA,0,0.0,-0.4010760215572231,-0.2288245744636841,1.7338422818353783,1.1747356647855898,0.2318258549002953,0.7525700255096026,15.0,16.0
CA,0,0.0,-0.42918932861150805,-0.14089139191907737,1.775131913914094,1.1778699671180792,0.28180590084171486,0.7537753443079624,16.0,17.0
CA,0,0.0,-0.628951387486555,0.17682301996204466,1.7250455022867652,1.0614914972815357,0.11423020173111535,-0.4510259638258469,17.0,18.0
CA,0,0.0,-0.7226585796814482,0.3037780714564674,1.7255139545320315,1.058000922330983,0.07790612537503788,-0.357693260413395,18.0,19.0
CA,0,0.0,-0.7633429109103904,0.37239286818213796,1.7068043662434786,1.0578262857113383,0.14233961864420072,-0.25827536784471794,19.0,20.0
CA,0,0.0,-0.9108946629576813,0.3901949307761262,2.3057704436777384,0.23116174549895285,0.319287862118629,-0.3752073938591778,20.0,21.0
CA,0,0.0,-0.7939134406986618,0.4889712008523699,1.466277063101187,1.3291408007888819,0.21796801141180128,-0.22086842899041764,21.0,22.0
CA,1,0.0,-0.8075545952345226,0.4325678585742711,1.6631555087650574,1.0640122325837587,0.2597350646302437,-0.11684527148067053,22.0,23.0
CO,0,0.0,0.8313623254917228,-0.443868230843658,-0.4347984820419681,-0.6075260236863508,-1.2975625894987783,0.7055578284562051,0.0,1.0
CO,0,0.0,0.8425548661839253,-0.4566393708195343,-0.46528067644920873,-0.6041632415145375,-1.1821437784062516,0.6895939031394572,1.0,2.0
CO,0,0.0,0.8371084398592386,-0.4542744441369887,-0.4603011839955806,-0.5855508552062413,-1.1964098463011659,0.6771008163012759,2.0,3.0
CO,0,0.0,0.8225330115151253,-0.4848252405011601,-0.4899865534811389,-0.569934062201922,-1.2034627127343032,1.1055218824507136,3.0,4.0
CO,0,0.0,0.7753772392613549,-0.369940578789438,-0.501055070059234,-0.586480489792544,-1.1676489408873048,1.1378257834203909,4.0,5.0
CO,0,0.0,0.7818982269268632,-0.3322125331436072,-0.5129980334176564,-0.6286661499063748,-0.9920544926064738,1.1428166618128859,5.0,6.0
CO,0,0.0,0.7490168821692772,-0.34865265823365443,-0.5812037947674672,-0.6586815337643349,-0.9850468753978744,1.2708680419294027,6.0,7.0
CO,0,0.0,0.7585359044372653,-0.32865031320037097,-0.5752777743976834,-0.6462128591062847,-0.9110440764504232,1.4311371884984085,7.0,8.0
CO,0,0.0,0.7523896640659938,-0.29033749206642007,-0.5577229498238182,-0.6324144449478851,-0.8995693760766501,1.6623161211057589,8.0,9.0
CO,0,0.0,0.7391260565243436,-0.23852162079577352,-0.551200148453908,-0.6318454889006593,-0.8757910315376061,1.711032144992684,9.0,10.0
CO,0,0.0,0.7466062233851959,-0.20658144430086564,-0.5608902632888016,-0.6315574583349937,-0.7544687465417886,1.8490160033807614,10.0,11.0
CO,0,0.0,0.6842196125124905,-0.16015883796779268,-0.5618475872730219,-0.6239908506241075,-0.8300758840358099,1.953035042128658,11.0,12.0
CO,0,0.0,0.6097163211988329,-0.05738536578408405,-0.5912053298567924,-0.6440440638654963,-0.7755516541187476,1.907532373808426,12.0,13.0
CO,0,0.0,0.5730441009313934,0.01341001556106763,-0.5572245728780574,-0.61658417099703,-0.7561148651822648,2.0967617185506184,13.0,14.0
CO,0,0.0,0.6057489162232487,-0.010329869263309449,-0.5927302660422434,-0.5854106740054453,-0.7057008464205902,2.387964445656024,14.0,15.0
