state,year,stateabbr,democrat,republican,split,carbonintensity,co2percap,stategdp,state_fips,stateemp,miningemp,pctminingempl,transutilemp,pcttransutilempl,mininggdpshare,transutilgdpshare,gdppc,gdptransutilpc,gdpminingpc,climate_action_plan_21_sln,community_solar_sln,environment_CA_car_emissions_standards_21_sln,environment_ghg_cap_21_sln,environment_preemption_naturalgasbans_sln,environment_publicbenefit_funds_21_sln,environment_utility_deregulation_21_sln,fgd_21_sln,ghg_standards_21_sln,netmeter_yearadopted_21_sln,pace_21_sln,public_building_standards_sln,w4_electric_decoupling_21_sln,w4_environment_state_rps_21_sln,w4_gas_decoupling_21_sln,w_Environment_Solar_TaxCredit_21_sln,w_complete_streets_21_sln,w_ee_21_sln,w_environment_state_nepas_21_sln,w_gg_rr_21_sln,w_ghg_targets_21_sln,w_low_income_ee_21_sln,w_mgpo_21_sln,climate_action_plan_21_sld,community_solar_sld,environment_CA_car_emissions_standards_21_sld,environment_ghg_cap_21_sld,environment_preemption_naturalgasbans_sld,environment_publicbenefit_funds_21_sld,environment_utility_deregulation_21_sld,fgd_21_sld,ghg_standards_21_sld,netmeter_yearadopted_21_sld,pace_21_sld,public_building_standards_sld,w4_electric_decoupling_21_sld,w4_environment_state_rps_21_sld,w4_gas_decoupling_21_sld,w_Environment_Solar_TaxCredit_21_sld,w_complete_streets_21_sld,w_ee_21_sld,w_environment_state_nepas_21_sld,w_gg_rr_21_sld,w_ghg_targets_21_sld,w_low_income_ee_21_sld,w_mgpo_21_sld,climate_action_plan_21_slg,community_solar_slg,environment_CA_car_emissions_standards_21_slg,environment_ghg_cap_21_slg,environment_preemption_naturalgasbans_slg,environment_publicbenefit_funds_21_slg,environment_utility_deregulation_21_slg,fgd_21_slg,ghg_standards_21_slg,netmeter_yearadopted_21_slg,pace_21_slg,public_building_standards_slg,w4_electric_decoupling_21_slg,w4_environment_state_rps_21_slg,w4_gas_decoupling_21_slg,w_Environment_Solar_TaxCredit_21_slg,w_complete_streets_21_slg,w_ee_21_slg,w_environment_state_nepas_21_slg,w_gg_rr_21_slg,w_ghg_targets_21_slg,w_low_income_ee_21_slg,w_mgpo_21_slg,climate_action_plan_21_slp,community_solar_slp,environment_CA_car_emissions_standards_21_slp,environment_ghg_cap_21_slp,environment_preemption_naturalgasbans_slp,environment_publicbenefit_funds_21_slp,environment_utility_deregulation_21_slp,fgd_21_slp,ghg_standards_21_slp,netmeter_yearadopted_21_slp,pace_21_slp,public_building_standards_slp,w4_electric_decoupling_21_slp,w4_environment_state_rps_21_slp,w4_gas_decoupling_21_slp,w_Environment_Solar_TaxCredit_21_slp,w_complete_streets_21_slp,w_ee_21_slp,w_environment_state_nepas_21_slp,w_gg_rr_21_slp,w_ghg_targets_21_slp,w_low_income_ee_21_slp,w_mgpo_21_slp,climate_action_plan_21_slpm,community_solar_slpm,environment_CA_car_emissions_standards_21_slpm,environment_ghg_cap_21_slpm,environment_preemption_naturalgasbans_slpm,environment_publicbenefit_funds_21_slpm,environment_utility_deregulation_21_slpm,fgd_21_slpm,ghg_standards_21_slpm,netmeter_yearadopted_21_slpm,pace_21_slpm,public_building_standards_slpm,w4_electric_decoupling_21_slpm,w4_environment_state_rps_21_slpm,w4_gas_decoupling_21_slpm,w_Environment_Solar_TaxCredit_21_slpm,w_complete_streets_21_slpm,w_ee_21_slpm,w_environment_state_nepas_21_slpm,w_gg_rr_21_slpm,w_ghg_targets_21_slpm,w_low_income_ee_21_slpm,w_mgpo_21_slpm,climate_action_plan_21_slpmd,community_solar_slpmd,environment_CA_car_emissions_standards_21_slpmd,environment_ghg_cap_21_slpmd,environment_preemption_naturalgasbans_slpmd,environment_publicbenefit_funds_21_slpmd,environment_utility_deregulation_21_slpmd,fgd_21_slpmd,ghg_standards_21_slpmd,netmeter_yearadopted_21_slpmd,pace_21_slpmd,public_building_standards_slpmd,w4_electric_decoupling_21_slpmd,w4_environment_state_rps_21_slpmd,w4_gas_decoupling_21_slpmd,w_Environment_Solar_TaxCredit_21_slpmd,w_complete_streets_21_slpmd,w_ee_21_slpmd,w_environment_state_nepas_21_slpmd,w_gg_rr_21_slpmd,w_ghg_targets_21_slpmd,w_low_income_ee_21_slpmd,w_mgpo_21_slpmd,climate_action_plan_21_slpmn,community_solar_slpmn,environment_CA_car_emissions_standards_21_slpmn,environment_ghg_cap_21_slpmn,environment_preemption_naturalgasbans_slpmn,environment_publicbenefit_funds_21_slpmn,environment_utility_deregulation_21_slpmn,fgd_21_slpmn,ghg_standards_21_slpmn,netmeter_yearadopted_21_slpmn,pace_21_slpmn,public_building_standards_slpmn,w4_electric_decoupling_21_slpmn,w4_environment_state_rps_21_slpmn,w4_gas_decoupling_21_slpmn,w_Environment_Solar_TaxCredit_21_slpmn,w_complete_streets_21_slpmn,w_ee_21_slpmn,w_environment_state_nepas_21_slpmn,w_gg_rr_21_slpmn,w_ghg_targets_21_slpmn,w_low_income_ee_21_slpmn,w_mgpo_21_slpmn,climate_action_plan_21,community_solar,environment_CA_car_emissions_standards_21,environment_ghg_cap_21,environment_preemption_naturalgasbans,environment_publicbenefit_funds_21,environment_utility_deregulation_21,fgd_21,ghg_standards_21,netmeter_yearadopted_21,pace_21,public_building_standards,w4_electric_decoupling_21,w4_environment_state_rps_21,w4_gas_decoupling_21,w_Environment_Solar_TaxCredit_21,w_complete_streets_21,w_ee_21,w_environment_state_nepas_21,w_gg_rr_21,w_ghg_targets_21,w_low_income_ee_21,w_mgpo_21,coal,wind,solar,total_area_km2,land_area_km2,log_area,popdens,poptotal,evangelical_pop,log_poptotal,share_evangelical,climate_concern,log_gdppc
Alaska,1980,AK,0.0,0.0,1.0,58.77603788022838,42.92029462441517,23460.6,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,44.818546,17.123177,0.052180354,0.008934934,0.023386477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0,0.0,0.1664953999944355,0.0312979812931424,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0,0.0,0.2105026889094308,0.0516848900129939,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0,0.0,0.1698113207547169,0.0188679245283018,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178414394080205,0.0,0.0,0.0,0.0,0.171698699695425,0.0291258749299641,0.0,0.1842084905343692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.2718970089035307,401851.0,11.9,12.903836652128499,0.11900000000000001,-0.2711794460762687,-2.9530492150880585
Alaska,1981,AK,0.0,0.0,1.0,60.94642976586143,40.77593180562338,23460.6,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,44.818546,17.123177,0.052180354,0.008934934,0.023386477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0,0.0,0.1835505004118857,0.0312979812931424,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0,0.0,0.2351349560893774,0.0516848900129939,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0,0.0,0.1886792452830188,0.0188679245283018,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178414394080205,0.0,0.0,0.0,0.0,0.1875701617243721,0.0291258749299641,0.0,0.1842084905343692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.2831558243056443,418491.0,11.9,12.94441066330408,0.11900000000000001,-0.2711794460762687,-2.9530492150880585
Alaska,1982,AK,0.0,0.0,1.0,58.46643858336118,53.14690215020883,23460.6,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,44.818546,17.123177,0.052180354,0.008934934,0.023386477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0,0.0,0.252729342118929,0.0312979812931424,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0,0.0,0.335723763787108,0.0516848900129939,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192307692307692,0.0,0.0,0.0,0.0,0.2692307692307692,0.0192307692307692,0.0,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179413841160925,0.0,0.0,0.0,0.0,0.2808250066603719,0.0292890331259282,0.0,0.2127060990327392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3042085912068922,449606.0,11.9,13.0161269226683,0.11900000000000001,-0.2711794460762687,-2.9530492150880585
Alaska,1983,AK,0.0,0.0,1.0,59.23187470865821,53.11776154329092,22591.2,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,36.795742,18.32572,0.04625392,0.0084763635,0.017019473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.252729342118929,0.0312979812931424,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.335723763787108,0.0516848900129939,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192307692307692,0.0,0.0,0.0192307692307692,0.0,0.2692307692307692,0.0192307692307692,0.0,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179413841160925,0.0,0.0,0.0198986612896921,0.0,0.2808250066603719,0.0292890331259282,0.0,0.2127060990327392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3304685602316176,488417.0,11.9,13.098924828147727,0.11900000000000001,-0.2711794460762687,-3.073609061858597
Alaska,1984,AK,0.0,0.0,1.0,59.29086534356298,55.70215306398401,23787.5,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,36.710457,17.839622,0.04630603,0.00826082,0.016999155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.2787774001255111,0.0312979812931424,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.3687058965625961,0.0516848900129939,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,0.0172413793103448,0.0,0.293103448275862,0.0172413793103448,0.0,0.1896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161586526598828,0.0,0.0,0.0179214465336813,0.0,0.3112034929439526,0.0263787514922651,0.0,0.1915707255732752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3475766820731106,513702.0,11.9,13.149398609770731,0.11900000000000001,-0.2711794460762687,-3.0724830887891326
Alaska,1985,AK,0.0,0.0,1.0,61.09285210241548,54.48161791371593,26142.5,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,40.297985,16.179401,0.049094357,0.007943173,0.019784037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.2787774001255111,0.046400282797737,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.3687058965625961,0.05391271280836,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172413793103448,0.0,0.0,0.0172413793103448,0.0,0.293103448275862,0.0344827586206896,0.0,0.1896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161586526598828,0.0,0.0,0.0179214465336813,0.0,0.3112034929439526,0.0391073634311566,0.0,0.1915707255732752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3602922420401731,532495.0,16.799999,13.185328786850272,0.16799999,-0.2711794460762687,-3.0140111795033775
Alaska,1986,AK,0.0,0.0,1.0,62.26503636282832,57.7155682279943,19180.7,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,24.163872,18.674501,0.03524128,0.0065811328,0.008515657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.2787774001255111,0.046400282797737,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.3687058965625961,0.05391271280836,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0166666666666666,0.0,0.2833333333333333,0.0333333333333333,0.0,0.1833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155947850426438,0.0,0.0,0.017296064976993,0.0,0.3003438268730042,0.0377426843147366,0.0,0.1848857295630609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.368257989259469,544268.0,16.799999,13.207197051586181,0.16799999,-0.2711794460762687,-3.345537156212846
Alaska,1987,AK,0.0,0.0,1.0,59.5933593014086,55.19417530652224,22925.4,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,37.396076,17.481483,0.04250884,0.007431176,0.015896639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.2787774001255111,0.046400282797737,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.3687058965625961,0.05391271280836,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0166666666666666,0.0,0.2833333333333333,0.0333333333333333,0.0,0.1833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155947850426438,0.0,0.0,0.017296064976993,0.0,0.3003438268730042,0.0377426843147366,0.0,0.1848857295630609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3649026728184184,539309.0,16.799999,13.198043969485719,0.16799999,-0.2711794460762687,-3.1580432246807666
Alaska,1988,AK,0.0,0.0,1.0,57.9791587144007,55.77530884754815,21270.0,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,33.22332,15.778091,0.039244775,0.006192076,0.013038416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.2787774001255111,0.046400282797737,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.3687058965625961,0.05391271280836,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.0169491525423728,0.0,0.288135593220339,0.0338983050847457,0.0,0.2033898305084746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156869932820036,0.0,0.0,0.0173983324782776,0.0,0.3036366036179335,0.0379658477927749,0.0,0.2014507310189214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3667119319761859,541983.0,16.799999,13.202989914616229,0.16799999,-0.2711794460762687,-3.2379369646342173
Alaska,1989,AK,0.0,0.0,1.0,57.79895502509736,60.88353837992851,23453.3,2,165.41333333333333,14.51083333333333,8.772469,47.03083333333333,28.43231,33.626823,16.722168,0.042863775,0.007167752,0.0144137265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019171991851844,0.0,0.0,0.0212635195612585,0.0,0.2787774001255111,0.046400282797737,0.0,0.197946118516461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041868317311112,0.0,0.0,0.0028578617874944,0.0,0.3687058965625961,0.05391271280836,0.0,0.2897399522249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0,0.0,0.0169491525423728,0.0,0.288135593220339,0.0338983050847457,0.0,0.2033898305084746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156869932820036,0.0,0.0,0.0173983324782776,0.0,0.3036366036179335,0.0379658477927749,0.0,0.2014507310189214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.593895324863081,2.2738856446774385,1723337,1477953,14.206168580255298,0.3702140731132857,547159.0,16.799999,13.212494715582732,0.16799999,-0.2711794460762687,-3.1497282153537953
