state,year,stateabbr,democrat,republican,split,carbonintensity,co2percap,stategdp,state_fips,stateemp,miningemp,pctminingempl,transutilemp,pcttransutilempl,mininggdpshare,transutilgdpshare,gdppc,gdptransutilpc,gdpminingpc,climate_action_plan_21_sln,community_solar_sln,environment_CA_car_emissions_standards_21_sln,environment_ghg_cap_21_sln,environment_preemption_naturalgasbans_sln,environment_publicbenefit_funds_21_sln,environment_utility_deregulation_21_sln,fgd_21_sln,ghg_standards_21_sln,netmeter_yearadopted_21_sln,pace_21_sln,public_building_standards_sln,w4_electric_decoupling_21_sln,w4_environment_state_rps_21_sln,w4_gas_decoupling_21_sln,w_Environment_Solar_TaxCredit_21_sln,w_complete_streets_21_sln,w_ee_21_sln,w_environment_state_nepas_21_sln,w_gg_rr_21_sln,w_ghg_targets_21_sln,w_low_income_ee_21_sln,w_mgpo_21_sln,climate_action_plan_21_sld,community_solar_sld,environment_CA_car_emissions_standards_21_sld,environment_ghg_cap_21_sld,environment_preemption_naturalgasbans_sld,environment_publicbenefit_funds_21_sld,environment_utility_deregulation_21_sld,fgd_21_sld,ghg_standards_21_sld,netmeter_yearadopted_21_sld,pace_21_sld,public_building_standards_sld,w4_electric_decoupling_21_sld,w4_environment_state_rps_21_sld,w4_gas_decoupling_21_sld,w_Environment_Solar_TaxCredit_21_sld,w_complete_streets_21_sld,w_ee_21_sld,w_environment_state_nepas_21_sld,w_gg_rr_21_sld,w_ghg_targets_21_sld,w_low_income_ee_21_sld,w_mgpo_21_sld,climate_action_plan_21_slg,community_solar_slg,environment_CA_car_emissions_standards_21_slg,environment_ghg_cap_21_slg,environment_preemption_naturalgasbans_slg,environment_publicbenefit_funds_21_slg,environment_utility_deregulation_21_slg,fgd_21_slg,ghg_standards_21_slg,netmeter_yearadopted_21_slg,pace_21_slg,public_building_standards_slg,w4_electric_decoupling_21_slg,w4_environment_state_rps_21_slg,w4_gas_decoupling_21_slg,w_Environment_Solar_TaxCredit_21_slg,w_complete_streets_21_slg,w_ee_21_slg,w_environment_state_nepas_21_slg,w_gg_rr_21_slg,w_ghg_targets_21_slg,w_low_income_ee_21_slg,w_mgpo_21_slg,climate_action_plan_21_slp,community_solar_slp,environment_CA_car_emissions_standards_21_slp,environment_ghg_cap_21_slp,environment_preemption_naturalgasbans_slp,environment_publicbenefit_funds_21_slp,environment_utility_deregulation_21_slp,fgd_21_slp,ghg_standards_21_slp,netmeter_yearadopted_21_slp,pace_21_slp,public_building_standards_slp,w4_electric_decoupling_21_slp,w4_environment_state_rps_21_slp,w4_gas_decoupling_21_slp,w_Environment_Solar_TaxCredit_21_slp,w_complete_streets_21_slp,w_ee_21_slp,w_environment_state_nepas_21_slp,w_gg_rr_21_slp,w_ghg_targets_21_slp,w_low_income_ee_21_slp,w_mgpo_21_slp,climate_action_plan_21_slpm,community_solar_slpm,environment_CA_car_emissions_standards_21_slpm,environment_ghg_cap_21_slpm,environment_preemption_naturalgasbans_slpm,environment_publicbenefit_funds_21_slpm,environment_utility_deregulation_21_slpm,fgd_21_slpm,ghg_standards_21_slpm,netmeter_yearadopted_21_slpm,pace_21_slpm,public_building_standards_slpm,w4_electric_decoupling_21_slpm,w4_environment_state_rps_21_slpm,w4_gas_decoupling_21_slpm,w_Environment_Solar_TaxCredit_21_slpm,w_complete_streets_21_slpm,w_ee_21_slpm,w_environment_state_nepas_21_slpm,w_gg_rr_21_slpm,w_ghg_targets_21_slpm,w_low_income_ee_21_slpm,w_mgpo_21_slpm,climate_action_plan_21_slpmd,community_solar_slpmd,environment_CA_car_emissions_standards_21_slpmd,environment_ghg_cap_21_slpmd,environment_preemption_naturalgasbans_slpmd,environment_publicbenefit_funds_21_slpmd,environment_utility_deregulation_21_slpmd,fgd_21_slpmd,ghg_standards_21_slpmd,netmeter_yearadopted_21_slpmd,pace_21_slpmd,public_building_standards_slpmd,w4_electric_decoupling_21_slpmd,w4_environment_state_rps_21_slpmd,w4_gas_decoupling_21_slpmd,w_Environment_Solar_TaxCredit_21_slpmd,w_complete_streets_21_slpmd,w_ee_21_slpmd,w_environment_state_nepas_21_slpmd,w_gg_rr_21_slpmd,w_ghg_targets_21_slpmd,w_low_income_ee_21_slpmd,w_mgpo_21_slpmd,climate_action_plan_21_slpmn,community_solar_slpmn,environment_CA_car_emissions_standards_21_slpmn,environment_ghg_cap_21_slpmn,environment_preemption_naturalgasbans_slpmn,environment_publicbenefit_funds_21_slpmn,environment_utility_deregulation_21_slpmn,fgd_21_slpmn,ghg_standards_21_slpmn,netmeter_yearadopted_21_slpmn,pace_21_slpmn,public_building_standards_slpmn,w4_electric_decoupling_21_slpmn,w4_environment_state_rps_21_slpmn,w4_gas_decoupling_21_slpmn,w_Environment_Solar_TaxCredit_21_slpmn,w_complete_streets_21_slpmn,w_ee_21_slpmn,w_environment_state_nepas_21_slpmn,w_gg_rr_21_slpmn,w_ghg_targets_21_slpmn,w_low_income_ee_21_slpmn,w_mgpo_21_slpmn,climate_action_plan_21,community_solar,environment_CA_car_emissions_standards_21,environment_ghg_cap_21,environment_preemption_naturalgasbans,environment_publicbenefit_funds_21,environment_utility_deregulation_21,fgd_21,ghg_standards_21,netmeter_yearadopted_21,pace_21,public_building_standards,w4_electric_decoupling_21,w4_environment_state_rps_21,w4_gas_decoupling_21,w_Environment_Solar_TaxCredit_21,w_complete_streets_21,w_ee_21,w_environment_state_nepas_21,w_gg_rr_21,w_ghg_targets_21,w_low_income_ee_21,w_mgpo_21,coal,wind,solar,total_area_km2,land_area_km2,log_area,popdens,poptotal,evangelical_pop,log_poptotal,share_evangelical,climate_concern,log_gdppc
Illinois,1983,IL,1.0,0.0,0.0,61.29972727793314,18.44971886394822,173119.3,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,1.0430379,9.798329,0.015185904,0.0014879649,0.00015839473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.279352185363468,0.0074003970415091,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2160036910621865,0.0145902254446074,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0,0.028169014084507,0.0,0.2535211267605634,0.028169014084507,0.0,0.2112676056338028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039010476387142,0.0,0.0,0.0612381091465983,0.0,0.227903753099512,0.0099412921893928,0.0,0.1753350971164816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.34195684073633,11408818.0,9.6000004,16.24989712313292,0.09600000400000001,0.1864510190360166,-4.187387649823088
Illinois,1984,IL,1.0,0.0,0.0,59.19098706475,18.10927813521435,194244.3,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,1.0044568,9.80765,0.017038973,0.0016711229,0.00017114912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0074003970415091,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0145902254446074,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.0,0.0307692307692307,0.0,0.2769230769230769,0.0307692307692307,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042792624524866,0.0,0.0,0.067175273260362,0.0,0.2445516656246142,0.0109051214789289,0.0,0.1923342053677049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.365003859715,11412132.0,9.6000004,16.250187558020453,0.09600000400000001,0.1864510190360166,-4.0722520293503255
Illinois,1985,IL,1.0,0.0,0.0,57.95096492949288,17.41380745369475,206281.1,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,0.9146742,9.839583,0.018094834,0.0017804562,0.00016550877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0211115032152561,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0152685945096098,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.0,0.0307692307692307,0.0,0.2769230769230769,0.0615384615384615,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042792624524866,0.0,0.0,0.067175273260362,0.0,0.2445516656246142,0.0311096155887066,0.0,0.1923342053677049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.27928341435258,11399806.0,14.0,16.249106895676064,0.14,0.1864510190360166,-4.012128795813429
Illinois,1986,IL,1.0,0.0,0.0,57.26437917468115,17.23859975978911,218695.6,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,0.6781572,9.847249,0.019183824,0.001889079,0.0001300965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0211115032152561,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0152685945096098,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.0,0.0307692307692307,0.0,0.2769230769230769,0.0615384615384615,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042809097567452,0.0,0.0,0.0672011324159856,0.0,0.2446458059127362,0.0311215912510576,0.0,0.1924082445179302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.1920121285459,11387257.0,14.0,16.24800548113496,0.14,0.1864510190360166,-3.9536878550509895
Illinois,1987,IL,1.0,0.0,0.0,55.04664305103597,16.87718188073469,231210.1,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,0.6028284,9.867735,0.020281587,0.0020013333,0.00012226317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0211115032152561,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0152685945096098,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.0,0.0307692307692307,0.0,0.2769230769230769,0.0615384615384615,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042809097567452,0.0,0.0,0.0672011324159856,0.0,0.2446458059127362,0.0311215912510576,0.0,0.1924082445179302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.21928049348716,11391178.0,14.0,16.248349754131656,0.14,0.1864510190360166,-3.8980418488830035
Illinois,1988,IL,1.0,0.0,0.0,51.61396718667327,17.30352132386628,252196.8,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,0.6408487,9.624666,0.022122527,0.0021292192,0.00014177193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0211115032152561,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0152685945096098,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0294117647058823,0.0,0.2941176470588235,0.0588235294117647,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039288561770868,0.0,0.0,0.0616746437562177,0.0,0.2874786297083916,0.0285622129349566,0.0,0.2289516307020622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.2123608242404,11390183.0,14.0,16.248262402019495,0.14,0.1864510190360166,-3.8111588683466238
Illinois,1989,IL,1.0,0.0,0.0,51.48087817708257,16.95074464633653,266607.9,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,0.56476194,8.935707,0.023386657,0.002089763,0.00013207895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0211115032152561,0.0,0.2320539305175148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0152685945096098,0.0,0.209063252447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0294117647058823,0.0,0.2941176470588235,0.0588235294117647,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039288561770868,0.0,0.0,0.0616746437562177,0.0,0.2874786297083916,0.0285622129349566,0.0,0.2289516307020622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.34866092229802,11409782.0,14.0,16.24998161560841,0.14,0.1864510190360166,-3.7555896329273395
Illinois,1990,IL,1.0,0.0,0.0,52.6193971956037,16.83711823529768,279019.1,17,4459.281666666666,33.48583333333334,0.7509244,1122.638333333333,25.175318,0.5328309,8.714385,0.024361426,0.0021229484,0.0001298052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029039787639623,0.0,0.0,0.0455862591222939,0.0,0.2876063334340494,0.0211115032152561,0.0,0.2477020658137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013504897371322,0.0,0.0,0.0047731198236725,0.0,0.2169692154666536,0.0152685945096098,0.0,0.227622477315851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0285714285714285,0.0,0.2857142857142857,0.0571428571428571,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038433092670304,0.0,0.0,0.0603317401312528,0.0,0.2812190703429365,0.0279402993420872,0.0,0.244676170651235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,79.49345239337103,11430602.0,14.0,16.25180470280051,0.14,0.1864510190360166,-3.714754299265908
Illinois,1991,IL,1.0,0.0,0.0,52.41791875614723,16.63635727997849,288473.5,17,4383.837500000001,32.7725,0.74757564,1101.3433333333332,25.122814,0.5382817,9.134322,0.024935119,0.0022776544,0.00013422119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09143567798837,0.0029039787639623,0.0,0.0305075057745938,0.0455862591222939,0.0387616538451752,0.2876063334340494,0.0211115032152561,0.0,0.2477020658137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068610703565619,0.0013504897371322,0.0,0.0224321896302448,0.0047731198236725,0.0233977140347119,0.2169692154666536,0.0152685945096098,0.0,0.227622477315851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857142857142857,0.0285714285714285,0.0,0.0571428571428571,0.0285714285714285,0.0714285714285714,0.2857142857142857,0.0571428571428571,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1210117625208097,0.0038433092670304,0.0,0.0403755637308991,0.0603317401312528,0.0458375946804346,0.2812190703429365,0.0279402993420872,0.0,0.244676170651235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,80.22624884382411,11535973.0,14.0,16.260980798004823,0.14,0.1864510190360166,-3.6914780675871777
Illinois,1992,IL,0.0,0.0,1.0,51.49939719953741,16.15084336415545,306236.3,17,4371.44,31.955,0.7309948,1085.2916666666667,24.826868,0.47584167,9.006999,0.02618706,0.0023586683,0.00012460895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1072963673564565,0.0029039787639623,0.0,0.0416800903425673,0.0612343944185721,0.0387616538451752,0.2876063334340494,0.0211115032152561,0.0,0.2477020658137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1131444689246025,0.0013504897371322,0.0,0.0237269018434338,0.0233323446921756,0.0233977140347119,0.2169692154666536,0.0152685945096098,0.0,0.227622477315851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793650793650793,0.0158730158730158,0.0,0.0476190476190476,0.0317460317460317,0.0634920634920634,0.3015873015873015,0.0634920634920634,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0951521323598704,0.002243637344605,0.0,0.0322023729579503,0.0473101855277713,0.0363247866250922,0.3294812271450777,0.0326218342932118,0.0,0.2739383895116455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,80.91629634265924,11635197.0,14.0,16.26954528624687,0.14,0.1864510190360166,-3.642489883350242
Illinois,1993,IL,0.0,0.0,1.0,52.64498501724325,17.29660120948071,320078.9,17,4482.041666666667,30.451666666666664,0.67941505,1111.885,24.807556,0.33701065,8.8741865,0.02710333,0.0024052002,9.13411e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1450799736335804,0.0029039787639623,0.0,0.0416800903425673,0.0612343944185721,0.0387616538451752,0.3115460207432685,0.0211115032152561,0.0,0.2477020658137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337193696230219,0.0013504897371322,0.0,0.0237269018434338,0.0233323446921756,0.0233977140347119,0.2170635612415052,0.0152685945096098,0.0,0.227622477315851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0158730158730158,0.0,0.0476190476190476,0.0317460317460317,0.0634920634920634,0.3174603174603174,0.0634920634920634,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1243440503963279,0.002243637344605,0.0,0.0322023729579503,0.0473101855277713,0.0363247866250922,0.3479772220647636,0.0326218342932118,0.0,0.2739383895116455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.993052027153141,4.239042527464569,149995,143793,11.87613004436379,81.54766921894668,11725984.0,14.0,16.2773177920162,0.14,0.1864510190360166,-3.6080986804166106
