id,event,ghg_standards_21_sln,pc01,pc03,pc04,pc09,pc12,pc14,start,stop
AK,0,0.0,2.1607094074343633,2.601507541172613,0.3171343047613882,1.0831871163651987,1.0594118238036507,4.338124273070146,28.0,29.0
AK,0,0.0,2.067919642120146,2.406806626772907,0.6703713861646475,0.8457828347702184,0.5432105503536906,2.1983225677703047,29.0,30.0
AK,0,0.0,2.1381659614180446,2.382609730451576,0.6690897071423838,0.9270874643986289,-0.04543507569700585,2.422307652350627,30.0,31.0
AK,0,0.0,2.070052242075146,2.6421522150093,0.521605900660785,0.8980349038417592,0.0416418583719207,2.945064600768492,31.0,32.0
AK,0,0.0,2.0995218558415516,2.677078790859248,0.572181480793823,0.8601255821078317,-0.40540871369426085,2.693371698254565,32.0,33.0
AK,0,0.0,1.985123207360817,2.5461442686999693,0.6335343407123086,0.8906907006348485,-0.35464471305574513,1.8245784470233564,33.0,34.0
AK,0,0.0,1.998359384218556,2.4536704507466336,0.7623487601953123,0.8311664548593093,-0.489806006854346,0.8127038287897123,34.0,35.0
AK,0,0.0,1.8476094900961977,1.8984510874601526,1.083295037713082,0.8444191317173567,-0.3890326406660957,-1.736715029211407,35.0,36.0
AK,0,0.0,1.6510294999876536,1.4943372061402311,1.1656350326308964,1.0293908823097415,0.15289607591950632,-1.615922825699746,36.0,37.0
AK,0,0.0,1.77128186194681,1.6643070926411925,1.1267089928634924,0.9452017798956476,-0.121630798681369,-0.2882063762295674,37.0,38.0
AK,0,0.0,1.7978652606085437,1.6673579152732145,1.0709372848279046,0.9757953667760755,-0.07701720295667384,-0.15871331891860557,38.0,39.0
AK,0,0.0,1.7708379892089285,1.5853208442278193,1.1656544067171974,0.9781800429568793,-0.3048183699979449,-1.0407646574964462,39.0,40.0
AK,0,0.0,1.723630271935106,1.381626493983951,1.3212960212141946,0.9457036556981118,-0.17706278299928802,-2.0552471269643116,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,0.23588855710564602,0.3309107896288258,-1.4444547282117244,0.5404319129000211,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,0.24165117299817865,0.3296921613286044,-1.4524809771328664,0.541477931373731,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,0.5107527989771857,0.2541318336866407,-1.7442913677390395,0.6180795560426803,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,0.48056811975215913,0.2502480635073124,-1.644910130268131,0.40988311511779446,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.7863777487185095,0.38857450591729575,0.24131086983849662,-1.4559730641061022,0.33479357113891683,4.0,5.0
AL,0,0.0,0.8917054786311404,-1.7743861467022948,0.011059002224176025,0.3929612825628709,-1.4639794989484436,-0.044885024429816844,5.0,6.0
AL,0,0.0,0.8586646269497109,-1.7405332573800893,-0.1114257589058567,0.3802148963168508,-1.1971775138545915,-0.3468812155922445,6.0,7.0
AL,0,0.0,0.8360815947027872,-1.6766208864656855,-0.08812182251887486,0.35624866153820944,-1.1693627511284546,-0.3903380417926335,7.0,8.0
AL,0,0.0,0.8437829866564516,-1.6268246790122896,-0.0935540993382255,0.3634087948578124,-1.1711997998455732,-0.31024319989836957,8.0,9.0
AL,0,0.0,0.8180110051734225,-1.5799923447796953,-0.01211319182803648,0.3272384237860542,-1.2244183448713626,-0.31046358846410826,9.0,10.0
AL,0,0.0,0.8260510896182978,-1.5564043236963454,-0.10003051427458276,0.3450243189521572,-1.11110386202649,-0.3177691178300905,10.0,11.0
AL,0,0.0,0.7861048722433818,-1.4943549261637525,-0.0943032440588874,0.33621985100297597,-1.4061106919294573,-0.27216983264712463,11.0,12.0
AL,0,0.0,0.6871048620952125,-1.3460772438286988,-0.14082887458231338,0.24840313395025726,-1.246578816957986,-0.23552377006131628,12.0,13.0
AL,0,0.0,0.6931525375891726,-1.3336556499030525,-0.1747806449253999,0.2519800944537117,-1.1022788615951324,-0.21337285727783967,13.0,14.0
AL,0,0.0,0.6742425818367737,-1.2764022956101304,-0.01964006409495936,0.18943554474543364,-0.9559393597110193,-0.16743209377024185,14.0,15.0
AL,0,0.0,0.5477061763665123,-1.187334327287312,-0.05546063071517436,0.07596390306847982,-0.2882277063206223,0.019345834873409535,15.0,16.0
AL,0,0.0,0.517003653923038,-1.1196490463359468,-0.005408996439474336,0.030694797198282824,-0.22248171567384298,0.13764719366345465,16.0,17.0
AL,0,0.0,0.23826149576531955,-0.6847536024049633,-0.16102319132013046,-0.2679569819159019,0.6082132167045154,-0.13175558645727334,17.0,18.0
AL,0,0.0,0.20286979630316454,-0.6220466607982866,-0.18651999988401913,-0.2806472283517732,0.4699715483710011,-0.10281692692629325,18.0,19.0
AL,0,0.0,0.19885140416760586,-0.6135882461272697,-0.19502113947498803,-0.2866586549752422,0.6244021217538558,-0.05384867989309389,19.0,20.0
AL,0,0.0,0.11321189343385911,-0.6504771729506306,-0.30872272486950053,-0.20106602483080133,0.9846806410882757,-0.029872609959889516,20.0,21.0
AL,0,0.0,0.22889993380664087,-0.5180137911192778,-0.23495053959763026,-0.3536631987661459,0.5073864044061631,0.11925498856734963,21.0,22.0
AL,0,0.0,0.16654140635273385,-0.4784326514115255,-0.25563405251787336,-0.3584884948823616,0.6832490115938655,0.05631329439196154,22.0,23.0
AL,0,0.0,0.2054815820609324,-0.42178067304079475,-0.24863146756031784,-0.39737142311626744,0.6819471533295041,0.19693380963871426,23.0,24.0
AL,0,0.0,0.2610535093780909,-0.265348682401156,-0.21073434446216419,-0.5034764067073669,0.43404937322739073,0.3281687641539606,24.0,25.0
AL,0,0.0,0.20569300984447342,-0.19088582189882602,-0.3256275893168657,-0.46368181925511215,0.49063606890847844,0.3887044107193418,25.0,26.0
AL,0,0.0,0.10945317388952269,-0.24631916615030852,-0.39386195557700304,-0.3495460289326295,0.6953707671057257,0.35585667792370407,26.0,27.0
AL,0,0.0,0.20764963791425312,-0.17725954059892257,-0.3741258034047598,-0.4299589006958427,0.6171807781962938,0.5114566663244534,27.0,28.0
AL,0,0.0,0.11523133601730688,-0.23251065927863424,-0.3086544383135392,-0.3599387757325451,0.7198009909462944,0.5648137223975436,28.0,29.0
AL,0,0.0,0.21079451383431233,-0.179671083640212,-0.0023738089489583297,-0.5347490166982679,0.15047983851261623,0.5462630018470294,29.0,30.0
AL,0,0.0,0.26490422795167273,-0.18492109398345266,-0.09588580197748198,-0.5058641081000932,0.22628344867218184,0.5500524801511107,30.0,31.0
AL,0,0.0,0.21437148202290154,-0.17724596268048828,-0.028092651980187074,-0.4980170993063756,0.3476104286687343,0.5078238662439436,31.0,32.0
AL,0,0.0,0.3280368478478652,0.6308639754543559,0.25479366019428734,1.0180784899791657,-0.49062184234277,0.5678322373580295,32.0,33.0
AL,0,0.0,0.2852756283050428,0.6805765155671292,0.29491010078258767,0.9817159434739835,-0.5533251346969023,0.5811440588388815,33.0,34.0
AL,0,0.0,0.2360311627216896,0.6334918850705347,0.2287299956018508,1.0448881981545597,-0.3422172348626807,0.49698764039251564,34.0,35.0
AL,0,0.0,0.11037146774984928,0.6020831399095868,0.23716264696162218,1.1028612262024549,-0.16328523692698907,0.3966013304167302,35.0,36.0
AL,0,0.0,0.0825462257424093,0.6321887614152297,0.2382043040304112,1.0865624260869646,-0.2885095921009428,0.4750811136679265,36.0,37.0
AL,0,0.0,0.00575426848519931,0.7026814158481569,0.2721856998708046,1.0823486820024606,-0.46855789675833787,0.558857320562516,37.0,38.0
AL,0,0.0,-0.014759813678432836,0.754094842997611,0.225245480656554,1.0801615204333481,-0.5387084842862535,0.5555579644762519,38.0,39.0
AL,0,0.0,-0.05737492577336547,0.8162703675109196,0.3014547586847677,1.0394989914907582,-0.7049299531856261,0.534195826326861,39.0,40.0
AL,0,0.0,-0.022613357319160393,0.7529663427637572,0.4344191495291108,1.0209541861301747,-0.4383806990771165,0.49597474076871756,40.0,41.0
AR,0,0.0,0.9289747312193423,-1.7735906481419454,0.6857700822706843,-0.5171184305220478,-1.5745919658178877,0.07217959702866028,0.0,1.0
AR,0,0.0,0.9527479463783174,-1.7952864105668886,0.5342256617864444,-0.4744842223854291,-1.4111657258438606,0.028926366738630714,1.0,2.0
AR,0,0.0,0.9656662941266214,-1.8069507707258965,0.4528386924109667,-0.4515952076542492,-1.323156780012067,0.005705746211473135,2.0,3.0
AR,0,0.0,0.9878046207767986,-1.843835524790264,0.40593758638693617,-0.40759710380515535,-1.294233901259066,-0.20546750747152775,3.0,4.0
AR,0,0.0,0.9441356851361324,-1.7377097657324598,0.5001839394922878,-0.4615640560104687,-1.312592573709959,-0.2592498033013622,4.0,5.0
AR,0,0.0,1.0472031345366872,-1.7978086807595595,0.3969499712657685,-0.3458736288764474,-1.568410738939551,-0.38368048035286095,5.0,6.0
AR,0,0.0,1.0511043390295414,-1.8232434277583824,0.306913674580729,-0.3174760158914671,-1.4330617997865485,-0.6722999819396456,6.0,7.0
AR,0,0.0,1.022847540128386,-1.7626499201585615,0.38422489664516096,-0.3551443105614284,-1.4723550271405992,-0.6823559925141711,7.0,8.0
AR,0,0.0,1.043519816383977,-1.7489914586829394,0.3159235060303938,-0.3232303009911621,-1.4114215578423557,-0.6958715060030587,8.0,9.0
AR,0,0.0,0.986419266611079,-1.6301357896232371,0.38765936976963805,-0.39768225578438293,-1.3731356448549212,-0.676144899362861,9.0,10.0
AR,0,0.0,0.9955634268143128,-1.6328997612297014,0.42060665168515093,-0.3876538968075211,-1.4379521232960615,-0.6823869461135018,10.0,11.0
AR,0,0.0,0.9714016582664299,-1.5734119953180994,0.43468548147583175,-0.41638790148052013,-1.346774816183538,-0.6720196734963495,11.0,12.0
AR,0,0.0,0.9049336040783373,-1.4493699393012627,0.34143374626350703,-0.4539085515895526,-1.3550950914291096,-0.6694859265950633,12.0,13.0
AR,0,0.0,0.8504905193751012,-1.3677903147943395,0.4662250059946952,-0.5045473308210627,-1.6758290273871226,-0.5604522536894017,13.0,14.0
AR,0,0.0,0.802827821934563,-1.2674682166442186,0.3412388396409709,-0.5437365144523373,-1.3403403250187036,-0.5852920486701528,14.0,15.0
AR,0,0.0,0.7574869547676023,-1.2095121695274054,0.2063654039908226,-0.5348748003248784,-1.4518649337776077,-0.48855664261486254,15.0,16.0
AR,0,0.0,0.7362607459651443,-1.1467765326853059,0.18519948369526834,-0.5624435084314174,-1.2920746921414075,-0.4029993773349623,16.0,17.0
AR,0,0.0,0.48404578439177254,-0.761843889174302,0.11423312437293884,-0.8415585439412131,-0.6217537346315859,-0.6788442090099867,17.0,18.0
AR,0,0.0,0.501822819655348,-0.7833927299429653,0.05037506282717767,-0.8109644372017824,-0.5545583222685335,-0.6342059466039814,18.0,19.0
AR,0,0.0,0.5034508003905734,-0.7525869098807261,-0.006048482250046515,-0.8065480502048431,-0.3931999367130538,-0.5987625772604388,19.0,20.0
AR,0,0.0,0.3088331317620551,-0.8087754075967777,-0.16802119968696896,-0.6556189724242021,0.13528591532064904,-0.7202048948175847,20.0,21.0
AR,0,0.0,0.4687775091497891,-0.6847823706280958,-0.06720669696866426,-0.8185149197705904,-0.24639554449693865,-0.6170350009772716,21.0,22.0
AR,0,0.0,0.4050381875913728,-0.645370243150307,-0.004496318096800014,-0.8358341712731885,-0.022334859071266405,-0.6438372833590329,22.0,23.0
AR,0,0.0,0.45001303613451066,-0.5458151184531098,-0.024522154970843157,-0.906635422797283,-0.09486992661056677,-0.575730202960565,23.0,24.0
AR,0,0.0,0.5352763263218777,-0.39181453478593964,-0.029053075832975714,-1.0228908246944464,-0.3504915994351732,-0.4641140153291831,24.0,25.0
AR,0,0.0,0.464735299177417,-0.3607801940812389,-0.0665666297380742,-1.0202709474628762,-0.048887972780927935,-0.3358716070285659,25.0,26.0
AR,0,0.0,0.29470818647290825,-0.4425006490730585,-0.15647717972948988,-0.8423794010758042,0.40167874703843737,-0.3580093813947461,26.0,27.0
AR,0,0.0,0.3973743226817971,-0.30242078062576644,-0.11667056284159298,-0.9573708375344249,0.18383203903170284,-0.22237830638060055,27.0,28.0
AR,0,0.0,0.36128745874957396,-0.3177791816053273,-0.2259590805267418,-0.8445532216354747,0.30285952744443195,-0.085434264787414,28.0,29.0
AR,0,0.0,0.43040218351270476,-0.23199696015621668,-0.08040821578905369,-0.9998227595815447,-0.20659456110791394,-0.1427518903055032,29.0,30.0
AR,0,0.0,0.47650252684430067,-0.1980747551716404,-0.11442204714083601,-0.998208506037093,-0.27648040680174485,-0.0358547675668794,30.0,31.0
AR,0,0.0,0.4545106566468053,-0.21416298841965664,-0.1816559541653267,-0.9304062980905313,0.0031145200629011864,0.053879267896893505,31.0,32.0
AR,0,0.0,0.4536318886163315,-0.2265326428560669,-0.13468014523378893,-0.9412062520728189,0.029877473293037964,-0.07767655928498805,32.0,33.0
AR,0,0.0,0.4821913489126116,-0.18046830415155068,-0.24714116094645272,-0.9708417992342315,0.1181153577155181,-0.03831618353228925,33.0,34.0
AR,0,0.0,0.6324500551597964,0.5718775385909108,0.016709532072844757,0.568812642629385,-0.5840729829916894,0.06329903699933094,34.0,35.0
AR,0,0.0,0.5112983045481869,0.5121741774250477,0.18096406138215965,0.5679710079869473,-0.4411648659668429,-0.1421713957855441,35.0,36.0
AR,0,0.0,0.35323713606499,0.4644231977573228,0.07736441635977731,0.646991803510739,-0.18040000571257034,-0.20297868580793094,36.0,37.0
AR,0,0.0,0.23778706806547562,0.45420203914726043,-0.06152420598407201,0.7307782287231394,-0.03233955551639751,-0.24667689698424625,37.0,38.0
AR,0,0.0,0.22566972140008487,0.4898122174719167,-0.13595803013127516,0.7374674401878754,-0.02230441856639886,-0.23623990495938368,38.0,39.0
AR,0,0.0,0.18456379416734411,0.5423825178088257,-0.012146908252811953,0.6939111026047713,-0.2591052171397489,-0.20698828379193732,39.0,40.0
AR,0,0.0,0.18769602701991916,0.5533120088211955,0.17150206322937012,0.6408331505491279,-0.08665977435215487,-0.2270700108365828,40.0,41.0
AZ,0,0.0,1.0517173715504213,-0.85154820155469,0.17318085684491036,1.2115696254860306,-0.36373236223712413,-0.025272611061716847,0.0,1.0
AZ,0,0.0,1.0830564853711446,-0.8825684758723383,-0.04777117047113364,1.2728079213926633,-0.1302726631446898,-0.08683742418523448,1.0,2.0
AZ,0,0.0,1.0899161363076444,-0.891156120341879,-0.11147679291260996,1.2900065455144563,-0.06618043377242527,-0.10383261112313286,2.0,3.0
AZ,0,0.0,1.0342453342901545,-0.8187696108369221,0.23562812544114559,1.2009835064528271,-0.43954912365591436,-0.08348080561889067,3.0,4.0
AZ,0,0.0,0.9706333217092478,-0.6570397862947277,0.18633478858135386,1.1365674595278623,-0.21306178740692625,-0.14624137205228674,4.0,5.0
AZ,0,0.0,0.9680468588643162,-0.6174940520773232,0.1256819552008686,1.1440942811739505,-0.14875589196456002,-0.22112133552818813,5.0,6.0
AZ,0,0.0,0.8884084781989274,-0.5033677674141489,0.44057420971695216,1.0272910816697212,-0.42830613244258564,-0.15985478202749462,6.0,7.0
AZ,0,0.0,0.9044167501941334,-0.5060937522210337,0.41347959707682735,1.0522548265927951,-0.4408182112676135,-0.12336363505108716,7.0,8.0
AZ,0,0.0,0.8933330699984419,-0.4409057037774174,0.5325117860837835,1.0228351430578317,-0.5992026674517493,0.09282356383728343,8.0,9.0
AZ,0,0.0,0.9189265547498722,-0.41432755646374586,0.010269771691106874,1.1037799167470876,0.09450025363022516,-0.06692412137953328,9.0,10.0
AZ,0,0.0,0.798209963539186,-0.2499795551411745,0.3235062299624491,0.9343136544834663,-0.07799989272754723,-0.025237418262320285,10.0,11.0
AZ,0,0.0,0.6757908753292593,-0.03887547302057506,0.3156460561880773,0.8182102438512654,-0.17415576170859115,-0.2663522931685651,11.0,12.0
AZ,0,0.0,0.7626741080893584,-0.1450654030255672,0.3156104559334327,0.9506566422424235,-0.6560899170043897,-0.13119926733734172,12.0,13.0
AZ,0,0.0,0.7506331952427282,-0.15520664541027349,0.1656790091630061,0.9966078325571103,-0.7466480644933454,-0.1301139888384598,13.0,14.0
AZ,0,0.0,0.6945961415146141,-0.05912284881764432,0.15069559598883106,0.9489862183077595,-0.6444756413595023,0.1351131474654586,14.0,15.0
AZ,0,0.0,0.6081261621310636,0.09642475684999859,0.2806069217550986,0.857942871354432,-0.9448189489142564,0.2787392932634361,15.0,16.0
AZ,0,0.0,0.5154254301210723,0.23441918222634436,0.24567360574682132,0.7887202377160469,-0.9885848859278481,0.17193170937382876,16.0,17.0
AZ,0,0.0,0.2715434297081233,0.5957914730571525,0.14196946204046543,0.5422696393674563,-0.4474539830938428,0.05617272102598916,17.0,18.0
AZ,0,0.0,0.20810898242055684,0.7060946247030794,0.052933343624487705,0.5073597065933291,-0.40303644097285957,0.04138446174730198,18.0,19.0
AZ,0,0.0,0.18914548765287964,0.7332826611986221,-0.027523084117329302,0.5106757498519043,-0.2935695475967029,0.17059287482509733,19.0,20.0
AZ,0,0.0,-0.051086362382532696,0.6185184523965513,-0.23541478353803,0.7144973797179562,0.48161436362119553,0.1706379721529098,20.0,21.0
AZ,0,0.0,0.10094609581068265,0.7123678142716354,-0.20377344730937166,0.5677525304957833,0.33643753550950145,0.21079845750683301,21.0,22.0
AZ,0,0.0,0.043099615838003424,0.7154940424421665,-0.16973650608841337,0.5794838000065928,0.5642902068062395,0.1732984633819676,22.0,23.0
AZ,0,0.0,0.10119411832280213,0.8046891843207341,-0.22038584775394587,0.5101354660120082,0.43817836958152623,0.30963036263730315,23.0,24.0
AZ,0,0.0,0.19488197976951815,0.8783721096593485,-0.20211236619693612,0.4407578102958554,0.1364028269767185,0.48406240630460023,24.0,25.0
AZ,0,0.0,0.1429655460692046,0.9483646757465063,-0.3066124125030732,0.46420137304896825,0.192798804592798,0.6611354634437022,25.0,26.0
AZ,0,0.0,-0.022601082131992262,0.861252179493813,-0.45302229338790995,0.6568081230290612,0.6572756897581485,0.7101074255936597,26.0,27.0
AZ,0,0.0,0.08902292531079019,0.950443644795335,-0.3470509571168463,0.5398537250748555,0.5648626819901494,0.7980162892679349,27.0,28.0
AZ,0,0.2,0.02864333367727501,0.8714763654891171,-0.3219469649991441,0.6216509934635652,0.8931897431789002,0.7301678246547347,28.0,29.0
AZ,0,0.2,0.23755109591347706,0.8448370540080307,-0.13213891383771648,0.49035822411900587,0.3576658861775002,0.883038922883663,29.0,30.0
AZ,0,0.2,0.2530216949078933,0.8353534291923413,-0.20570344087458073,0.535882739902723,0.29618213392853626,1.031828857137037,30.0,31.0
AZ,0,0.2,0.18861604742663665,0.8604324481444554,-0.21871317490375564,0.5759290928008932,0.3431892439863548,1.0438888249066371,31.0,32.0
AZ,0,0.2,0.07433463996577534,0.880730868024569,-0.23680946420825244,0.6050787797945965,0.33493632032914555,0.9110076427991325,32.0,33.0
AZ,0,0.2,0.10356724139029115,0.9873482661670913,-0.276979941759058,0.5138033525039676,-0.10653562648557771,0.8998565610522353,33.0,34.0
AZ,0,0.2,0.030088794456115106,0.956267782949227,-0.25778924700664574,0.563091235588376,0.02730035194164833,0.859586047104827,34.0,35.0
AZ,0,0.2,-0.06389859174289479,0.9672108768672535,-0.20061490310470548,0.5583271331061522,-0.017760033056631458,0.7371350129049983,35.0,36.0
AZ,0,0.2,-0.15156079180898513,0.993527694322328,-0.16157624618487332,0.5566664998080624,-0.10076636877485848,0.7579369900889836,36.0,37.0
AZ,0,0.2,-0.17067030021237936,1.089341714773893,-0.20684588830541595,0.5265226931410758,-0.2315452391117987,0.8965711498017194,37.0,38.0
AZ,0,0.2,-0.19517930248059998,1.1460150623119891,-0.24160471703671113,0.5143879555026052,-0.22801453168933722,0.871990899027381,38.0,39.0
AZ,0,0.2,-0.24863906330403865,1.2093406616374673,-0.1898100703685815,0.47839611357072165,-0.43071870147485464,0.9280698422279363,39.0,40.0
AZ,0,0.2,-0.24477422854570094,1.2411607135589622,-0.00023187645235389127,0.4030022594696289,-0.0018452192709439595,0.9832258886103828,40.0,41.0
CA,0,0.0,-0.12401923946222716,-0.8397206775260136,0.6286322322189324,0.06356535376190137,0.25566187871077845,-0.18144150897480069,0.0,1.0
CA,0,0.0,-0.1193556713035681,-0.8501410311610779,0.5626329877591016,0.08716010265570899,0.3156518936542178,-0.2079166871163462,1.0,2.0
CA,0,0.0,-0.14730893773491172,-0.8303623776865031,0.7064561782219052,0.051105146051659466,0.1501136163727334,-0.17355410377993655,2.0,3.0
CA,0,0.0,-0.17014209302838307,-0.8083747503740447,0.7698305201345393,0.03716462944941426,0.10199348683807109,-0.303459480602493,3.0,4.0
CA,0,0.0,-0.20325699257568425,-0.6887980186158196,0.7024271651439333,0.013166037885643368,0.2752632308109234,-0.31379969959239085,4.0,5.0
CA,0,0.0,-0.20248576893340597,-0.6508510600053473,0.6713132365403767,0.02730541339900016,0.2525888506699273,-0.4374509676089167,5.0,6.0
CA,0,0.0,-0.24741636704993553,-0.6120664690494108,0.7234652764427787,-0.006484182308059045,0.2694326412588487,-0.6421813204238727,6.0,7.0
CA,0,0.0,-0.2701246676338126,-0.5402073077960884,0.6501568794658817,-0.013641850275377591,0.413319780860286,-0.6703863066155596,7.0,8.0
CA,0,0.0,-0.30124292886792714,-0.46327608028730993,0.5807169141645224,-0.029049460621703653,0.57214370062737,-0.7357088462692322,8.0,9.0
CA,0,0.0,-0.3255430534735773,-0.41100108794784324,0.6458330051739275,-0.05001802818927136,0.5124424542227963,-0.7069041113523331,9.0,10.0
CA,0,0.0,-0.3324038594937734,-0.37267322276066045,0.5976450471321822,-0.04388311550751396,0.5817392199561097,-0.6951929005857992,10.0,11.0
CA,0,0.0,-0.37697826230406883,-0.3330552055696111,0.5895237015044121,-0.06530419346568771,0.5104196663391425,-0.7481775283450083,11.0,12.0
CA,0,0.0,-0.37426733994614364,-0.338062118160583,0.5968700345229389,-0.05503607863274439,0.47670549008739227,-0.8067059455902555,12.0,13.0
CA,0,0.0,-0.3626499225658452,-0.335036011642056,0.664952244937735,-0.05157528932672116,0.3770514097707865,-0.8819270821153297,13.0,14.0
CA,0,0.0,-0.35004109984597215,-0.30969989985311686,0.5662620287953666,-0.02273613666689579,0.41333307076426823,-0.9654526560778974,14.0,15.0
CA,0,0.0,-0.4010760215572231,-0.2288245744636841,0.6068793420922338,-0.0732056057433003,0.44859479541444625,-0.8547573370935128,15.0,16.0
CA,0,0.0,-0.42918932861150805,-0.14089139191907737,0.5507377976759987,-0.08484968156904617,0.3977492636378184,-0.8997422019658255,16.0,17.0
CA,0,0.0,-0.628951387486555,0.17682301996204466,0.40875995781265334,-0.2806489686703053,0.9574612178839527,-0.9801505272773404,17.0,18.0
CA,0,0.0,-0.7226585796814482,0.3037780714564674,0.41408698506209285,-0.3460329316532936,0.9066608342611808,-0.870038968016811,18.0,19.0
CA,0,0.3333333333333333,-0.7633429109103904,0.37239286818213796,0.35063136743203455,-0.36164785049294906,0.9721575353649727,-0.7515019711130421,19.0,20.0
CA,0,0.3333333333333333,-0.9108946629576813,0.3901949307761262,0.223248206561667,-0.26321649497674177,1.3423538449324888,-0.737403439873001,20.0,21.0
CA,0,0.3333333333333333,-0.7939134406986618,0.4889712008523699,0.2314302533574678,-0.4133396346638869,1.0605904963814705,-0.5485600277863111,21.0,22.0
CA,0,0.3333333333333333,-0.8075545952345226,0.4325678585742711,0.23776511278597096,-0.3561854739666849,1.241036709068163,-0.5629700159749864,22.0,23.0
CA,0,0.3333333333333333,-0.7885685851596352,0.5149967640030981,0.2726010481760888,-0.41319005527687563,1.1307432725425877,-0.5211643491059849,23.0,24.0
CA,0,0.3333333333333333,-0.6992373498963711,0.6145207562382369,0.2611341923217374,-0.5039955270514423,0.8995320468431371,-0.3392491540590922,24.0,25.0
