id,event,community_solar_slp,start,stop
MO,0,0.2050372375298413,32.0,33.0
MO,0,0.2050372375298413,33.0,34.0
MO,0,0.2131806210014586,34.0,35.0
MO,0,0.3170401300105867,35.0,36.0
MO,0,0.3170401300105867,36.0,37.0
MO,0,0.4094567708087723,37.0,38.0
MO,0,0.4540489848107459,38.0,39.0
MO,0,0.5394355718395017,39.0,40.0
MO,0,0.5843720262103964,40.0,41.0
MS,0,0.0,0.0,30.0
MS,0,0.0037133357665516,30.0,31.0
MS,0,0.0374982103976042,31.0,32.0
MS,0,0.1219971884460729,32.0,33.0
MS,0,0.1219971884460729,33.0,34.0
MS,0,0.1289247629104912,34.0,35.0
MS,0,0.2158510887081351,35.0,36.0
MS,0,0.2158510887081351,36.0,37.0
MS,0,0.2608995939563014,37.0,38.0
MS,0,0.3201544514008164,38.0,39.0
MS,0,0.3536999760737461,39.0,40.0
MS,0,0.4023127392257454,40.0,41.0
MT,0,0.0,0.0,30.0
MT,0,0.0266936278654195,30.0,31.0
MT,0,0.0763747553584861,31.0,32.0
MT,0,0.0890705745130438,32.0,33.0
MT,0,0.0890705745130438,33.0,34.0
MT,0,0.0927411186933304,34.0,35.0
MT,0,0.2033609683517745,35.0,36.0
MT,0,0.2033609683517745,36.0,37.0
MT,0,0.3122850154706328,37.0,38.0
MT,0,0.3361037770471595,38.0,39.0
MT,0,0.4319500913165546,39.0,40.0
MT,0,0.44164018908624,40.0,41.0
NC,0,0.0,0.0,30.0
NC,0,0.0158195483666465,30.0,31.0
NC,0,0.0295963722575031,31.0,32.0
NC,0,0.0740783749964519,32.0,33.0
NC,0,0.0740783749964519,33.0,34.0
NC,0,0.1229344218125388,34.0,35.0
NC,0,0.1750097137641603,35.0,36.0
NC,0,0.1750097137641603,36.0,37.0
NC,1,0.2660233118664879,37.0,38.0
ND,0,0.0,0.0,30.0
ND,0,0.0026908588860347,30.0,31.0
ND,0,0.0195032428064064,31.0,32.0
ND,0,0.0377272190868091,32.0,33.0
ND,0,0.0377272190868091,33.0,34.0
ND,0,0.0642897178301892,34.0,35.0
ND,0,0.1301389854830685,35.0,36.0
ND,0,0.1301389854830685,36.0,37.0
ND,0,0.259801275472581,37.0,38.0
ND,0,0.3248846916473443,38.0,39.0
ND,0,0.3511779521415572,39.0,40.0
ND,0,0.3617277349337707,40.0,41.0
NE,0,0.0,0.0,30.0
NE,0,0.0056613325619887,30.0,31.0
NE,0,0.0731185593169604,31.0,32.0
NE,0,0.1016110426291756,32.0,33.0
NE,0,0.1016110426291756,33.0,34.0
NE,0,0.1331506699830382,34.0,35.0
NE,0,0.1923385775715271,35.0,36.0
NE,0,0.1923385775715271,36.0,37.0
NE,0,0.2879836926566638,37.0,38.0
NE,0,0.3514901795655775,38.0,39.0
NE,0,0.3991056352445624,39.0,40.0
NE,0,0.4248200537232756,40.0,41.0
NH,0,0.0,0.0,30.0
NH,0,0.0096717674692363,30.0,31.0
NH,0,0.0357455262194801,31.0,32.0
NH,0,0.1033270693703559,32.0,33.0
NH,1,0.1033270693703559,33.0,34.0
NJ,0,0.0,0.0,30.0
NJ,0,0.0137756015116648,30.0,31.0
NJ,0,0.0330349933749156,31.0,32.0
NJ,0,0.0721293964732969,32.0,33.0
NJ,0,0.0721293964732969,33.0,34.0
NJ,0,0.0812223178579315,34.0,35.0
NJ,0,0.1331601986482841,35.0,36.0
NJ,0,0.1331601986482841,36.0,37.0
NJ,0,0.2404159491667271,37.0,38.0
NJ,1,0.2706802599278378,38.0,39.0
NM,0,0.0,0.0,30.0
NM,0,0.0083503639151399,30.0,31.0
NM,0,0.0358541551071075,31.0,32.0
NM,0,0.0512111661102022,32.0,33.0
NM,0,0.0512111661102022,33.0,34.0
NM,0,0.0633371617901365,34.0,35.0
NM,0,0.1212655537246661,35.0,36.0
NM,0,0.1212655537246661,36.0,37.0
NM,0,0.2418669657049386,37.0,38.0
NM,0,0.2621473408295837,38.0,39.0
NM,0,0.2906757359732617,39.0,40.0
NM,0,0.2935161365682051,40.0,41.0
NV,0,0.0,0.0,30.0
NV,0,0.0071087900686445,30.0,31.0
NV,0,0.0678739105409208,31.0,32.0
NV,0,0.1201403073133835,32.0,33.0
NV,0,0.1201403073133835,33.0,34.0
NV,0,0.1782627080824715,34.0,35.0
NV,0,0.2265237473070269,35.0,36.0
NV,0,0.2265237473070269,36.0,37.0
NV,0,0.3056495211947003,37.0,38.0
NV,0,0.3492863611972115,38.0,39.0
NV,0,0.3828940756545674,39.0,40.0
NV,0,0.3878067610179942,40.0,41.0
NY,0,0.0,0.0,30.0
NY,0,0.0046393730789935,30.0,31.0
NY,0,0.0257362743398421,31.0,32.0
NY,0,0.0914097623680377,32.0,33.0
NY,0,0.0914097623680377,33.0,34.0
NY,0,0.1000402617193665,34.0,35.0
NY,1,0.1671749471217259,35.0,36.0
OH,0,0.0,0.0,30.0
OH,0,0.0271782326643586,30.0,31.0
OH,0,0.1532782552596217,31.0,32.0
OH,0,0.226133277083337,32.0,33.0
OH,0,0.226133277083337,33.0,34.0
OH,0,0.2579039163074331,34.0,35.0
OH,0,0.2963639038879323,35.0,36.0
OH,0,0.2963639038879323,36.0,37.0
OH,0,0.3726011463187896,37.0,38.0
OH,0,0.4120230401427931,38.0,39.0
OH,0,0.4697782132002921,39.0,40.0
OH,0,0.4896196658738634,40.0,41.0
OK,0,0.0,0.0,30.0
OK,0,0.0024882708301208,30.0,31.0
OK,0,0.0404532235800089,31.0,32.0
OK,0,0.0986333214295512,32.0,33.0
OK,0,0.0986333214295512,33.0,34.0
OK,0,0.1231135050259913,34.0,35.0
OK,0,0.2067106328699086,35.0,36.0
OK,0,0.2067106328699086,36.0,37.0
OK,0,0.2645955522214996,37.0,38.0
OK,0,0.3515750583339046,38.0,39.0
OK,0,0.3958918838628688,39.0,40.0
OK,0,0.4473659518529709,40.0,41.0
OR,0,0.0,0.0,30.0
OR,0,0.0126287975078403,30.0,31.0
OR,0,0.0520769239699298,31.0,32.0
OR,0,0.1042362721070743,32.0,33.0
OR,0,0.1042362721070743,33.0,34.0
OR,0,0.1204141599181783,34.0,35.0
OR,0,0.2284145009342167,35.0,36.0
OR,1,0.2284145009342167,36.0,37.0
PA,0,0.0,0.0,30.0
PA,0,0.0060399344793353,30.0,31.0
PA,0,0.0511030897735673,31.0,32.0
PA,0,0.0847413918262004,32.0,33.0
PA,0,0.0847413918262004,33.0,34.0
PA,0,0.0850224089810148,34.0,35.0
PA,0,0.1203397582924353,35.0,36.0
PA,0,0.1203397582924353,36.0,37.0
PA,0,0.2204851158006585,37.0,38.0
PA,0,0.2797448646760978,38.0,39.0
PA,0,0.2937866954484542,39.0,40.0
PA,0,0.3039931195314263,40.0,41.0
RI,0,0.0,0.0,30.0
RI,0,0.0077862605096628,30.0,31.0
RI,0,0.0482367710225544,31.0,32.0
RI,0,0.0500612030788179,32.0,33.0
RI,0,0.0500612030788179,33.0,34.0
RI,0,0.0532047249163794,34.0,35.0
RI,0,0.1030912552630083,35.0,36.0
RI,1,0.1030912552630083,36.0,37.0
SC,0,0.0,0.0,30.0
SC,0,0.0139947782845667,30.0,31.0
SC,0,0.0330691530390577,31.0,32.0
SC,0,0.0945756947659245,32.0,33.0
SC,0,0.0945756947659245,33.0,34.0
SC,0,0.1108188603876117,34.0,35.0
SC,0,0.1567858073933571,35.0,36.0
SC,0,0.1567858073933571,36.0,37.0
SC,0,0.2359186206975224,37.0,38.0
SC,0,0.300820024954621,38.0,39.0
SC,1,0.3247943991611003,39.0,40.0
SD,0,0.0,0.0,30.0
SD,0,0.0179274322310121,30.0,31.0
SD,0,0.0465372585768447,31.0,32.0
SD,0,0.0739326978043947,32.0,33.0
SD,0,0.0739326978043947,33.0,34.0
SD,0,0.0775409395083059,34.0,35.0
SD,0,0.0960096937961676,35.0,36.0
SD,0,0.0960096937961676,36.0,37.0
SD,0,0.2060182123610084,37.0,38.0
SD,0,0.2633379157964291,38.0,39.0
SD,0,0.3375709338387135,39.0,40.0
SD,0,0.337681976891799,40.0,41.0
TN,0,0.0,0.0,30.0
TN,0,0.0091741895487944,30.0,31.0
TN,0,0.0199822332044138,31.0,32.0
TN,0,0.0982640452743588,32.0,33.0
TN,0,0.0982640452743588,33.0,34.0
TN,0,0.1495613187954332,34.0,35.0
TN,0,0.1700580346880232,35.0,36.0
TN,0,0.1700580346880232,36.0,37.0
TN,0,0.293301709615601,37.0,38.0
TN,0,0.3534354542009186,38.0,39.0
TN,0,0.3607789540208193,39.0,40.0
TN,0,0.3942253194028922,40.0,41.0
TX,0,0.0,0.0,30.0
TX,0,0.0081819378948505,30.0,31.0
TX,0,0.0806649416812174,31.0,32.0
TX,0,0.082807228175694,32.0,33.0
TX,0,0.082807228175694,33.0,34.0
TX,0,0.0883547051684874,34.0,35.0
TX,0,0.1729376897564307,35.0,36.0
TX,0,0.1729376897564307,36.0,37.0
TX,0,0.2073661334100236,37.0,38.0
TX,0,0.307983013485511,38.0,39.0
TX,0,0.3431684634427174,39.0,40.0
TX,0,0.3480858473053834,40.0,41.0
UT,0,0.0,0.0,30.0
UT,0,0.0077123386770867,30.0,31.0
UT,0,0.0329241213168273,31.0,32.0
UT,0,0.0678717606756634,32.0,33.0
UT,0,0.0678717606756634,33.0,34.0
UT,0,0.0707692050431467,34.0,35.0
UT,0,0.1210807409284639,35.0,36.0
UT,0,0.1210807409284639,36.0,37.0
UT,0,0.1625771830951862,37.0,38.0
UT,0,0.190026921803792,38.0,39.0
UT,0,0.2092640108403837,39.0,40.0
UT,0,0.2306145288655932,40.0,41.0
VA,0,0.0,0.0,30.0
VA,0,0.0060253470072973,30.0,31.0
VA,0,0.0229994063243998,31.0,32.0
VA,0,0.0471439839378559,32.0,33.0
VA,0,0.0471439839378559,33.0,34.0
VA,0,0.0589682789176607,34.0,35.0
VA,0,0.1126272088641671,35.0,36.0
VA,0,0.1126272088641671,36.0,37.0
VA,1,0.1748737867721876,37.0,38.0
VT,0,0.0,0.0,30.0
VT,0,0.0113026211630228,30.0,31.0
VT,0,0.0748523693528023,31.0,32.0
VT,1,0.1072767214179159,32.0,33.0
WA,1,0.0,0.0,30.0
WI,0,0.0,0.0,30.0
WI,0,0.0064956651581899,30.0,31.0
WI,0,0.0423941232455764,31.0,32.0
WI,0,0.066443985869947,32.0,33.0
WI,0,0.066443985869947,33.0,34.0
WI,0,0.0827531255881462,34.0,35.0
WI,0,0.1037326533468794,35.0,36.0
WI,0,0.1037326533468794,36.0,37.0
WI,0,0.1855773111822415,37.0,38.0
WI,0,0.2121893917046598,38.0,39.0
WI,0,0.2244378110441847,39.0,40.0
WI,0,0.2645807589300475,40.0,41.0
WV,0,0.0,0.0,30.0
WV,0,0.0079139067193986,30.0,31.0
WV,0,0.0361856289523921,31.0,32.0
WV,0,0.0942906680555469,32.0,33.0
WV,0,0.0942906680555469,33.0,34.0
WV,0,0.1029303938419871,34.0,35.0
WV,0,0.1549970222571607,35.0,36.0
WV,0,0.1549970222571607,36.0,37.0
WV,0,0.2565878467006476,37.0,38.0
WV,0,0.2913369744478992,38.0,39.0
WV,0,0.3279086943983367,39.0,40.0
WV,0,0.4430096613137385,40.0,41.0
WY,0,0.0,0.0,30.0
WY,0,0.0095480804586694,30.0,31.0
WY,0,0.0436808182750984,31.0,32.0
WY,0,0.0908578062863815,32.0,33.0
WY,0,0.0908578062863815,33.0,34.0
WY,0,0.1069515288601369,34.0,35.0
WY,0,0.147692921529211,35.0,36.0
WY,0,0.147692921529211,36.0,37.0
WY,0,0.2413436427164515,37.0,38.0
WY,0,0.3086762379957157,38.0,39.0
WY,0,0.3207538129446626,39.0,40.0
WY,0,0.4029466323266549,40.0,41.0
