id,event,fgd_21_slg,pc01,pc03,pc04,pc07,pc09,pc12,start,stop
AK,0,0.0,3.209901835634116,1.720308244460011,0.7526219617507015,3.055146797005275,1.7816121897883088,-0.5949995228367511,0.0,1.0
AK,0,0.0,3.2234198322812184,1.7058361806876838,0.6431281893837288,3.0607055975154696,1.80966896929411,-0.4814551873604233,1.0,2.0
AK,0,0.0,3.1983268765305666,1.7242931280315332,0.7567304924502044,3.118584112119785,1.772899529480419,-0.6132659824466647,2.0,3.0
AK,0,0.0,3.0934620302798463,1.3149699746093855,0.9753440897103862,2.980117467380055,1.7544273699663022,-0.6698636335801852,3.0,4.0
AK,0,0.0,3.0564613999022576,1.3643239736329267,0.9525542964239299,2.9828203370008746,1.716583543085137,-0.5653822019851162,4.0,5.0
AK,0,0.0,3.0811636931858013,1.6362679181577742,0.6928393838225257,2.938065463087122,1.7074653436311553,-0.36862022895822266,5.0,6.0
AK,0,0.0,2.900133476632492,0.7203832275881079,1.1923711709402633,2.5796070080312004,1.6936927361493048,-0.6023101877320932,6.0,7.0
AK,0,0.0,3.1041499237390764,1.3158110850593576,0.9182431084791348,2.922903176787814,1.758904946809461,-0.7564219547101687,7.0,8.0
AK,0,0.0,2.8917949139330656,1.3377831419433859,1.0585008574347912,2.7383595084165036,1.558943497445397,-0.4369319125638228,8.0,9.0
AK,0,0.0,2.944122610258125,1.335444961540355,1.0641960645695008,2.806397003201622,1.6139283225850862,-0.5642428455558568,9.0,10.0
AK,0,0.0,2.8840782875678554,1.5512827536603706,0.956322648493012,2.787656351094092,1.5327629298092451,-0.26734958404052334,10.0,11.0
AK,0,0.0,2.660288755039238,1.1455947135447655,1.274434262426838,2.5518968997905778,1.410283667067605,-0.23523758597856864,11.0,12.0
AK,0,0.0,2.572006672470087,0.9908283125717254,1.3399601931560294,2.5051500745235096,1.3601557398982382,0.06862559289495723,12.0,13.0
AK,0,0.0,2.50687207971037,0.8380847794713281,1.4127399975493111,2.460684926833839,1.351444406172392,0.015937491004825787,13.0,14.0
AK,0,0.0,2.5744852005771515,0.638143009358372,1.5447439953937412,2.4716864028965664,1.4057404851915003,0.14922465319046893,14.0,15.0
AK,0,0.0,2.553866043520412,0.8482418841019851,1.4224332671397892,2.55158545843449,1.3714766004304428,0.25207925927041863,15.0,16.0
AK,0,0.0,2.506943606364193,1.1766633116506209,1.212366241945144,2.582337545824062,1.2958880709192795,0.45322160798824346,16.0,17.0
AK,0,0.0,2.060613111006255,1.481084057302971,1.1732995656264333,2.1940391718949703,0.8709402268707218,1.7377978796038198,17.0,18.0
AK,0,0.0,2.084013225374931,0.9343655851147826,1.4614982281076234,2.1085404838393744,0.9701900128155371,1.3510221697477907,18.0,19.0
AK,0,0.0,2.025512186580755,0.8546225501393006,1.4451355930364378,2.0790116139200525,0.9478025578610635,1.559654475254651,19.0,20.0
AK,0,0.0,1.8402335077887153,1.1091543168336186,1.2015026782113092,1.001725575860858,1.0348127926640263,1.8948638306706247,20.0,21.0
AK,0,0.0,2.059363020554772,0.9871683915045348,1.4294465848019748,2.1372397817802997,1.0111185576956756,0.9900091289537563,21.0,22.0
AK,0,0.0,1.8303974720546579,1.2489330636208098,1.256102290501997,1.6616667760398431,0.8655688603543025,1.7828181356274633,22.0,23.0
AK,0,0.0,1.801091881987316,1.4265709381659837,1.184252673245287,2.0945288873999313,0.7655743789837819,1.4998583745947849,23.0,24.0
AK,0,0.416786730814336,1.9292921353031651,1.6994568076452508,1.0149616705752698,2.844313541255469,0.7132945097224758,1.2261798460489686,24.0,25.0
AK,0,0.455008354255368,1.9549329246513667,2.0732210010434526,0.7813224638189266,2.706606717259628,0.7321194916997777,1.2783744052118267,25.0,26.0
AK,0,0.4911508575764879,1.9338817752472985,2.247775112035644,0.47657107015647676,1.713433033256157,0.9600193257198536,1.554877038443506,26.0,27.0
AK,0,0.4908233660237769,2.1179246171437205,2.4703317707783197,0.45694671183432517,2.543247596935873,0.9253826174023787,1.0573687203728772,27.0,28.0
AK,0,0.4906069691945703,2.1607094074343633,2.601507541172613,0.3171343047613882,2.0730857064546577,1.0831871163651987,1.0594118238036507,28.0,29.0
AK,0,0.4901053862209576,2.067919642120146,2.406806626772907,0.6703713861646475,2.7624016649698384,0.8457828347702184,0.5432105503536906,29.0,30.0
AK,0,0.4903439684590968,2.1381659614180446,2.382609730451576,0.6690897071423838,2.9487596547760417,0.9270874643986289,-0.04543507569700585,30.0,31.0
AK,0,0.4901195366414501,2.070052242075146,2.6421522150093,0.521605900660785,2.7511982720934256,0.8980349038417592,0.0416418583719207,31.0,32.0
AK,0,0.5058371504426642,2.0995218558415516,2.677078790859248,0.572181480793823,3.122156368517501,0.8601255821078317,-0.40540871369426085,32.0,33.0
AK,0,0.5057151977724369,1.985123207360817,2.5461442686999693,0.6335343407123086,2.6252027305364,0.8906907006348485,-0.35464471305574513,33.0,34.0
AK,0,0.5056869264935023,1.998359384218556,2.4536704507466336,0.7623487601953123,2.9261723624260214,0.8311664548593093,-0.489806006854346,34.0,35.0
AK,0,0.5056784539713833,1.8476094900961977,1.8984510874601526,1.083295037713082,2.4693440590215383,0.8444191317173567,-0.3890326406660957,35.0,36.0
AK,0,0.5062225961346928,1.6510294999876536,1.4943372061402311,1.1656350326308964,1.1400712545003109,1.0293908823097415,0.15289607591950632,36.0,37.0
AK,0,0.5065703014822163,1.77128186194681,1.6643070926411925,1.1267089928634924,1.968018554259325,0.9452017798956476,-0.121630798681369,37.0,38.0
AK,0,0.5064492728304952,1.7978652606085437,1.6673579152732145,1.0709372848279046,1.9805694452332043,0.9757953667760755,-0.07701720295667384,38.0,39.0
AK,0,0.5063746046736833,1.7708379892089285,1.5853208442278193,1.1656544067171974,1.9431434815609858,0.9781800429568793,-0.3048183699979449,39.0,40.0
AK,0,0.5064767441818184,1.723630271935106,1.381626493983951,1.3212960212141946,1.84978298974624,0.9457036556981118,-0.17706278299928802,40.0,41.0
AL,0,0.0,0.8524313750648893,-1.9415168857903595,0.23588855710564602,0.020253155450745394,0.3309107896288258,-1.4444547282117244,0.0,1.0
AL,0,0.0,0.8504892666396359,-1.940711812773341,0.24165117299817865,0.02534046196664281,0.3296921613286044,-1.4524809771328664,1.0,2.0
AL,0,0.0,0.8072924128804944,-1.9021332197359107,0.5107527989771857,0.06857929178716465,0.2541318336866407,-1.7442913677390395,2.0,3.0
AL,0,0.0,0.7911351534281178,-1.8654320211035984,0.48056811975215913,0.060446066029623394,0.2502480635073124,-1.644910130268131,3.0,4.0
AL,0,0.0,0.7728397015326701,-1.7863777487185095,0.38857450591729575,0.04832590831530995,0.24131086983849662,-1.4559730641061022,4.0,5.0
