stateabbr,direct,indirect,direct_treatment,direct_control,indirect_treatment,indirect_control
AL,350.59502352260506,162.4256370545463,350.59502352260506,0.0,7602.336096210222,7439.910459155676
AK,125.81315881023374,161.10078517478905,125.81315881023374,0.0,7635.2313463007795,7474.13056112599
AZ,268.4445290809615,165.37210687911102,268.4445290809615,0.0,7514.042764246225,7348.670657367114
AR,200.52482895204344,165.79760287377667,200.52482895204344,0.0,7630.719972616788,7464.922369743012
CA,1047.9039448461626,36.23526542912805,1047.9039448461626,0.0,6539.748242608083,6503.512977178955
CO,276.2067805242664,35.80276241586671,276.2067805242664,0.0,7286.22092320322,7250.418160787353
CT,118.37433451039988,41.46186524855693,118.37433451039988,0.0,7390.184528211266,7348.722662962709
DE,42.04552865123492,42.09473933243589,42.04552865123492,0.0,7472.974206411412,7430.879467078976
FL,731.9156256749584,153.3752864041371,731.9156256749584,0.0,7158.898206867366,7005.522920463229
GA,401.3730850475581,157.24675999344709,401.3730850475581,0.0,7457.233977756974,7299.987217763527
HI,55.95289582048957,38.784806483306966,55.95289582048957,0.0,7474.347329321658,7435.5625228383515
ID,66.3025644115628,166.7829332236779,66.3025644115628,0.0,7609.0678798285435,7442.284946604866
IL,595.7527982736519,29.68452655202782,595.7527982736519,0.0,7055.954319002005,7026.269792449977
IN,538.1827667358075,157.01857415663926,538.1827667358075,0.0,7436.521528383228,7279.502954226588
IA,236.42524187732874,158.3371022979636,236.42524187732874,0.0,7442.335720336685,7283.998618038721
KS,193.4094317956808,163.14213115845905,193.4094317956808,0.0,7551.007604977398,7387.865473818939
KY,359.974410683265,169.28345799633553,359.974410683265,0.0,7617.594992664618,7448.311534668283
LA,609.9835925863772,159.49948988759843,609.9835925863772,0.0,7538.057781687956,7378.558291800357
ME,46.573508659829486,38.88264837186762,46.573508659829486,0.0,7467.045468048469,7428.162819676601
MD,170.12267746576617,38.98791592958332,170.12267746576617,0.0,7350.569413586044,7311.581497656461
MA,181.44262748725237,42.35928052276904,181.44262748725237,0.0,7340.815289409328,7298.456008886559
MI,478.0253180501941,151.3187330310475,478.0253180501941,0.0,7271.286833037928,7119.96810000688
MN,269.09138336790375,104.11892400694887,269.09138336790375,0.0,7316.502658927365,7212.383734920416
MS,204.08252753022498,167.9192103202986,204.08252753022498,0.0,7650.691496183946,7482.772285863647
MO,378.4097578611145,158.53020344791366,378.4097578611145,0.0,7465.0332081225815,7306.503004674668
MT,92.17673588924583,162.912373628571,92.17673588924583,0.0,7613.581792899471,7450.6694192709
NE,152.65761171832992,0.0,152.65761171832992,0.0,7443.91270247083,7443.91270247083
NV,127.4302945275889,36.69050214699655,127.4302945275889,0.0,7420.31497705228,7383.624474905283
NH,43.015810081648056,40.016299688045365,43.015810081648056,0.0,7465.5928564746655,7425.57655678662
NJ,288.1735848326948,37.70530243443318,288.1735848326948,0.0,7252.161303405191,7214.4560009707575
NM,148.45305885320636,35.15296788212254,148.45305885320636,0.0,7425.301862899186,7390.148895017063
NY,504.546343814819,42.033675898212095,504.546343814819,0.0,7031.951461683674,6989.917785785462
NC,373.8817778525199,157.85818082809055,373.8817778525199,0.0,7348.639026686983,7190.7808458588925
ND,182.7363360611364,165.25181571746998,182.7363360611364,0.0,7620.571080867591,7455.319265150121
OH,627.4486583338139,152.57801496371667,627.4486583338139,0.0,7260.491114647181,7107.913099683465
OK,283.969031967571,171.35645476131776,283.969031967571,0.0,7621.38504245888,7450.028587697562
OR,124.5194502363496,38.726770777152524,124.5194502363496,0.0,7409.235308248027,7370.508537470874
PA,690.5169513106657,149.20291137881213,690.5169513106657,0.0,7201.30497292056,7052.102061541748
RI,34.283277207929984,40.874607428356285,34.283277207929984,0.0,7477.501196133348,7436.626588704991
SC,224.1350104254293,162.71240778572064,224.1350104254293,0.0,7544.939587387565,7382.227179601844
SD,49.16092580759778,171.69808161673245,49.16092580759778,0.0,7556.7663579694945,7385.068276352762
TN,299.81696199765247,159.15325619035775,299.81696199765247,0.0,7568.275848304634,7409.122592114276
TX,2145.9390969303367,136.430735250211,2145.9390969303367,0.0,7164.715809451107,7028.285074200896
UT,200.84825609551467,163.87852876917805,200.84825609551467,0.0,7616.111138248107,7452.232609478929
VT,18.11192003437813,40.99092428621316,18.11192003437813,0.0,7497.454820117487,7456.4638958312735
VA,316.95860060161704,36.84843050125983,316.95860060161704,0.0,7220.403938569775,7183.555508068515
WA,238.68923188162603,41.25870765942,238.68923188162603,0.0,7306.009553449093,7264.750845789673
WV,285.90959482839753,169.6378222934345,285.90959482839753,0.0,7620.245477741266,7450.607655447831
WI,299.17010771071,160.2895616232554,299.17010771071,0.0,7364.556697735265,7204.267136112009
WY,176.5912203351868,166.47443541640314,176.5912203351868,0.0,7658.10638155715,7491.631946140747
