stateabbr,direct,indirect,direct_treatment,direct_control,indirect_treatment,indirect_control
AL,350.59502352260506,314.60050594451104,350.59502352260506,61.92585151650867,2403.312729841488,2088.712223896977
AK,125.81315881023374,335.7621175885156,125.81315881023374,0.0,2486.4001930020013,2150.6380754134857
AZ,268.4445290809615,337.9787230330776,268.4445290809615,23.544714046366515,2465.0720844001967,2127.093361367119
AR,200.52482895204344,356.5860139746892,200.52482895204344,30.24955166102469,2476.97453772715,2120.388523752461
CA,1047.9039448461626,147.24325447101523,1047.9039448461626,123.25482036623377,2174.626509518267,2027.3832550472519
CO,276.2067805242664,184.99114530211227,276.2067805242664,27.12317566018735,2308.5060450554106,2123.5148997532983
CT,118.37433451039988,152.51313582851208,118.37433451039988,10.844598503888264,2292.3066127381094,2139.7934769095973
DE,42.04552865123492,157.5278346048858,42.04552865123492,9.171174318220757,2298.9947357001506,2141.466901095265
FL,731.9156256749584,326.97791448720864,731.9156256749584,107.35972629946862,2370.256263601226,2043.2783491140171
GA,401.3730850475581,317.1162161854354,401.3730850475581,45.973754129311075,2421.78053746961,2104.6643212841745
HI,55.95289582048957,223.21109054369845,55.95289582048957,4.410422829915518,2369.4387431272685,2146.22765258357
ID,66.3025644115628,321.9919778178719,66.3025644115628,10.372333634183107,2462.2577195971744,2140.2657417793025
IL,595.7527982736519,181.82605351900838,595.7527982736519,50.140434456597916,2282.323694475896,2100.4976409568876
IN,538.1827667358075,354.7525534652905,538.1827667358075,68.59036195261984,2436.800266926156,2082.0477134608655
IA,236.42524187732874,293.90735911174806,236.42524187732874,42.96751695726933,2401.5779175679645,2107.6705584562164
KS,193.4094317956808,330.1576873711492,193.4094317956808,18.58299076329269,2462.212772021342,2132.055084650193
KY,359.974410683265,377.3607973954131,359.974410683265,37.281793874724755,2490.7170789341744,2113.3562815387613
LA,609.9835925863772,325.72810052332034,609.9835925863772,126.95325365208927,2349.412922284717,2023.6848217613965
ME,46.573508659829486,162.52863052351267,46.573508659829486,3.8457815804298003,2309.3209243565684,2146.7922938330557
MD,170.12267746576617,167.5914311818733,170.12267746576617,18.133469680692155,2300.096036914667,2132.5046057327936
MA,181.44262748725237,217.6003667575078,181.44262748725237,25.1869760293673,2343.051466141626,2125.451099384118
MI,478.0253180501941,364.98417009033165,478.0253180501941,87.36234964377444,2428.259895860043,2063.2757257697112
MN,269.09138336790375,263.33430725946664,269.09138336790375,40.90055386936375,2373.0718288035887,2109.737521544122
MS,204.08252753022498,350.29217396557715,204.08252753022498,26.297310443728236,2474.6329389353346,2124.3407649697574
MO,378.4097578611145,331.9417093243519,378.4097578611145,34.14197446966357,2448.437810268174,2116.496100943822
MT,92.17673588924583,365.0507540952608,92.17673588924583,8.87285221774677,2506.8159772909994,2141.7652231957386
NE,152.65761171832992,61.778960979881504,152.65761171832992,15.094567571376473,2197.3224688219907,2135.543507842109
NV,127.4302945275889,191.32861323343832,127.4302945275889,18.744001756086902,2323.222686890837,2131.8940736573986
NH,43.015810081648056,155.287959928919,43.015810081648056,4.498391570891016,2301.4276437715134,2146.1396838425944
NJ,288.1735848326948,179.58017659310872,288.1735848326948,22.63462631112144,2307.583625695473,2128.0034491023644
NM,148.45305885320636,154.8157765240935,148.45305885320636,26.555157164041916,2278.898694773537,2124.0829182494435
NY,504.546343814819,203.19566486846088,504.546343814819,43.74114087452003,2310.0925994074264,2106.8969345389655
NC,373.8817778525199,372.28529314270463,373.8817778525199,39.67653661780201,2483.246831938388,2110.9615387956833
ND,182.7363360611364,296.40127231179395,182.7363360611364,42.64147225391319,2404.397875471366,2107.9966031595723
OH,627.4486583338139,352.58717670694114,627.4486583338139,78.39302121673792,2424.832230903689,2072.245054196748
OK,283.969031967571,388.14016679187716,283.969031967571,28.047606590702987,2510.73063561466,2122.590468822783
OR,124.5194502363496,184.29303099392246,124.5194502363496,12.399608367771885,2322.531498039636,2138.2384670457136
PA,690.5169513106657,322.2348439935206,690.5169513106657,148.9636956270602,2323.909223779946,2001.6743797864253
RI,34.283277207929984,193.27572067638266,34.283277207929984,4.598800535457689,2339.3149955544104,2146.0392748780278
SC,224.1350104254293,351.05395396016957,224.1350104254293,24.955003944398488,2476.7370254292564,2125.683071469087
SD,49.16092580759778,386.2473624942086,49.16092580759778,3.9675111092930346,2532.9179267984014,2146.670564304193
TN,299.81696199765247,298.0774682138881,299.81696199765247,54.16083868218861,2394.554704945185,2096.477236731297
TX,2145.9390969303367,299.7893339943189,2145.9390969303367,333.4141067774606,2117.013302630344,1817.223968636025
UT,200.84825609551467,409.62536541260124,200.84825609551467,17.393955802679688,2542.869485023407,2133.2441196108057
VT,18.11192003437813,167.071714452155,18.11192003437813,1.6690454940648212,2316.040744371576,2148.969029919421
VA,316.95860060161704,168.10324178313522,316.95860060161704,36.994959355749565,2281.7463578408715,2113.6431160577363
WA,238.68923188162603,187.9581208956488,238.68923188162603,22.96532551070918,2315.6308707984253,2127.6727499027766
WV,285.90959482839753,294.02601905159327,285.90959482839753,42.05482217971339,2402.6092722853655,2108.583253233772
WI,299.17010771071,344.54142919687683,299.17010771071,63.77225436654668,2431.4072502438157,2086.865821046939
WY,176.5912203351868,351.9533457898501,176.5912203351868,19.813883176529792,2482.777538026806,2130.8241922369557
