stateabbr,direct,indirect,direct_treatment,direct_control,indirect_treatment,indirect_control
AL,294.36652565438,89.59062038528828,294.36652565438,0.0,9749.105708827252,9659.515088441964
AK,218.73584984814147,88.84583123260927,218.73584984814147,0.0,9799.69444221326,9710.84861098065
AZ,196.39827363978293,90.24077746549119,196.39827363978293,0.0,9746.136272567026,9655.895495101535
AR,199.3938026192825,88.74362839275454,199.3938026192825,0.0,9790.236710296645,9701.493081903891
CA,777.2160075252041,13.107737555956191,777.2160075252041,0.0,9097.648407203998,9084.540669648042
CO,244.90893142589061,11.225608261216621,244.90893142589061,0.0,9638.363320860182,9627.137712598966
CT,152.35057129591655,13.437459454884447,152.35057129591655,0.0,9685.397624884668,9671.960165429784
DE,29.611824775261027,12.481897802976164,29.611824775261027,0.0,9842.651420671853,9830.169522868877
FL,607.424396438365,85.86076762620905,607.424396438365,0.0,9346.347090297148,9260.486322670939
GA,239.7508131622244,85.2917685240136,239.7508131622244,0.0,9715.940699976461,9630.648931452448
HI,35.358867906244086,12.49125329313938,35.358867906244086,0.0,9815.048843219727,9802.557589926588
ID,99.76447536817977,87.08461422370237,99.76447536817977,0.0,9806.117066353096,9719.032452129393
IL,397.35387419997505,8.70807294333099,397.35387419997505,0.0,9488.469293044596,9479.761220101265
IN,396.9436944806421,82.15703711832612,396.9436944806421,0.0,9612.92873310441,9530.771695986085
IA,226.50984170131824,89.97757122911025,226.50984170131824,0.0,9685.406348597831,9595.428777368721
KS,164.98139451362294,87.8440489610548,164.98139451362294,0.0,9780.303049882665,9692.45900092161
KY,230.94703144673258,89.38495967202834,230.94703144673258,0.0,9784.188384160727,9694.803424488699
LA,603.2237035033759,84.12553285593276,603.2237035033759,0.0,9558.768072182267,9474.642539326334
ME,31.150556040081682,12.498753693418621,31.150556040081682,0.0,9831.528025612763,9819.029271919344
MD,105.77397869239303,12.73126587821207,105.77397869239303,0.0,9748.726447150522,9735.99518127231
MA,115.29102455993018,13.149947926067398,115.29102455993018,0.0,9726.508508309467,9713.3585603834
MI,409.76679563697553,89.24549040153215,409.76679563697553,0.0,9524.779307938645,9435.533817537113
MN,197.0098627422874,52.46505371722924,197.0098627422874,0.0,9649.370158874004,9596.905105156775
MS,213.46057009208243,89.6168662873788,213.46057009208243,0.0,9798.546707120217,9708.929840832838
MO,356.6294625513019,85.6516280872238,356.6294625513019,0.0,9609.153492482004,9523.50186439478
MT,68.26343828819324,91.22518378898894,68.26343828819324,0.0,9841.194738077711,9749.969554288722
NE,139.8479197390485,0.0,139.8479197390485,0.0,9776.26944397175,9776.26944397175
NV,120.86666235816631,11.425175304551885,120.86666235816631,0.0,9736.908586015352,9725.4834107108
NH,37.8295221863703,12.734346186922266,37.8295221863703,0.0,9801.895086041013,9789.160739854091
NJ,162.53152510151654,12.43555430412016,162.53152510151654,0.0,9686.00137950205,9673.56582519793
NM,120.08479672022077,10.070534083875827,120.08479672022077,0.0,9756.872317097905,9746.801783014029
NY,373.8860555124229,13.105991362095665,373.8860555124229,0.0,9496.022177490173,9482.916186128077
NC,286.3227493630302,87.57606329710143,286.3227493630302,0.0,9650.242381065274,9562.666317768173
ND,202.26118734919373,88.81336164312779,202.26118734919373,0.0,9816.461065736754,9727.647704093626
OH,515.6743791318477,84.89988962746247,515.6743791318477,0.0,9463.95076204468,9379.050872417218
OK,208.16990047735703,92.92931191193748,208.16990047735703,0.0,9831.07120048,9738.141888568063
OR,134.09340131498482,12.056704003320192,134.09340131498482,0.0,9735.367095300324,9723.310391297004
PA,641.9788506906207,86.05377875421982,641.9788506906207,0.0,9340.398860373087,9254.345081618867
RI,48.92132536837846,13.023971005799467,48.92132536837846,0.0,9828.32937847027,9815.30540746447
SC,193.42688768110543,86.59431510679133,193.42688768110543,0.0,9764.33388641834,9677.73957131155
SD,54.01680847865157,89.58285452186465,54.01680847865157,0.0,9812.273598802829,9722.690744280964
TN,220.24874660690352,88.95043957136113,220.24874660690352,0.0,9762.175494796245,9673.225055224884
TX,2222.775360017449,66.64523187897794,2222.775360017449,0.0,8531.95809500729,8465.312863128313
UT,243.86446660558408,88.80864801015741,243.86446660558408,0.0,9764.924018046395,9676.115370036237
VT,15.11278735306459,12.783146971320093,15.11278735306459,0.0,9829.098021863987,9816.314874892667
VA,212.95650156541979,11.825133632280995,212.95650156541979,0.0,9655.206393255488,9643.381259623207
WA,185.43429357703735,13.188896390569425,185.43429357703735,0.0,9661.235984435381,9648.047088044812
WV,227.0100961759913,93.74187082624849,227.0100961759913,0.0,9791.350976884649,9697.6091060584
WI,266.706057828088,84.79300501942271,266.706057828088,0.0,9645.957836446047,9561.164831426624
WY,118.91355083202438,92.78285909081387,118.91355083202438,0.0,9853.423644039514,9760.6407849487
