stateabbr,direct,indirect,direct_treatment,direct_control,indirect_treatment,indirect_control
AL,350.59502352260506,100.3394598666473,350.59502352260506,0.0,11674.281761835,11573.942301968353
AK,125.81315881023374,99.8300923925508,125.81315881023374,0.0,11792.857088302386,11693.026995909835
AZ,268.4445290809615,100.62440921815323,268.4445290809615,0.0,11641.60225514311,11540.977845924957
AR,200.52482895204344,99.68538172644185,200.52482895204344,0.0,11744.498339242591,11644.81295751615
CA,1047.9039448461626,16.630402207822044,1047.9039448461626,0.0,10784.228700866282,10767.59829865846
CO,276.2067805242664,14.461952350231513,276.2067805242664,0.0,11557.522224411998,11543.060272061766
CT,118.37433451039988,17.033417505439502,118.37433451039988,0.0,11668.157208121022,11651.123790615582
DE,42.04552865123492,15.836166045663049,42.04552865123492,0.0,11779.852926447002,11764.016760401339
FL,731.9156256749584,96.06809094745222,731.9156256749584,0.0,11188.915196521353,11092.847105573901
GA,401.3730850475581,94.08493527586506,401.3730850475581,0.0,11546.515405292232,11452.430470016367
HI,55.95289582048957,15.723529292114108,55.95289582048957,0.0,11746.3506056558,11730.627076363686
ID,66.3025644115628,98.20150011549049,66.3025644115628,0.0,11781.384250419522,11683.182750304031
IL,595.7527982736519,10.56096588938999,595.7527982736519,0.0,11255.314041359392,11244.753075470002
IN,538.1827667358075,91.05234765468776,538.1827667358075,0.0,11461.669447034288,11370.6170993796
IA,236.42524187732874,100.897291018131,236.42524187732874,0.0,11628.612386460709,11527.715095442578
KS,193.4094317956808,98.52575367074678,193.4094317956808,0.0,11713.503731953515,11614.977978282768
KY,359.974410683265,99.55366034489998,359.974410683265,0.0,11677.613883974222,11578.060223629322
LA,609.9835925863772,95.29923573878295,609.9835925863772,0.0,11508.536170172874,11413.236934434091
ME,46.573508659829486,15.797378674704305,46.573508659829486,0.0,11764.203026173638,11748.405647498934
MD,170.12267746576617,16.01353294031651,170.12267746576617,0.0,11635.140474317963,11619.126941377646
MA,181.44262748725237,16.67240847981884,181.44262748725237,0.0,11613.501471711963,11596.829063232144
MI,478.0253180501941,100.28372056055014,478.0253180501941,0.0,11415.431592585668,11315.147872025118
MN,269.09138336790375,59.20948827393113,269.09138336790375,0.0,11532.365669779994,11473.156181506063
MS,204.08252753022498,101.35057031498582,204.08252753022498,0.0,11756.84630551923,11655.495735204244
MO,378.4097578611145,96.51373407300525,378.4097578611145,0.0,11543.978038146653,11447.464304073648
MT,92.17673588924583,101.69738965219767,92.17673588924583,0.0,11779.48553628223,11677.788146630033
NE,152.65761171832992,0.0,152.65761171832992,0.0,11719.062696827652,11719.062696827652
NV,127.4302945275889,14.786886185302137,127.4302945275889,0.0,11681.1245420552,11666.337655869898
NH,43.015810081648056,16.17562281408027,43.015810081648056,0.0,11748.37525031698,11732.1996275029
NJ,288.1735848326948,15.590828506683465,288.1735848326948,0.0,11515.556765561922,11499.965937055238
NM,148.45305885320636,12.845911349560993,148.45305885320636,0.0,11685.637805871826,11672.791894522265
NY,504.546343814819,16.61180102758226,504.546343814819,0.0,11318.634755084617,11302.022954057034
NC,373.8817778525199,98.0799865204699,373.8817778525199,0.0,11523.350446883553,11425.270460363083
ND,182.7363360611364,99.25545554845667,182.7363360611364,0.0,11779.09081383135,11679.835358282893
OH,627.4486583338139,94.77977754543281,627.4486583338139,0.0,11321.30833440974,11226.528556864307
OK,283.969031967571,104.209862821981,283.969031967571,0.0,11755.03175572055,11650.82189289857
OR,124.5194502363496,15.499351806152845,124.5194502363496,0.0,11694.1400139004,11678.640662094247
PA,690.5169513106657,96.49869489758021,690.5169513106657,0.0,11250.360575923447,11153.861881025867
RI,34.283277207929984,16.55751217301986,34.283277207929984,0.0,11792.732815940875,11776.175303767855
SC,224.1350104254293,96.93192836556227,224.1350104254293,0.0,11697.486561755448,11600.554633389886
SD,49.16092580759778,100.45289085454351,49.16092580759778,0.0,11770.119019689027,11669.666128834484
TN,299.81696199765247,98.69185034862312,299.81696199765247,0.0,11668.422948668811,11569.731098320188
TX,2145.9390969303367,78.84844593701382,2145.9390969303367,0.0,10533.491693025446,10454.643247088432
UT,200.84825609551467,99.91887474728719,200.84825609551467,0.0,11743.640485423311,11643.721610676024
VT,18.11192003437813,16.130248870147625,18.11192003437813,0.0,11775.558260089621,11759.428011219474
VA,316.95860060161704,14.862977713899454,316.95860060161704,0.0,11507.166173873396,11492.303196159497
WA,238.68923188162603,16.786624828815548,238.68923188162603,0.0,11560.265799006493,11543.479174177677
WV,285.90959482839753,104.47124945442738,285.90959482839753,0.0,11717.756830744825,11613.285581290398
WI,299.17010771071,95.79578913167643,299.17010771071,0.0,11568.53623345506,11472.740444323383
WY,176.5912203351868,103.5750517195047,176.5912203351868,0.0,11785.666536820821,11682.091485101317
