stateabbr,direct,indirect,direct_treatment,direct_control,indirect_treatment,indirect_control
AL,350.59502352260506,61.51972292191749,350.59502352260506,0.0,13279.486622385952,13217.966899464034
AK,125.81315881023374,60.79810267209177,125.81315881023374,0.0,13454.816224487487,13394.018121815396
AZ,268.4445290809615,57.988461615394044,268.4445290809615,0.0,13278.221192490335,13220.23273087494
AR,200.52482895204344,59.356315310502396,200.52482895204344,0.0,13393.963124635275,13334.606809324772
CA,1047.9039448461626,9.000848535984915,1047.9039448461626,0.0,12486.861402244338,12477.860553708353
CO,276.2067805242664,8.168318770403857,276.2067805242664,0.0,13242.317609797441,13234.149291027037
CT,118.37433451039988,9.163576698232646,118.37433451039988,0.0,13380.960185671152,13371.79660897292
DE,42.04552865123492,9.312254331325676,42.04552865123492,0.0,13461.024271965118,13451.712017633792
FL,731.9156256749584,59.788900895518964,731.9156256749584,0.0,12817.678765681836,12757.889864786317
GA,401.3730850475581,60.29317500492289,401.3730850475581,0.0,13184.184306962035,13123.891131957113
HI,55.95289582048957,8.641274349063679,55.95289582048957,0.0,13442.991658739607,13434.350384390544
ID,66.3025644115628,65.01184479765652,66.3025644115628,0.0,13469.667535170987,13404.65569037333
IL,595.7527982736519,5.77923208887114,595.7527982736519,0.0,12951.62896671288,12945.84973462401
IN,538.1827667358075,59.14226992104523,538.1827667358075,0.0,13070.987891596253,13011.845621675207
IA,236.42524187732874,60.03301756982728,236.42524187732874,0.0,13300.171128735179,13240.138111165352
KS,193.4094317956808,58.26002445866652,193.4094317956808,0.0,13354.635508626148,13296.375484167482
KY,359.974410683265,63.43354400737917,359.974410683265,0.0,13279.546851535406,13216.113307528027
LA,609.9835925863772,57.99512204509119,609.9835925863772,0.0,13078.285872635059,13020.290750589968
ME,46.573508659829486,8.66633752364578,46.573508659829486,0.0,13471.46021518363,13462.793877659984
MD,170.12267746576617,8.405811019119938,170.12267746576617,0.0,13338.762096088094,13330.356285068974
MA,181.44262748725237,9.008683318010299,181.44262748725237,0.0,13320.264013831506,13311.255330513495
MI,478.0253180501941,63.086731672508904,478.0253180501941,0.0,13060.184696466189,12997.09796479368
MN,269.09138336790375,35.29499170870622,269.09138336790375,0.0,13257.130158828733,13221.835167120027
MS,204.08252753022498,66.49472710068767,204.08252753022498,0.0,13403.973964961366,13337.479237860678
MO,378.4097578611145,61.777038903326684,378.4097578611145,0.0,13172.646732330973,13110.869693427647
MT,92.17673588924583,64.97589232894825,92.17673588924583,0.0,13441.25381150788,13376.277919178932
NE,152.65761171832992,0.0,152.65761171832992,0.0,13393.093451721723,13393.093451721723
NV,127.4302945275889,7.81459304726377,127.4302945275889,0.0,13404.989755736695,13397.175162689431
NH,43.015810081648056,8.983628188272633,43.015810081648056,0.0,13466.610747615832,13457.62711942756
NJ,288.1735848326948,8.976649097532572,288.1735848326948,0.0,13235.674651126319,13226.698002028787
NM,148.45305885320636,7.072005177893516,148.45305885320636,0.0,13394.767651513517,13387.695646335624
NY,504.546343814819,8.654269373224452,504.546343814819,0.0,13001.598830194458,12992.944560821234
NC,373.8817778525199,61.995621886575464,373.8817778525199,0.0,13175.453735053487,13113.458113166911
ND,182.7363360611364,62.70520073746229,182.7363360611364,0.0,13400.056947030995,13337.351746293532
OH,627.4486583338139,58.591629232136256,627.4486583338139,0.0,12948.469912461936,12889.8782832298
OK,283.969031967571,63.92717398167042,283.969031967571,0.0,13350.679598818691,13286.752424837021
OR,124.5194502363496,8.56139162272666,124.5194502363496,0.0,13382.791911712942,13374.230520090216
PA,690.5169513106657,60.66416464696522,690.5169513106657,0.0,12894.656827527397,12833.992662880431
RI,34.283277207929984,8.614287565196719,34.283277207929984,0.0,13474.875189707474,13466.260902142278
SC,224.1350104254293,61.37303297253129,224.1350104254293,0.0,13319.782524283066,13258.409491310535
SD,49.16092580759778,63.75437249658171,49.16092580759778,0.0,13469.121946150537,13405.367573653955
TN,299.81696199765247,61.29344803935783,299.81696199765247,0.0,13276.406411678328,13215.11296363897
TX,2145.9390969303367,47.36581448563993,2145.9390969303367,0.0,11857.856624516193,11810.490810030553
UT,200.84825609551467,62.75499905977449,200.84825609551467,0.0,13374.74353571221,13311.988536652436
VT,18.11192003437813,8.97726265489473,18.11192003437813,0.0,13484.531508527025,13475.55424587213
VA,316.95860060161704,7.926363194887017,316.95860060161704,0.0,13204.843633988805,13196.917270793918
WA,238.68923188162603,8.829936115766031,238.68923188162603,0.0,13263.002116311402,13254.172180195636
WV,285.90959482839753,62.18501818165714,285.90959482839753,0.0,13318.064376523194,13255.879358341537
WI,299.17010771071,63.676573404296505,299.17010771071,0.0,13227.3390593941,13163.662485989804
WY,176.5912203351868,62.067206399453426,176.5912203351868,0.0,13419.100996141295,13357.033789741841
