stateabbr,direct,indirect,direct_treatment,direct_control,indirect_treatment,indirect_control
AL,294.36652565438,55.654516699913074,294.36652565438,0.0,11210.848340955505,11155.193824255592
AK,218.73584984814147,54.828618107680086,218.73584984814147,0.0,11287.858990063234,11233.030371955554
AZ,196.39827363978293,52.31056675007858,196.39827363978293,0.0,11234.09566284151,11181.785096091431
AR,199.3938026192825,53.19102923254832,199.3938026192825,0.0,11282.762788391332,11229.571759158784
CA,777.2160075252041,7.1568143720433,777.2160075252041,0.0,10644.144742750754,10636.98792837871
CO,244.90893142589061,6.380396569624281,244.90893142589061,0.0,11163.74100786384,11157.360611294216
CT,152.35057129591655,7.318058538401601,152.35057129591655,0.0,11239.303313398976,11231.985254860574
DE,29.611824775261027,7.396479692555658,29.611824775261027,0.0,11366.565514653206,11359.16903496065
FL,607.424396438365,54.00932482229473,607.424396438365,0.0,10826.724758233184,10772.71543341089
GA,239.7508131622244,55.309820728507475,239.7508131622244,0.0,11213.49462294396,11158.184802215452
HI,35.358867906244086,6.893401612407615,35.358867906244086,0.0,11352.973390679354,11346.079989066946
ID,99.76447536817977,58.02474332564452,99.76447536817977,0.0,11332.919112001198,11274.894368675554
IL,397.35387419997505,4.853861690073245,397.35387419997505,0.0,11033.406983267449,11028.553121577375
IN,396.9436944806421,54.06403795204096,396.9436944806421,0.0,11083.492288023166,11029.428250071125
IA,226.50984170131824,53.438581074722606,226.50984170131824,0.0,11202.317483426299,11148.878902351576
KS,164.98139451362294,52.45296560313545,164.98139451362294,0.0,11271.81406404467,11219.361098441535
KY,230.94703144673258,57.84306441536319,230.94703144673258,0.0,11257.43471328525,11199.591648869888
LA,603.2237035033759,51.910198935984226,603.2237035033759,0.0,10974.589810175,10922.679611239017
ME,31.150556040081682,6.9688404044063645,31.150556040081682,0.0,11379.959412693986,11372.99057228958
MD,105.77397869239303,6.717235754975263,105.77397869239303,0.0,11291.698998406007,11284.981762651032
MA,115.29102455993018,7.216131407943976,115.29102455993018,0.0,11277.481729201998,11270.265597794054
MI,409.76679563697553,57.07311612240301,409.76679563697553,0.0,11016.2213898887,10959.148273766297
MN,197.0098627422874,31.113437092026288,197.0098627422874,0.0,11220.780287534839,11189.666850442813
MS,213.46057009208243,60.32161632375937,213.46057009208243,0.0,11288.544416156357,11228.222799832598
MO,356.6294625513019,55.63793368802362,356.6294625513019,0.0,11085.517407408703,11029.879473720679
MT,68.26343828819324,58.76333161292496,68.26343828819324,0.0,11349.44204979775,11290.678718184825
NE,139.8479197390485,0.0,139.8479197390485,0.0,11293.748204844807,11293.748204844807
NV,120.86666235816631,6.059460030779519,120.86666235816631,0.0,11303.334585122275,11297.275125091495
NH,37.8295221863703,7.13670298370198,37.8295221863703,0.0,11363.42531217171,11356.288609188008
NJ,162.53152510151654,7.178370609095509,162.53152510151654,0.0,11250.716512456533,11243.538141847437
NM,120.08479672022077,5.609217138069653,120.08479672022077,0.0,11311.554121776166,11305.944904638096
NY,373.8860555124229,6.873149875340459,373.8860555124229,0.0,11022.782121073415,11015.908971198074
NC,286.3227493630302,55.812162489210095,286.3227493630302,0.0,11147.5348949021,11091.72273241289
ND,202.26118734919373,56.49484667566139,202.26118734919373,0.0,11278.729919003501,11222.23507232784
OH,515.6743791318477,53.185169545120516,515.6743791318477,0.0,10943.089953151111,10889.90478360599
OK,208.16990047735703,57.58972714349511,208.16990047735703,0.0,11288.774124682368,11231.184397538873
OR,134.09340131498482,6.80310349199317,134.09340131498482,0.0,11265.773957590003,11258.97085409801
PA,641.9788506906207,54.4092814419746,641.9788506906207,0.0,10832.21503614823,10777.805754706256
RI,48.92132536837846,6.895599559789844,48.92132536837846,0.0,11352.326930756588,11345.431331196798
SC,193.42688768110543,55.156993785874874,193.42688768110543,0.0,11236.546768235437,11181.389774449563
SD,54.01680847865157,57.00094988759702,54.01680847865157,0.0,11356.379792105185,11299.378842217588
TN,220.24874660690352,55.64433597756397,220.24874660690352,0.0,11228.29683425481,11172.652498277246
TX,2222.775360017449,40.051075538995065,2222.775360017449,0.0,9687.953780132744,9647.90270459375
UT,243.86446660558408,56.037991262413925,243.86446660558408,0.0,11234.913669606329,11178.875678343915
VT,15.11278735306459,7.124595855048028,15.11278735306459,0.0,11378.234915143712,11371.110319288664
VA,212.95650156541979,6.3259085011395655,212.95650156541979,0.0,11198.640599544016,11192.314691042877
WA,185.43429357703735,7.033371785264535,185.43429357703735,0.0,11208.221342635581,11201.187970850317
WV,227.0100961759913,56.30833757110486,227.0100961759913,0.0,11250.659878812132,11194.351541241027
WI,266.706057828088,57.39490302181912,266.706057828088,0.0,11150.335126778162,11092.940223756343
WY,118.91355083202438,55.724385923002046,118.91355083202438,0.0,11346.679524791725,11290.955138868723
